symbol,strategy_name,trades,profitable_trades,loss_trades,average_profit,average_trade_days,average_percent_profit,trades_buy_dates,trades_sell_dates,trades_days,trades_profit,trades_percent,last_update,percent_wins,table_name,last_sale_date,last_sell_date_diff
CION,ALGO_RSI_EMA_ADX_CGPT,10,9,1,0.1290,5.4000,1.2287,"[2022-12-20T21:30:00+00:00, 2022-12-29T21:30:00+00:00, 2023-01-05T21:30:00+00:00, 2023-02-22T21:30:00+00:00, 2023-02-28T21:30:00+00:00, 2023-03-02T21:30:00+00:00, 2023-03-08T21:30:00+00:00, 2023-08-16T21:30:00+00:00, 2023-09-01T21:30:00+00:00, 2023-09-18T21:30:00+00:00, 2023-09-21T21:30:00+00:00]","[2022-12-21T21:30:00+00:00, 2023-01-04T21:30:00+00:00, 2023-01-09T21:30:00+00:00, 2023-02-23T21:30:00+00:00, 2023-03-01T21:30:00+00:00, 2023-03-07T21:30:00+00:00, 2023-04-12T21:30:00+00:00, 2023-08-30T21:30:00+00:00, 2023-09-14T21:30:00+00:00, 2023-09-19T21:30:00+00:00]","[1.0, 3.0, 2.0, 1.0, 1.0, 3.0, 24.0, 10.0, 8.0, 1.0]","[0.2599999999999998, 0.15000000000000036, 0.23999999999999844, 0.08999999999999986, 0.19000000000000128, 0.02999999999999936, -0.41999999999999993, 0.1399999999999988, 0.2599999999999998, 0.34999999999999964]","[2.5768087215064397, 1.527494908350309, 2.3880597014925216, 0.8317929759704239, 1.764159702878378, 0.28142589118198275, -4.026845637583892, 1.2844036697247594, 2.425373134328356, 3.2347504621072054]",2023-10-03 22:24:55,0.9,RSI_EMA_ADX_CGPT_1D_STOCK_RESULTS,2023-09-19 21:30:00+00:00,15
LNG,ALGO_RSI_EMA_ADX_CGPT,11,10,1,2.0136,4.0909,1.2260,"[2022-11-08T21:30:00+00:00, 2022-11-10T21:30:00+00:00, 2022-12-07T21:30:00+00:00, 2022-12-09T21:30:00+00:00, 2022-12-15T21:30:00+00:00, 2023-08-17T21:30:00+00:00, 2023-08-25T21:30:00+00:00, 2023-09-07T21:30:00+00:00, 2023-09-12T21:30:00+00:00, 2023-09-20T21:30:00+00:00, 2023-09-27T21:30:00+00:00, 2023-10-03T21:30:00+00:00]","[2022-11-09T21:30:00+00:00, 2022-11-23T21:30:00+00:00, 2022-12-08T21:30:00+00:00, 2022-12-14T21:30:00+00:00, 2023-01-17T21:30:00+00:00, 2023-08-18T21:30:00+00:00, 2023-08-29T21:30:00+00:00, 2023-09-11T21:30:00+00:00, 2023-09-13T21:30:00+00:00, 2023-09-26T21:30:00+00:00, 2023-09-28T21:30:00+00:00]","[1.0, 9.0, 1.0, 3.0, 20.0, 1.0, 2.0, 2.0, 1.0, 4.0, 1.0]","[3.0400000000000205, 5.539999999999992, 5.019999999999982, 3.9199999999999875, -6.780000000000001, 0.8200000000000216, 1.4000000000000057, 2.930000000000007, 2.6299999999999955, 2.1200000000000045, 1.5100000000000193]","[1.7901307266517612, 3.3387573072982533, 3.06695992179862, 2.4123076923076847, -4.177964012817354, 0.5076142131979829, 0.8692412765429067, 1.8170542635658957, 1.6229558778154862, 1.3178342761235808, 0.9210125038121497]",2023-10-04 00:12:22,0.9090909090909091,RSI_EMA_ADX_CGPT_1D_STOCK_RESULTS,2023-09-28 21:30:00+00:00,6
AVSD,ALGO_RSI_EMA_ADX_CGPT,10,10,0,0.5999,5.3000,1.2051,"[2023-03-20T21:30:00+00:00, 2023-03-23T21:30:00+00:00, 2023-05-24T21:30:00+00:00, 2023-06-06T21:30:00+00:00, 2023-06-08T21:30:00+00:00, 2023-06-21T21:30:00+00:00, 2023-07-06T21:30:00+00:00, 2023-08-03T21:30:00+00:00, 2023-08-14T21:30:00+00:00, 2023-09-06T21:30:00+00:00, 2023-09-19T21:30:00+00:00]","[2023-03-22T21:30:00+00:00, 2023-03-30T21:30:00+00:00, 2023-06-05T21:30:00+00:00, 2023-06-07T21:30:00+00:00, 2023-06-09T21:30:00+00:00, 2023-07-03T21:30:00+00:00, 2023-07-12T21:30:00+00:00, 2023-08-11T21:30:00+00:00, 2023-08-30T21:30:00+00:00, 2023-09-15T21:30:00+00:00]","[2.0, 5.0, 7.0, 1.0, 1.0, 8.0, 4.0, 6.0, 12.0, 7.0]","[1.0300000000000011, 0.9299999999999997, 0.7090000000000032, 0.02499999999999858, 0.11999999999999744, 0.2749999999999986, 1.7650000000000006, 0.36999999999999744, 0.0899999999999963, 0.6850000000000023]","[2.1395928541753246, 1.882400566744256, 1.4126319984060633, 0.048923679060662584, 0.23483365949118876, 0.539215686274507, 3.527178257394086, 0.724212174593849, 0.17626321974147338, 1.3656299840510413]",2023-10-03 21:56:29,1.0,RSI_EMA_ADX_CGPT_1D_STOCK_RESULTS,2023-09-15 21:30:00+00:00,19
LCTD,ALGO_RSI_EMA_ADX_CGPT,11,10,1,0.4987,7.2727,1.1988,"[2022-12-16T21:30:00+00:00, 2023-01-03T21:30:00+00:00, 2023-02-23T21:30:00+00:00, 2023-03-08T21:30:00+00:00, 2023-05-24T21:30:00+00:00, 2023-06-08T21:30:00+00:00, 2023-06-23T21:30:00+00:00, 2023-07-06T21:30:00+00:00, 2023-08-03T21:30:00+00:00, 2023-08-14T21:30:00+00:00, 2023-09-05T21:30:00+00:00]","[2022-12-30T21:30:00+00:00, 2023-01-05T21:30:00+00:00, 2023-03-06T21:30:00+00:00, 2023-03-28T21:30:00+00:00, 2023-06-05T21:30:00+00:00, 2023-06-14T21:30:00+00:00, 2023-07-03T21:30:00+00:00, 2023-07-13T21:30:00+00:00, 2023-08-11T21:30:00+00:00, 2023-08-30T21:30:00+00:00, 2023-09-15T21:30:00+00:00]","[9.0, 2.0, 7.0, 14.0, 7.0, 4.0, 6.0, 5.0, 6.0, 12.0, 8.0]","[0.07150000000000034, 0.043199999999998795, 0.3383000000000038, -0.3318999999999974, 0.45870000000000033, 0.8009999999999948, 1.0375999999999976, 2.030000000000001, 0.25200000000000244, 0.3299999999999983, 0.4549999999999983]","[0.18513723459347578, 0.11120607102772632, 0.8230823130973097, -0.8112534219788753, 1.0955337950800104, 1.9090064110202691, 2.4990366088631926, 4.890387858347389, 0.6006006006006064, 0.7890961262553762, 1.0948026948989371]",2023-10-04 00:09:06,0.9090909090909091,RSI_EMA_ADX_CGPT_1D_STOCK_RESULTS,2023-09-15 21:30:00+00:00,19
BXSL,ALGO_RSI_EMA_ADX_CGPT,8,8,0,0.2938,3.6250,1.1510,"[2023-04-05T21:30:00+00:00, 2023-04-11T21:30:00+00:00, 2023-05-03T21:30:00+00:00, 2023-05-16T21:30:00+00:00, 2023-05-23T21:30:00+00:00, 2023-08-11T21:30:00+00:00, 2023-09-06T21:30:00+00:00, 2023-09-22T21:30:00+00:00, 2023-09-29T21:30:00+00:00]","[2023-04-10T21:30:00+00:00, 2023-04-13T21:30:00+00:00, 2023-05-08T21:30:00+00:00, 2023-05-22T21:30:00+00:00, 2023-05-25T21:30:00+00:00, 2023-08-29T21:30:00+00:00, 2023-09-11T21:30:00+00:00, 2023-09-25T21:30:00+00:00]","[2.0, 2.0, 3.0, 4.0, 2.0, 12.0, 3.0, 1.0]","[0.5199999999999996, 0.41000000000000014, 0.34999999999999787, 0.17999999999999972, 0.17999999999999972, 0.3500000000000014, 0.19000000000000128, 0.1700000000000017]","[2.1639617145235106, 1.653892698668819, 1.376868607395743, 0.7114624505928843, 0.7103393843725324, 1.2858192505510706, 0.6931776723823468, 0.6128334534967618]",2023-10-03 22:13:33,1.0,RSI_EMA_ADX_CGPT_1D_STOCK_RESULTS,2023-09-25 21:30:00+00:00,9
DIHP,ALGO_RSI_EMA_ADX_CGPT,11,11,0,0.2682,5.0909,1.1179,"[2023-03-14T21:30:00+00:00, 2023-05-05T21:30:00+00:00, 2023-05-17T21:30:00+00:00, 2023-05-24T21:30:00+00:00, 2023-06-06T21:30:00+00:00, 2023-06-08T21:30:00+00:00, 2023-06-23T21:30:00+00:00, 2023-07-06T21:30:00+00:00, 2023-08-03T21:30:00+00:00, 2023-08-14T21:30:00+00:00, 2023-09-06T21:30:00+00:00, 2023-09-19T21:30:00+00:00]","[2023-03-28T21:30:00+00:00, 2023-05-08T21:30:00+00:00, 2023-05-18T21:30:00+00:00, 2023-06-05T21:30:00+00:00, 2023-06-07T21:30:00+00:00, 2023-06-09T21:30:00+00:00, 2023-07-03T21:30:00+00:00, 2023-07-12T21:30:00+00:00, 2023-08-11T21:30:00+00:00, 2023-08-30T21:30:00+00:00, 2023-09-15T21:30:00+00:00]","[10.0, 1.0, 1.0, 7.0, 1.0, 1.0, 6.0, 4.0, 6.0, 12.0, 7.0]","[0.1700000000000017, 0.3299999999999983, 0.05999999999999872, 0.3000000000000007, 0.120000000000001, 0.09999999999999787, 0.6400000000000006, 0.6600000000000001, 0.16000000000000014, 0.21999999999999886, 0.19000000000000128]","[0.7314974182444135, 1.3519049569848351, 0.24671052631578422, 1.2552301255230156, 0.4981320049813242, 0.41271151465125, 2.681189777963974, 2.7626622017580584, 0.6600660066006607, 0.9098428453267116, 0.7867494824016616]",2023-10-03 22:45:32,1.0,RSI_EMA_ADX_CGPT_1D_STOCK_RESULTS,2023-09-15 21:30:00+00:00,19
FMQQ,ALGO_RSI_EMA_ADX_CGPT,7,6,1,0.1179,4.7143,1.1093,"[2023-05-25T21:30:00+00:00, 2023-05-31T21:30:00+00:00, 2023-06-26T21:30:00+00:00, 2023-07-07T21:30:00+00:00, 2023-08-15T21:30:00+00:00, 2023-09-06T21:30:00+00:00, 2023-09-13T21:30:00+00:00, 2023-09-18T21:30:00+00:00]","[2023-05-30T21:30:00+00:00, 2023-06-02T21:30:00+00:00, 2023-07-05T21:30:00+00:00, 2023-07-12T21:30:00+00:00, 2023-09-05T21:30:00+00:00, 2023-09-12T21:30:00+00:00, 2023-09-15T21:30:00+00:00]","[2.0, 2.0, 6.0, 3.0, 14.0, 4.0, 2.0]","[0.03999999999999915, 0.3200000000000003, 0.15000000000000036, 0.3199999999999985, -0.10999999999999943, 0.040000000000000924, 0.06500000000000128]","[0.3755868544600859, 3.044719314938157, 1.3940520446096687, 2.9850746268656576, -0.9990917347865524, 0.367985280588785, 0.5966039467645827]",2023-10-03 23:19:00,0.8571428571428571,RSI_EMA_ADX_CGPT_1D_STOCK_RESULTS,2023-09-15 21:30:00+00:00,19
YLDE,ALGO_RSI_EMA_ADX_CGPT,12,11,1,0.4426,5.8333,1.1060,"[2022-12-16T21:30:00+00:00, 2023-01-19T21:30:00+00:00, 2023-02-10T21:30:00+00:00, 2023-02-21T21:30:00+00:00, 2023-03-08T21:30:00+00:00, 2023-04-27T21:30:00+00:00, 2023-05-05T21:30:00+00:00, 2023-05-17T21:30:00+00:00, 2023-05-24T21:30:00+00:00, 2023-08-11T21:30:00+00:00, 2023-08-16T21:30:00+00:00, 2023-09-06T21:30:00+00:00, 2023-09-18T21:30:00+00:00]","[2023-01-09T21:30:00+00:00, 2023-01-23T21:30:00+00:00, 2023-02-13T21:30:00+00:00, 2023-03-06T21:30:00+00:00, 2023-03-30T21:30:00+00:00, 2023-04-28T21:30:00+00:00, 2023-05-08T21:30:00+00:00, 2023-05-18T21:30:00+00:00, 2023-06-02T21:30:00+00:00, 2023-08-15T21:30:00+00:00, 2023-08-30T21:30:00+00:00, 2023-09-15T21:30:00+00:00]","[14.0, 2.0, 1.0, 9.0, 16.0, 1.0, 1.0, 1.0, 6.0, 2.0, 10.0, 7.0]","[1.1379999999999981, 0.6284999999999954, 0.4309999999999974, 0.29050000000000153, -0.0899999999999963, 0.6999999999999957, 0.1910000000000025, 0.20009999999999906, 0.9810000000000016, 0.010000000000005116, 0.4210000000000065, 0.4100000000000037]","[2.9164531009738544, 1.5959270215710304, 1.0772576170361603, 0.7317214471208501, -0.22970903522204264, 1.7412935323382976, 0.4732408325074393, 0.4983823122847107, 2.467924528301891, 0.023579344494235127, 0.998576850094892, 0.9775870290891839]",2023-10-04 01:13:45,0.9166666666666666,RSI_EMA_ADX_CGPT_1D_STOCK_RESULTS,2023-09-15 21:30:00+00:00,19
CFCV,ALGO_RSI_EMA_ADX_CGPT,18,16,2,0.3481,5.7778,1.0751,"[2021-10-04T21:30:00+00:00, 2021-11-22T21:30:00+00:00, 2021-11-29T21:30:00+00:00, 2021-12-14T21:30:00+00:00, 2021-12-21T21:30:00+00:00, 2021-12-28T21:30:00+00:00, 2022-01-06T21:30:00+00:00, 2022-01-14T21:30:00+00:00, 2022-01-20T21:30:00+00:00, 2022-12-16T21:30:00+00:00, 2023-01-19T21:30:00+00:00, 2023-02-22T21:30:00+00:00, 2023-03-08T21:30:00+00:00, 2023-04-26T21:30:00+00:00, 2023-05-04T21:30:00+00:00, 2023-05-10T21:30:00+00:00, 2023-05-24T21:30:00+00:00, 2023-09-06T21:30:00+00:00, 2023-09-20T21:30:00+00:00]","[2021-10-15T21:30:00+00:00, 2021-11-24T21:30:00+00:00, 2021-12-08T21:30:00+00:00, 2021-12-16T21:30:00+00:00, 2021-12-22T21:30:00+00:00, 2022-01-05T21:30:00+00:00, 2022-01-12T21:30:00+00:00, 2022-01-19T21:30:00+00:00, 2022-02-03T21:30:00+00:00, 2023-01-09T21:30:00+00:00, 2023-01-24T21:30:00+00:00, 2023-03-06T21:30:00+00:00, 2023-03-30T21:30:00+00:00, 2023-04-28T21:30:00+00:00, 2023-05-08T21:30:00+00:00, 2023-05-19T21:30:00+00:00, 2023-06-02T21:30:00+00:00, 2023-09-11T21:30:00+00:00]","[9.0, 2.0, 7.0, 2.0, 1.0, 6.0, 4.0, 2.0, 10.0, 14.0, 3.0, 8.0, 16.0, 2.0, 2.0, 7.0, 6.0, 3.0]","[1.007000000000005, 0.3470000000000013, 0.41799999999999926, 0.5489999999999995, 0.2289999999999992, 0.21600000000000108, 0.3269999999999982, -0.9089999999999989, 0.2989999999999995, 0.038000000000000256, 0.7600000000000016, 0.3249999999999993, -0.37700000000000244, 0.9969999999999999, 0.375, 0.1700000000000017, 1.139999999999997, 0.3549999999999969]","[2.891185759402828, 0.954345434543458, 1.1594685306926278, 1.5200598056316956, 0.6296571255739757, 0.6079882905958878, 0.9128468538886667, -2.549861146175205, 0.8706033077102245, 0.12352902932189147, 2.514890800794181, 1.0481166150670773, -1.2207758564859867, 3.2789581003749255, 1.2262916939175932, 0.5525580185919577, 3.7605145967342803, 1.071019127496521]",2023-10-03 22:20:34,0.8888888888888888,RSI_EMA_ADX_CGPT_1D_STOCK_RESULTS,2023-09-11 21:30:00+00:00,23
VR,ALGO_RSI_EMA_ADX_CGPT,7,6,1,0.2229,5.2857,1.0671,"[2023-03-01T21:30:00+00:00, 2023-03-10T21:30:00+00:00, 2023-04-25T21:30:00+00:00, 2023-05-02T21:30:00+00:00, 2023-07-11T21:30:00+00:00, 2023-07-27T21:30:00+00:00, 2023-08-03T21:30:00+00:00, 2023-09-06T21:30:00+00:00]","[2023-03-03T21:30:00+00:00, 2023-03-15T21:30:00+00:00, 2023-04-28T21:30:00+00:00, 2023-05-08T21:30:00+00:00, 2023-07-12T21:30:00+00:00, 2023-07-31T21:30:00+00:00, 2023-09-05T21:30:00+00:00]","[2.0, 3.0, 3.0, 4.0, 1.0, 2.0, 22.0]","[0.41100000000000136, 0.46000000000000085, 0.4939999999999998, 0.3100000000000023, 0.8550000000000004, 0.08999999999999986, -1.0600000000000023]","[1.9846443575257202, 2.254901960784318, 2.2691777675700497, 1.3995485327313875, 3.594853683148337, 0.36115569823434934, -4.394693200663359]",2023-10-04 01:10:24,0.8571428571428571,RSI_EMA_ADX_CGPT_1D_STOCK_RESULTS,2023-09-05 21:30:00+00:00,29
JIRE,ALGO_RSI_EMA_ADX_CGPT,8,7,1,0.5862,5.0000,1.0477,"[2023-05-24T21:30:00+00:00, 2023-06-06T21:30:00+00:00, 2023-06-08T21:30:00+00:00, 2023-06-26T21:30:00+00:00, 2023-07-06T21:30:00+00:00, 2023-08-03T21:30:00+00:00, 2023-08-14T21:30:00+00:00, 2023-09-06T21:30:00+00:00, 2023-09-19T21:30:00+00:00]","[2023-06-05T21:30:00+00:00, 2023-06-07T21:30:00+00:00, 2023-06-09T21:30:00+00:00, 2023-06-28T21:30:00+00:00, 2023-07-12T21:30:00+00:00, 2023-08-11T21:30:00+00:00, 2023-08-30T21:30:00+00:00, 2023-09-15T21:30:00+00:00]","[7.0, 1.0, 1.0, 2.0, 4.0, 6.0, 12.0, 7.0]","[0.6199999999999974, 0.0, 0.30999999999999517, 0.5399999999999991, 1.5799999999999983, 0.5300000000000011, 0.4000000000000057, 0.7100000000000009]","[1.1165135962542725, 0.0, 0.5525846702317204, 0.9622238061297205, 2.8356066044508226, 0.939216728690415, 0.7087172218285006, 1.2669521770164183]",2023-10-04 00:02:26,0.875,RSI_EMA_ADX_CGPT_1D_STOCK_RESULTS,2023-09-15 21:30:00+00:00,19
DFUS,ALGO_RSI_EMA_ADX_CGPT,9,8,1,0.4522,3.5556,1.0015,"[2023-02-22T21:30:00+00:00, 2023-03-08T21:30:00+00:00, 2023-03-23T21:30:00+00:00, 2023-04-26T21:30:00+00:00, 2023-05-04T21:30:00+00:00, 2023-05-25T21:30:00+00:00, 2023-08-28T21:30:00+00:00, 2023-09-08T21:30:00+00:00, 2023-09-13T21:30:00+00:00, 2023-09-18T21:30:00+00:00]","[2023-03-06T21:30:00+00:00, 2023-03-22T21:30:00+00:00, 2023-03-30T21:30:00+00:00, 2023-04-28T21:30:00+00:00, 2023-05-08T21:30:00+00:00, 2023-05-26T21:30:00+00:00, 2023-08-30T21:30:00+00:00, 2023-09-11T21:30:00+00:00, 2023-09-14T21:30:00+00:00]","[8.0, 10.0, 5.0, 2.0, 2.0, 1.0, 2.0, 1.0, 1.0]","[0.5899999999999963, -0.1699999999999946, 0.9299999999999997, 0.490000000000002, 0.6600000000000037, 0.0799999999999983, 0.8699999999999974, 0.3400000000000034, 0.28000000000000114]","[1.3532110091743033, -0.39071477821189293, 2.168337607833993, 1.1123723041997775, 1.5006821282401177, 0.17793594306049443, 1.8124999999999947, 0.7023342284652002, 0.5767250257466553]",2023-10-03 22:44:18,0.8888888888888888,RSI_EMA_ADX_CGPT_1D_STOCK_RESULTS,2023-09-14 21:30:00+00:00,20
IYY,ALGO_RSI_EMA_ADX_CGPT,8,8,0,0.9875,3.7500,0.9972,"[2023-02-22T21:30:00+00:00, 2023-03-08T21:30:00+00:00, 2023-03-23T21:30:00+00:00, 2023-04-26T21:30:00+00:00, 2023-05-04T21:30:00+00:00, 2023-05-17T21:30:00+00:00, 2023-05-25T21:30:00+00:00, 2023-09-08T21:30:00+00:00, 2023-09-18T21:30:00+00:00]","[2023-03-06T21:30:00+00:00, 2023-03-22T21:30:00+00:00, 2023-03-30T21:30:00+00:00, 2023-04-28T21:30:00+00:00, 2023-05-08T21:30:00+00:00, 2023-05-18T21:30:00+00:00, 2023-05-26T21:30:00+00:00, 2023-09-11T21:30:00+00:00]","[8.0, 10.0, 5.0, 2.0, 2.0, 1.0, 1.0, 1.0]","[1.509999999999991, 0.25, 2.1500000000000057, 0.9500000000000028, 1.5700000000000074, 0.6200000000000045, 0.1799999999999926, 0.6700000000000017]","[1.5406591164166827, 0.2556237218813906, 2.2275176129299687, 0.9576612903225834, 1.5847380639951625, 0.6175913935651006, 0.17820017820017087, 0.6158088235294134]",2023-10-04 00:01:09,1.0,RSI_EMA_ADX_CGPT_1D_STOCK_RESULTS,2023-09-11 21:30:00+00:00,23
IWIN,ALGO_RSI_EMA_ADX_CGPT,9,8,1,0.2179,6.0000,0.9529,"[2023-02-22T21:30:00+00:00, 2023-03-23T21:30:00+00:00, 2023-04-26T21:30:00+00:00, 2023-05-03T21:30:00+00:00, 2023-05-17T21:30:00+00:00, 2023-05-24T21:30:00+00:00, 2023-07-07T21:30:00+00:00, 2023-08-16T21:30:00+00:00, 2023-09-06T21:30:00+00:00, 2023-09-21T21:30:00+00:00]","[2023-03-22T21:30:00+00:00, 2023-03-30T21:30:00+00:00, 2023-04-28T21:30:00+00:00, 2023-05-05T21:30:00+00:00, 2023-05-18T21:30:00+00:00, 2023-06-02T21:30:00+00:00, 2023-07-10T21:30:00+00:00, 2023-08-30T21:30:00+00:00, 2023-09-15T21:30:00+00:00]","[20.0, 5.0, 2.0, 2.0, 1.0, 6.0, 1.0, 10.0, 7.0]","[-0.21899999999999764, 0.3000000000000007, 0.21999999999999886, 0.18999999999999773, 0.19000000000000128, 0.25, 0.41000000000000014, 0.4540000000000006, 0.16600000000000037]","[-0.9995892099137235, 1.3972985561248288, 1.003191974464199, 0.8616780045351371, 0.8644222020018256, 1.1312217194570136, 1.7710583153347739, 1.8648593140275238, 0.6819488949141417]",2023-10-04 00:00:31,0.8888888888888888,RSI_EMA_ADX_CGPT_1D_STOCK_RESULTS,2023-09-15 21:30:00+00:00,19
IVV,ALGO_RSI_EMA_ADX_CGPT,7,6,1,3.8200,4.1429,0.9528,"[2023-02-22T21:30:00+00:00, 2023-03-08T21:30:00+00:00, 2023-03-23T21:30:00+00:00, 2023-04-26T21:30:00+00:00, 2023-05-04T21:30:00+00:00, 2023-05-25T21:30:00+00:00, 2023-09-11T21:30:00+00:00, 2023-09-18T21:30:00+00:00]","[2023-03-06T21:30:00+00:00, 2023-03-22T21:30:00+00:00, 2023-03-30T21:30:00+00:00, 2023-04-28T21:30:00+00:00, 2023-05-08T21:30:00+00:00, 2023-05-26T21:30:00+00:00, 2023-09-12T21:30:00+00:00]","[8.0, 10.0, 5.0, 2.0, 2.0, 1.0, 1.0]","[5.680000000000007, 1.829999999999984, 8.949999999999989, 4.7999999999999545, 6.1299999999999955, 0.6200000000000045, -1.2699999999999818]","[1.4151178434401332, 0.45715713215088283, 2.2550328806470277, 1.1751168996499017, 1.5000611770463712, 0.14883810255425498, -0.281790144001416]",2023-10-04 00:00:04,0.8571428571428571,RSI_EMA_ADX_CGPT_1D_STOCK_RESULTS,2023-09-12 21:30:00+00:00,22
IWB,ALGO_RSI_EMA_ADX_CGPT,8,8,0,2.1225,3.7500,0.9504,"[2023-02-22T21:30:00+00:00, 2023-03-08T21:30:00+00:00, 2023-03-23T21:30:00+00:00, 2023-04-26T21:30:00+00:00, 2023-05-04T21:30:00+00:00, 2023-05-17T21:30:00+00:00, 2023-05-25T21:30:00+00:00, 2023-09-08T21:30:00+00:00, 2023-09-18T21:30:00+00:00]","[2023-03-06T21:30:00+00:00, 2023-03-22T21:30:00+00:00, 2023-03-30T21:30:00+00:00, 2023-04-28T21:30:00+00:00, 2023-05-08T21:30:00+00:00, 2023-05-18T21:30:00+00:00, 2023-05-26T21:30:00+00:00, 2023-09-11T21:30:00+00:00]","[8.0, 10.0, 5.0, 2.0, 2.0, 1.0, 1.0, 1.0]","[3.009999999999991, 0.040000000000020464, 4.900000000000006, 2.1100000000000136, 3.3600000000000136, 1.5500000000000114, 0.25, 1.7600000000000193]","[1.3631629002309635, 0.018167779443166856, 2.256089138542293, 0.944705618983664, 1.5064562410330047, 0.6858103623733514, 0.10988045007032349, 0.7186900240924576]",2023-10-04 00:00:10,1.0,RSI_EMA_ADX_CGPT_1D_STOCK_RESULTS,2023-09-11 21:30:00+00:00,23
FPAG,ALGO_RSI_EMA_ADX_CGPT,9,8,1,0.2160,4.5556,0.9335,"[2023-03-08T21:30:00+00:00, 2023-03-23T21:30:00+00:00, 2023-04-26T21:30:00+00:00, 2023-05-05T21:30:00+00:00, 2023-05-25T21:30:00+00:00, 2023-06-01T21:30:00+00:00, 2023-08-15T21:30:00+00:00, 2023-09-06T21:30:00+00:00, 2023-09-18T21:30:00+00:00, 2023-09-21T21:30:00+00:00]","[2023-03-22T21:30:00+00:00, 2023-03-30T21:30:00+00:00, 2023-04-28T21:30:00+00:00, 2023-05-08T21:30:00+00:00, 2023-05-30T21:30:00+00:00, 2023-06-02T21:30:00+00:00, 2023-08-30T21:30:00+00:00, 2023-09-15T21:30:00+00:00, 2023-09-20T21:30:00+00:00]","[10.0, 5.0, 2.0, 1.0, 2.0, 1.0, 11.0, 7.0, 2.0]","[-0.22500000000000142, 0.25, 0.5200000000000031, 0.21499999999999986, 0.3819999999999979, 0.36299999999999955, 0.08899999999999864, 0.1700000000000017, 0.17999999999999972]","[-1.0067114093959795, 1.1286681715575622, 2.3121387283237134, 0.9384548232213001, 1.6741169252344548, 1.5646551724137912, 0.36001779863273586, 0.6972928630024681, 0.7328990228013018]",2023-10-03 23:20:49,0.8888888888888888,RSI_EMA_ADX_CGPT_1D_STOCK_RESULTS,2023-09-20 21:30:00+00:00,14
VONV,ALGO_RSI_EMA_ADX_CGPT,9,8,1,0.6256,6.6667,0.9308,"[2022-12-12T21:30:00+00:00, 2022-12-16T21:30:00+00:00, 2023-01-06T21:30:00+00:00, 2023-01-20T21:30:00+00:00, 2023-02-22T21:30:00+00:00, 2023-03-07T21:30:00+00:00, 2023-06-26T21:30:00+00:00, 2023-08-16T21:30:00+00:00, 2023-09-06T21:30:00+00:00, 2023-09-18T21:30:00+00:00]","[2022-12-13T21:30:00+00:00, 2023-01-05T21:30:00+00:00, 2023-01-09T21:30:00+00:00, 2023-01-23T21:30:00+00:00, 2023-03-06T21:30:00+00:00, 2023-04-03T21:30:00+00:00, 2023-06-27T21:30:00+00:00, 2023-08-30T21:30:00+00:00, 2023-09-15T21:30:00+00:00]","[1.0, 12.0, 1.0, 1.0, 8.0, 19.0, 1.0, 10.0, 7.0]","[2.2700000000000102, 1.0400000000000063, 1.1800000000000068, 0.730000000000004, 0.5700000000000074, -1.529999999999987, 0.519999999999996, 0.4099999999999966, 0.4399999999999977]","[3.363461253519055, 1.577909270216972, 1.7533432392273502, 1.0784458561087369, 0.8355321020228781, -2.231296485343426, 0.773924691174276, 0.590778097982704, 0.6353790613718379]",2023-10-04 01:10:30,0.8888888888888888,RSI_EMA_ADX_CGPT_1D_STOCK_RESULTS,2023-09-15 21:30:00+00:00,19
