symbol,strategy_name,trades,profitable_trades,loss_trades,average_profit,average_trade_days,average_percent_profit,trades_buy_dates,trades_sell_dates,trades_days,trades_profit,trades_percent,last_update,percent_wins,table_name,last_sale_date,last_sell_date_diff
RTX,ALGO_ADX_28,10,9,1,-1.7030,27.7000,-1.5287,"[2022-07-22T21:30:00+00:00, 2022-11-14T21:30:00+00:00, 2022-11-17T21:30:00+00:00, 2022-11-22T21:30:00+00:00, 2022-12-05T21:30:00+00:00, 2022-12-15T21:30:00+00:00, 2023-01-06T21:30:00+00:00, 2023-01-10T21:30:00+00:00, 2023-02-15T21:30:00+00:00, 2023-04-19T21:30:00+00:00]","[2022-11-11T21:30:00+00:00, 2022-11-16T21:30:00+00:00, 2022-11-21T21:30:00+00:00, 2022-12-02T21:30:00+00:00, 2022-12-14T21:30:00+00:00, 2023-01-05T21:30:00+00:00, 2023-01-09T21:30:00+00:00, 2023-02-14T21:30:00+00:00, 2023-04-18T21:30:00+00:00, 2023-09-12T21:30:00+00:00]","[79.0, 2.0, 2.0, 7.0, 7.0, 13.0, 1.0, 24.0, 42.0, 100.0]","[1.9899999999999949, 1.9199999999999875, 2.25, 1.6200000000000045, 0.5500000000000114, 0.519999999999996, 0.8299999999999983, 0.8400000000000034, 2.3799999999999955, -29.929999999999993]","[2.0914345769837044, 2.0501868659903764, 2.4190947209977423, 1.6690706779311812, 0.5514337276920106, 0.5213032581453594, 0.8145240431795862, 0.8449004224502146, 2.356435643564352, -28.605562458185986]",2023-10-03 21:03:22,0.9,ADX_28_1D_STOCK_RESULTS,2023-09-12 21:30:00+00:00,22
DHCNL,ALGO_ADX_28,9,8,1,-0.3839,23.7778,-1.6246,"[2022-08-11T21:30:00+00:00, 2022-11-29T21:30:00+00:00, 2022-12-05T21:30:00+00:00, 2023-01-30T21:30:00+00:00, 2023-03-06T21:30:00+00:00, 2023-08-18T21:30:00+00:00, 2023-08-22T21:30:00+00:00, 2023-08-25T21:30:00+00:00, 2023-09-28T21:30:00+00:00, 2023-10-02T21:30:00+00:00]","[2022-09-22T21:30:00+00:00, 2022-12-02T21:30:00+00:00, 2023-01-27T21:30:00+00:00, 2023-03-03T21:30:00+00:00, 2023-08-17T21:30:00+00:00, 2023-08-21T21:30:00+00:00, 2023-08-24T21:30:00+00:00, 2023-09-01T21:30:00+00:00, 2023-09-29T21:30:00+00:00]","[29.0, 3.0, 36.0, 23.0, 114.0, 1.0, 2.0, 5.0, 1.0]","[-6.18, 0.4499999999999993, 0.4499999999999993, 0.3000000000000007, 0.3699999999999992, 0.02999999999999936, 0.10500000000000043, 0.7600000000000016, 0.26000000000000156]","[-33.605220228384994, 3.608660785886121, 3.396226415094334, 2.1023125437981833, 2.525597269624568, 0.1958224543080898, 0.6711409395973182, 4.764890282131671, 1.71957671957673]",2023-10-03 18:08:04,0.8888888888888888,ADX_28_1D_STOCK_RESULTS,2023-09-29 21:30:00+00:00,5
AGTI,ALGO_ADX_28,11,10,1,-0.8209,34.3636,-3.3864,"[2022-02-18T21:30:00+00:00, 2022-03-04T21:30:00+00:00, 2022-03-10T21:30:00+00:00, 2022-03-21T21:30:00+00:00, 2022-03-23T21:30:00+00:00, 2022-03-30T21:30:00+00:00, 2022-04-01T21:30:00+00:00, 2022-04-06T21:30:00+00:00, 2022-04-14T21:30:00+00:00, 2022-04-19T21:30:00+00:00, 2022-04-21T21:30:00+00:00]","[2022-03-03T21:30:00+00:00, 2022-03-09T21:30:00+00:00, 2022-03-18T21:30:00+00:00, 2022-03-22T21:30:00+00:00, 2022-03-29T21:30:00+00:00, 2022-03-31T21:30:00+00:00, 2022-04-05T21:30:00+00:00, 2022-04-13T21:30:00+00:00, 2022-04-18T21:30:00+00:00, 2022-04-20T21:30:00+00:00, 2023-09-07T21:30:00+00:00]","[8.0, 3.0, 6.0, 1.0, 4.0, 1.0, 2.0, 5.0, 1.0, 1.0, 346.0]","[0.6899999999999977, 0.8200000000000003, 0.5899999999999999, 0.7300000000000004, 0.39000000000000057, 0.08999999999999986, 0.6300000000000026, 0.6600000000000001, 0.14000000000000057, 0.019999999999999574, -13.79]","[3.803748621830197, 4.522890237175954, 3.277777777777777, 3.8100208768267243, 1.9441674975074805, 0.43269230769230704, 2.991452991453004, 3.0136986301369872, 0.6172839506172865, 0.09090909090908897, -61.75548589341693]",2023-10-03 17:04:43,0.9090909090909091,ADX_28_1D_STOCK_RESULTS,2023-09-07 21:30:00+00:00,27
MTRY,ALGO_CMO10_SMA200_RSI30,6,6,0,0.1600,6.3333,1.4740,"[2022-11-01T21:30:00+00:00, 2022-12-19T21:30:00+00:00, 2023-04-19T21:30:00+00:00, 2023-06-06T21:30:00+00:00, 2023-07-28T21:30:00+00:00, 2023-08-15T21:30:00+00:00]","[2022-11-02T21:30:00+00:00, 2022-12-20T21:30:00+00:00, 2023-04-21T21:30:00+00:00, 2023-06-20T21:30:00+00:00, 2023-08-01T21:30:00+00:00, 2023-09-18T21:30:00+00:00]","[1.0, 1.0, 2.0, 9.0, 2.0, 23.0]","[0.15000000000000036, 0.009999999999999787, 0.25, 0.009999999999999787, 0.4900000000000002, 0.05000000000000071]","[1.4705882352941213, 0.09708737864077463, 2.3474178403755865, 0.0917431192660531, 4.390681003584231, 0.44642857142857784]",2023-10-04 09:17:55,1.0,CMO10_SMA200_RSI30_1D_STOCK_RESULTS,2023-09-18 21:30:00+00:00,16
NUVL,ALGO_EMA_RSI_ADX_BB_CGPT,9,8,1,1.0978,1.0000,3.1472,"[2023-03-13T21:30:00+00:00, 2023-04-06T21:30:00+00:00, 2023-07-10T21:30:00+00:00, 2023-08-14T21:30:00+00:00, 2023-08-16T21:30:00+00:00, 2023-08-18T21:30:00+00:00, 2023-08-22T21:30:00+00:00, 2023-09-21T21:30:00+00:00, 2023-09-27T21:30:00+00:00]","[2023-03-14T21:30:00+00:00, 2023-04-10T21:30:00+00:00, 2023-07-11T21:30:00+00:00, 2023-08-15T21:30:00+00:00, 2023-08-17T21:30:00+00:00, 2023-08-21T21:30:00+00:00, 2023-08-23T21:30:00+00:00, 2023-09-22T21:30:00+00:00, 2023-09-28T21:30:00+00:00]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[2.960000000000001, 0.010000000000001563, 2.740000000000002, -0.10999999999999943, 0.07000000000000028, 0.8100000000000023, 0.9199999999999946, 0.7899999999999991, 1.6899999999999977]","[11.428571428571432, 0.04248088360238557, 7.02564102564103, -0.25635050104870527, 0.16698473282442816, 1.9960571710202126, 2.2041207474844144, 1.8636470865770207, 3.8540478905359126]",2023-10-04 07:49:13,0.8888888888888888,EMA_RSI_ADX_BB_1D_STOCK_RESULTS,2023-09-28 21:30:00+00:00,6
FPH,ALGO_EMA_RSI_ADX_BB_CGPT,7,6,1,0.1300,1.2857,1.8454,"[2021-07-20T21:30:00+00:00, 2021-08-20T21:30:00+00:00, 2021-10-06T21:30:00+00:00, 2021-10-11T21:30:00+00:00, 2021-11-11T21:30:00+00:00, 2023-09-26T21:30:00+00:00, 2023-09-28T21:30:00+00:00]","[2021-07-21T21:30:00+00:00, 2021-08-23T21:30:00+00:00, 2021-10-08T21:30:00+00:00, 2021-10-12T21:30:00+00:00, 2021-11-15T21:30:00+00:00, 2023-09-27T21:30:00+00:00, 2023-09-29T21:30:00+00:00]","[1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0]","[0.33000000000000007, 0.3199999999999994, 0.1800000000000006, 0.019999999999999574, 0.009999999999999787, -0.029999999999999805, 0.08000000000000007]","[4.209183673469389, 4.155844155844148, 2.384105960264909, 0.266666666666661, 0.14641288433381827, -1.0416666666666599, 2.7972027972028]",2023-10-04 07:05:27,0.8571428571428571,EMA_RSI_ADX_BB_1D_STOCK_RESULTS,2023-09-29 21:30:00+00:00,5
EDUT,ALGO_EMA_RSI_ADX_BB_CGPT,6,6,0,0.2124,1.5000,1.1017,"[2023-05-03T21:30:00+00:00, 2023-06-26T21:30:00+00:00, 2023-08-16T21:30:00+00:00, 2023-08-18T21:30:00+00:00, 2023-09-22T21:30:00+00:00, 2023-09-27T21:30:00+00:00]","[2023-05-08T21:30:00+00:00, 2023-06-27T21:30:00+00:00, 2023-08-17T21:30:00+00:00, 2023-08-21T21:30:00+00:00, 2023-09-26T21:30:00+00:00, 2023-09-28T21:30:00+00:00]","[3.0, 1.0, 1.0, 1.0, 2.0, 1.0]","[0.39000000000000057, 0.6199999999999974, 0.019999999999999574, 0.13970000000000127, 0.079699999999999, 0.02499999999999858]","[2.0440251572327073, 3.2700421940928135, 0.09828009828009618, 0.6858023691354632, 0.3916461916461867, 0.12039489525643428]",2023-10-04 06:51:33,1.0,EMA_RSI_ADX_BB_1D_STOCK_RESULTS,2023-09-28 21:30:00+00:00,6
AVIV,ALGO_EMA_RSI_ADX_BB_CGPT,7,6,1,0.3879,1.5714,0.8201,"[2023-05-25T21:30:00+00:00, 2023-06-01T21:30:00+00:00, 2023-06-26T21:30:00+00:00, 2023-08-16T21:30:00+00:00, 2023-08-22T21:30:00+00:00, 2023-08-25T21:30:00+00:00, 2023-09-27T21:30:00+00:00, 2023-10-03T21:30:00+00:00]","[2023-05-30T21:30:00+00:00, 2023-06-02T21:30:00+00:00, 2023-06-27T21:30:00+00:00, 2023-08-21T21:30:00+00:00, 2023-08-23T21:30:00+00:00, 2023-08-28T21:30:00+00:00, 2023-09-29T21:30:00+00:00]","[2.0, 1.0, 1.0, 3.0, 1.0, 1.0, 2.0]","[0.35999999999999943, 1.3149999999999977, 0.2700000000000031, -0.38000000000000256, 0.020000000000003126, 0.3200000000000003, 0.8099999999999952]","[0.7610993657505274, 2.7978723404255272, 0.5691399662731937, -0.7883817427385944, 0.04160599126274834, 0.670437879740206, 1.6892596454640147]",2023-10-04 06:20:33,0.8571428571428571,EMA_RSI_ADX_BB_1D_STOCK_RESULTS,2023-09-29 21:30:00+00:00,5
DHCNL,ALGO_EMA_RSI_ADX_BB_CGPT,14,12,2,0.0400,1.7143,0.2614,"[2018-01-03T21:30:00+00:00, 2018-01-09T21:30:00+00:00, 2018-10-02T21:30:00+00:00, 2019-03-11T21:30:00+00:00, 2019-04-03T21:30:00+00:00, 2019-09-16T21:30:00+00:00, 2019-10-03T21:30:00+00:00, 2019-10-31T21:30:00+00:00, 2019-12-03T21:30:00+00:00, 2021-07-01T21:30:00+00:00, 2021-07-20T21:30:00+00:00, 2021-08-25T21:30:00+00:00, 2023-08-14T21:30:00+00:00, 2023-09-28T21:30:00+00:00]","[2018-01-08T21:30:00+00:00, 2018-01-10T21:30:00+00:00, 2018-10-08T21:30:00+00:00, 2019-03-12T21:30:00+00:00, 2019-04-09T21:30:00+00:00, 2019-09-17T21:30:00+00:00, 2019-10-07T21:30:00+00:00, 2019-11-01T21:30:00+00:00, 2019-12-05T21:30:00+00:00, 2021-07-02T21:30:00+00:00, 2021-07-21T21:30:00+00:00, 2021-08-26T21:30:00+00:00, 2023-08-15T21:30:00+00:00, 2023-09-29T21:30:00+00:00]","[3.0, 1.0, 4.0, 1.0, 4.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.3200000000000003, 0.07000000000000028, -0.5599000000000025, 0.10999999999999943, -1.2099999999999973, 0.10999999999999943, 0.129999999999999, 0.10000000000000142, 0.5500000000000007, 0.0400000000000027, 0.120000000000001, 0.22000000000000242, 0.29999999999999893, 0.26000000000000156]","[1.218119527978684, 0.2660585328772341, -2.1854020296643344, 0.43999999999999767, -4.991749174917481, 0.4332414336352872, 0.5158730158730119, 0.39292730844794277, 2.196485623003198, 0.16064257028113535, 0.48231511254019693, 0.8906882591093216, 2.120141342756176, 1.71957671957673]",2023-10-04 06:46:00,0.8571428571428571,EMA_RSI_ADX_BB_1D_STOCK_RESULTS,2023-09-29 21:30:00+00:00,5
IVCBW,ALGO_EMA_XOVER_CGPT,9,9,0,0.0329,1.8889,13.4474,"[2023-06-20T21:30:00+00:00, 2023-07-24T21:30:00+00:00, 2023-07-27T21:30:00+00:00, 2023-08-02T21:30:00+00:00, 2023-08-09T21:30:00+00:00, 2023-08-24T21:30:00+00:00, 2023-08-28T21:30:00+00:00, 2023-08-30T21:30:00+00:00, 2023-09-01T21:30:00+00:00, 2023-09-07T21:30:00+00:00]","[2023-07-20T21:30:00+00:00, 2023-07-26T21:30:00+00:00, 2023-07-31T21:30:00+00:00, 2023-08-08T21:30:00+00:00, 2023-08-23T21:30:00+00:00, 2023-08-25T21:30:00+00:00, 2023-08-29T21:30:00+00:00, 2023-08-31T21:30:00+00:00, 2023-09-06T21:30:00+00:00]","[3.0, 2.0, 2.0, 3.0, 3.0, 1.0, 1.0, 1.0, 1.0]","[0.009999999999999981, 0.08040000000000003, 0.045599999999999974, 0.019999999999999962, 0.019999999999999962, 0.006199999999999983, 0.04199999999999998, 0.008000000000000007, 0.06419999999999998]","[4.99999999999999, 33.78151260504203, 18.657937806873967, 7.407407407407393, 7.407407407407393, 2.2134951802927465, 16.279069767441854, 3.0534351145038197, 27.22646310432569]",2023-10-04 13:25:28,1.0,EMA_XOVER_1D_STOCK_RESULTS,2023-09-06 21:30:00+00:00,28
ADRT,ALGO_EMA_XOVER_CGPT,17,16,1,0.4218,10.3529,3.9210,"[2022-11-28T21:30:00+00:00, 2023-03-01T21:30:00+00:00, 2023-06-08T21:30:00+00:00, 2023-06-13T21:30:00+00:00, 2023-06-15T21:30:00+00:00, 2023-06-20T21:30:00+00:00, 2023-06-26T21:30:00+00:00, 2023-06-28T21:30:00+00:00, 2023-06-30T21:30:00+00:00, 2023-07-05T21:30:00+00:00, 2023-07-17T21:30:00+00:00, 2023-07-19T21:30:00+00:00, 2023-07-25T21:30:00+00:00, 2023-07-27T21:30:00+00:00, 2023-08-01T21:30:00+00:00, 2023-08-04T21:30:00+00:00, 2023-08-09T21:30:00+00:00, 2023-09-06T21:30:00+00:00]","[2023-02-28T21:30:00+00:00, 2023-06-07T21:30:00+00:00, 2023-06-12T21:30:00+00:00, 2023-06-14T21:30:00+00:00, 2023-06-16T21:30:00+00:00, 2023-06-23T21:30:00+00:00, 2023-06-27T21:30:00+00:00, 2023-06-29T21:30:00+00:00, 2023-07-03T21:30:00+00:00, 2023-07-14T21:30:00+00:00, 2023-07-18T21:30:00+00:00, 2023-07-24T21:30:00+00:00, 2023-07-26T21:30:00+00:00, 2023-07-31T21:30:00+00:00, 2023-08-03T21:30:00+00:00, 2023-08-08T21:30:00+00:00, 2023-09-05T21:30:00+00:00]","[62.0, 68.0, 2.0, 1.0, 1.0, 3.0, 1.0, 1.0, 1.0, 7.0, 1.0, 3.0, 1.0, 2.0, 2.0, 2.0, 18.0]","[0.23000000000000043, 0.1899999999999995, 0.009999999999999787, 0.1399999999999988, 3.34, 0.5499999999999989, 0.33000000000000007, 0.125, 0.13000000000000078, 0.39199999999999946, 0.08899999999999864, 1.370000000000001, -0.5500000000000007, 0.25, 0.2599999999999998, 0.25, 0.0649999999999995]","[2.261553588987222, 1.8269230769230722, 0.09451795841209629, 1.3257575757575641, 30.983302411873844, 5.164319248826281, 3.066914498141265, 1.1111111111111112, 1.1872146118721534, 3.5996326905417764, 0.8047016274864252, 12.443233424159864, -4.368546465448775, 2.127659574468085, 2.278702892199823, 2.1929824561403506, 0.5569837189374421]",2023-10-04 11:04:10,0.9411764705882353,EMA_XOVER_1D_STOCK_RESULTS,2023-09-05 21:30:00+00:00,29
PYPS,ALGO_EMA_XOVER_CGPT,15,14,1,0.3047,27.1333,3.6874,"[2022-01-11T21:30:00+00:00, 2022-01-19T21:30:00+00:00, 2022-01-25T21:30:00+00:00, 2022-02-04T21:30:00+00:00, 2022-02-08T21:30:00+00:00, 2022-02-15T21:30:00+00:00, 2022-02-18T21:30:00+00:00, 2022-02-23T21:30:00+00:00, 2022-02-28T21:30:00+00:00, 2022-03-03T21:30:00+00:00, 2022-03-08T21:30:00+00:00, 2022-04-26T21:30:00+00:00, 2022-05-11T21:30:00+00:00, 2022-05-16T21:30:00+00:00, 2022-06-16T21:30:00+00:00, 2023-09-29T21:30:00+00:00]","[2022-01-18T21:30:00+00:00, 2022-01-24T21:30:00+00:00, 2022-02-03T21:30:00+00:00, 2022-02-07T21:30:00+00:00, 2022-02-14T21:30:00+00:00, 2022-02-17T21:30:00+00:00, 2022-02-22T21:30:00+00:00, 2022-02-25T21:30:00+00:00, 2022-03-02T21:30:00+00:00, 2022-03-07T21:30:00+00:00, 2022-04-25T21:30:00+00:00, 2022-05-10T21:30:00+00:00, 2022-05-13T21:30:00+00:00, 2022-06-15T21:30:00+00:00, 2023-09-28T21:30:00+00:00]","[4.0, 3.0, 7.0, 1.0, 4.0, 2.0, 1.0, 2.0, 2.0, 2.0, 32.0, 9.0, 2.0, 19.0, 317.0]","[0.16249999999999964, 0.4962, 0.9950000000000001, 0.11880000000000024, 0.5549999999999997, 0.3675000000000015, 0.007500000000000284, -0.4638000000000009, 0.5874999999999986, 0.682500000000001, 0.35499999999999865, 0.1974999999999998, 0.17749999999999844, 0.14999999999999858, 0.18150000000000155]","[2.6892842366570067, 7.800292393064311, 14.239713774597499, 1.4657618753855672, 6.626865671641788, 4.143179255918845, 0.07903055848261627, -4.721187320588783, 6.595565534661785, 7.048799380325341, 3.3649289099525936, 1.7543859649122788, 1.5020097313306402, 1.2578616352201137, 1.4651866801211024]",2023-10-04 14:27:10,0.9333333333333333,EMA_XOVER_1D_STOCK_RESULTS,2023-09-28 21:30:00+00:00,6
CCCS,ALGO_EMA_XOVER_CGPT,7,7,0,0.3986,11.7143,3.5131,"[2023-05-25T21:30:00+00:00, 2023-05-30T21:30:00+00:00, 2023-06-01T21:30:00+00:00, 2023-06-05T21:30:00+00:00, 2023-06-07T21:30:00+00:00, 2023-09-19T21:30:00+00:00, 2023-09-29T21:30:00+00:00, 2023-10-03T21:30:00+00:00]","[2023-05-26T21:30:00+00:00, 2023-05-31T21:30:00+00:00, 2023-06-02T21:30:00+00:00, 2023-06-06T21:30:00+00:00, 2023-09-18T21:30:00+00:00, 2023-09-28T21:30:00+00:00, 2023-10-02T21:30:00+00:00]","[1.0, 1.0, 1.0, 1.0, 70.0, 7.0, 1.0]","[0.3199999999999985, 0.3200000000000003, 0.22000000000000064, 0.25, 0.7099999999999991, 0.25, 0.7199999999999989]","[3.184079601990035, 3.0476190476190506, 2.014652014652021, 2.262443438914027, 6.283185840707955, 2.0990764063811924, 5.700712589073625]",2023-10-04 11:44:42,1.0,EMA_XOVER_1D_STOCK_RESULTS,2023-10-02 21:30:00+00:00,2
AMZU,ALGO_EMA_XOVER_CGPT,10,9,1,0.7210,4.6000,3.0539,"[2023-06-27T21:30:00+00:00, 2023-06-30T21:30:00+00:00, 2023-07-06T21:30:00+00:00, 2023-07-11T21:30:00+00:00, 2023-07-14T21:30:00+00:00, 2023-07-18T21:30:00+00:00, 2023-07-21T21:30:00+00:00, 2023-08-02T21:30:00+00:00, 2023-08-08T21:30:00+00:00, 2023-09-13T21:30:00+00:00, 2023-09-15T21:30:00+00:00]","[2023-06-29T21:30:00+00:00, 2023-07-05T21:30:00+00:00, 2023-07-10T21:30:00+00:00, 2023-07-13T21:30:00+00:00, 2023-07-17T21:30:00+00:00, 2023-07-20T21:30:00+00:00, 2023-08-01T21:30:00+00:00, 2023-08-07T21:30:00+00:00, 2023-09-12T21:30:00+00:00, 2023-09-14T21:30:00+00:00]","[2.0, 2.0, 2.0, 2.0, 1.0, 2.0, 7.0, 3.0, 24.0, 1.0]","[0.0, 0.11999999999999744, 0.14000000000000057, 1.5399999999999991, 0.20000000000000284, 0.38000000000000256, 0.5, 2.8800000000000026, 0.25, 1.1999999999999993]","[0.0, 0.5179110919292077, 0.6145741878841113, 6.7931186590207275, 0.8250825082508368, 1.5899581589958265, 2.1231422505307855, 12.440604751619883, 0.9656237929702587, 4.669260700389103]",2023-10-04 11:13:09,0.9,EMA_XOVER_1D_STOCK_RESULTS,2023-09-14 21:30:00+00:00,20
BRZE,ALGO_EMA_XOVER_CGPT,10,10,0,1.3260,4.6000,3.0210,"[2023-06-21T21:30:00+00:00, 2023-06-30T21:30:00+00:00, 2023-07-05T21:30:00+00:00, 2023-07-17T21:30:00+00:00, 2023-07-19T21:30:00+00:00, 2023-07-21T21:30:00+00:00, 2023-07-28T21:30:00+00:00, 2023-08-02T21:30:00+00:00, 2023-09-01T21:30:00+00:00, 2023-09-07T21:30:00+00:00, 2023-09-11T21:30:00+00:00]","[2023-06-29T21:30:00+00:00, 2023-07-03T21:30:00+00:00, 2023-07-14T21:30:00+00:00, 2023-07-18T21:30:00+00:00, 2023-07-20T21:30:00+00:00, 2023-07-27T21:30:00+00:00, 2023-08-01T21:30:00+00:00, 2023-08-31T21:30:00+00:00, 2023-09-06T21:30:00+00:00, 2023-09-08T21:30:00+00:00]","[6.0, 1.0, 7.0, 1.0, 1.0, 4.0, 2.0, 21.0, 2.0, 1.0]","[2.3200000000000003, 0.5300000000000011, 1.3700000000000045, 0.9100000000000037, 0.5, 1.2100000000000009, 0.9500000000000028, 1.8900000000000006, 1.0700000000000003, 2.510000000000005]","[5.589014695254157, 1.2251502542764705, 3.1720305626302494, 2.1610068867252523, 1.1366219595362583, 2.758777929776564, 2.1566401816118113, 4.362880886426594, 2.288280581693756, 5.359812086269496]",2023-10-04 11:28:06,1.0,EMA_XOVER_1D_STOCK_RESULTS,2023-09-08 21:30:00+00:00,26
JUN,ALGO_EMA_XOVER_CGPT,8,7,1,0.2800,28.6250,2.6891,"[2022-10-12T21:30:00+00:00, 2022-12-02T21:30:00+00:00, 2022-12-30T21:30:00+00:00, 2023-01-05T21:30:00+00:00, 2023-03-03T21:30:00+00:00, 2023-04-26T21:30:00+00:00, 2023-09-15T21:30:00+00:00, 2023-09-19T21:30:00+00:00, 2023-09-22T21:30:00+00:00]","[2022-12-01T21:30:00+00:00, 2022-12-29T21:30:00+00:00, 2023-01-04T21:30:00+00:00, 2023-03-02T21:30:00+00:00, 2023-04-25T21:30:00+00:00, 2023-09-14T21:30:00+00:00, 2023-09-18T21:30:00+00:00, 2023-09-21T21:30:00+00:00]","[35.0, 18.0, 2.0, 38.0, 36.0, 97.0, 1.0, 2.0]","[0.20999999999999908, 0.019999999999999574, 0.0, 0.11999999999999922, 0.17999999999999972, 0.370000000000001, 1.2599999999999998, 0.08000000000000007]","[2.106318956870602, 0.1972386587771161, 0.0, 1.174168297455961, 1.7458777885547985, 3.54066985645934, 11.98858230256898, 0.7597340930674271]",2023-10-04 13:31:24,0.875,EMA_XOVER_1D_STOCK_RESULTS,2023-09-21 21:30:00+00:00,13
ANTX,ALGO_EMA_XOVER_CGPT,7,6,1,0.3600,2.1429,2.6390,"[2023-08-30T21:30:00+00:00, 2023-09-01T21:30:00+00:00, 2023-09-06T21:30:00+00:00, 2023-09-08T21:30:00+00:00, 2023-09-15T21:30:00+00:00, 2023-09-19T21:30:00+00:00, 2023-09-28T21:30:00+00:00, 2023-10-02T21:30:00+00:00]","[2023-08-31T21:30:00+00:00, 2023-09-05T21:30:00+00:00, 2023-09-07T21:30:00+00:00, 2023-09-14T21:30:00+00:00, 2023-09-18T21:30:00+00:00, 2023-09-27T21:30:00+00:00, 2023-09-29T21:30:00+00:00]","[1.0, 1.0, 1.0, 4.0, 1.0, 6.0, 1.0]","[1.0999999999999996, 0.03999999999999915, 1.0700000000000003, -0.8200000000000003, 0.13000000000000078, 0.870000000000001, 0.13000000000000078]","[8.35231586940015, 0.26881720430106953, 7.224848075624579, -5.183312262958283, 0.9046624913013277, 6.092436974789924, 0.8130081300813058]",2023-10-04 11:13:58,0.8571428571428571,EMA_XOVER_1D_STOCK_RESULTS,2023-09-29 21:30:00+00:00,5
GGLL,ALGO_EMA_XOVER_CGPT,10,9,1,0.7580,4.9000,2.5890,"[2023-06-27T21:30:00+00:00, 2023-06-29T21:30:00+00:00, 2023-07-07T21:30:00+00:00, 2023-07-17T21:30:00+00:00, 2023-07-28T21:30:00+00:00, 2023-08-01T21:30:00+00:00, 2023-08-25T21:30:00+00:00, 2023-08-30T21:30:00+00:00, 2023-09-05T21:30:00+00:00, 2023-09-18T21:30:00+00:00, 2023-09-20T21:30:00+00:00]","[2023-06-28T21:30:00+00:00, 2023-07-06T21:30:00+00:00, 2023-07-14T21:30:00+00:00, 2023-07-27T21:30:00+00:00, 2023-07-31T21:30:00+00:00, 2023-08-24T21:30:00+00:00, 2023-08-29T21:30:00+00:00, 2023-09-01T21:30:00+00:00, 2023-09-15T21:30:00+00:00, 2023-09-19T21:30:00+00:00]","[1.0, 4.0, 5.0, 8.0, 1.0, 17.0, 2.0, 2.0, 8.0, 1.0]","[0.07000000000000028, 0.08000000000000185, 1.5, 1.8399999999999999, 0.6600000000000001, 0.8800000000000026, 0.8900000000000006, 0.879999999999999, 0.8299999999999983, -0.05000000000000426]","[0.2707930367504846, 0.2998500749625257, 5.576208178438662, 6.404455273233553, 2.179656538969617, 2.901417738212999, 2.9956243688993625, 2.7980922098569128, 2.6199494949494895, -0.15595757953837885]",2023-10-04 12:54:25,0.9,EMA_XOVER_1D_STOCK_RESULTS,2023-09-19 21:30:00+00:00,15
GEGGL,ALGO_EMA_XOVER_CGPT,12,11,1,0.5057,8.4167,2.3923,"[2023-04-10T21:30:00+00:00, 2023-04-13T21:30:00+00:00, 2023-06-07T21:30:00+00:00, 2023-06-09T21:30:00+00:00, 2023-06-21T21:30:00+00:00, 2023-06-28T21:30:00+00:00, 2023-06-30T21:30:00+00:00, 2023-08-07T21:30:00+00:00, 2023-09-01T21:30:00+00:00, 2023-09-11T21:30:00+00:00, 2023-09-13T21:30:00+00:00, 2023-09-18T21:30:00+00:00, 2023-09-20T21:30:00+00:00]","[2023-04-12T21:30:00+00:00, 2023-06-06T21:30:00+00:00, 2023-06-08T21:30:00+00:00, 2023-06-20T21:30:00+00:00, 2023-06-27T21:30:00+00:00, 2023-06-29T21:30:00+00:00, 2023-08-04T21:30:00+00:00, 2023-08-31T21:30:00+00:00, 2023-09-08T21:30:00+00:00, 2023-09-12T21:30:00+00:00, 2023-09-15T21:30:00+00:00, 2023-09-19T21:30:00+00:00]","[2.0, 37.0, 1.0, 6.0, 4.0, 1.0, 24.0, 18.0, 4.0, 1.0, 2.0, 1.0]","[0.9899999999999984, -0.129999999999999, 0.7040000000000006, 0.045999999999999375, 0.629999999999999, 0.6499999999999986, 0.2740000000000009, 0.9250000000000007, 0.1999999999999993, 0.8999999999999986, 0.3099999999999987, 0.5700000000000003]","[4.947526236881552, -0.6240998559769516, 3.476543209876546, 0.21952849098023944, 3.00572519083969, 3.2019704433497465, 1.2568807339449584, 4.238258877434139, 0.9174311926605472, 4.072398190045242, 1.3662406346408051, 2.6291512915129167]",2023-10-04 12:53:11,0.9166666666666666,EMA_XOVER_1D_STOCK_RESULTS,2023-09-19 21:30:00+00:00,15
