symbol,strategy_name,trades,profitable_trades,loss_trades,average_profit,average_trade_days,average_percent_profit,trades_days,trades_profit,trades_percent,last_update,percent_wins,table_name,last_sale_date,last_sell_date_diff
AEAEW,ALGO_ADX_28,11,10,1,0.0584,1.5455,67.4367,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 3.0, 1.0, 1.0, 2.0, 4.0]","[0.0189, 0.03, 0.04000000000000001, 0.009999999999999995, 0.10300000000000001, 0.13, 0.0295, 0.0695, 0.2012, 0.0179, -0.0076999999999999985]","[26.58227848101266, 60.0, 66.66666666666669, 19.99999999999999, 114.44444444444446, 130.0, 14.047619047619047, 53.46153846153846, 240.38231780167263, 26.9578313253012, -10.739191073919105]",2023-09-12 01:13:23,0.9090909090909091,ADX_28_1D_STOCK_RESULTS,2023-09-11 21:30:00+00:00,6
FFIE,ALGO_ADX_28,7,6,1,1.2443,37.8571,48.8267,"[1.0, 1.0, 1.0, 1.0, 1.0, 259.0, 1.0]","[0.18000000000000016, 1.2199999999999998, 0.3099999999999996, 0.17999999999999972, 0.15000000000000036, 7.9399999999999995, -1.2699999999999996]","[7.6923076923077, 32.533333333333324, 5.973025048169549, 3.428571428571423, 5.976095617529896, 299.62264150943395, -13.439153439153436]",2023-09-12 01:22:46,0.8571428571428571,ADX_28_1D_STOCK_RESULTS,2023-08-30 21:30:00+00:00,18
VERBW,ALGO_ADX_28,11,9,2,0.0024,6.2727,13.9350,"[1.0, 1.0, 4.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 56.0, 1.0]","[0.000499999999999997, 0.004, -0.004, 0.0017999999999999995, 0.0086, 0.0068000000000000005, 0.004, -0.006999999999999999, 0.0036000000000000025, 0.0045000000000000005, 0.004099999999999998]","[2.762430939226502, 17.391304347826086, -18.181818181818183, 8.999999999999996, 43.43434343434343, 37.362637362637365, 17.46724890829694, -27.131782945736433, 20.000000000000014, 19.148936170212767, 32.031249999999986]",2023-09-12 01:41:32,0.8181818181818182,ADX_28_1D_STOCK_RESULTS,2023-09-08 21:30:00+00:00,9
BDTX,ALGO_ADX_28,18,15,3,0.2783,4.0000,13.3894,"[1.0, 1.0, 1.0, 3.0, 1.0, 3.0, 1.0, 2.0, 1.0, 1.0, 22.0, 2.0, 14.0, 1.0, 1.0, 12.0, 2.0, 3.0]","[0.2100000000000002, 0.13000000000000012, 0.06000000000000005, 0.1299999999999999, 0.1299999999999999, 0.20999999999999996, 0.0, 0.040000000000000036, 0.030000000000000027, 0.06999999999999984, 0.030000000000000027, 0.009999999999999787, 0.27000000000000024, 0.11000000000000032, -0.19999999999999973, 3.7099999999999995, 0.0, 0.06999999999999984]","[12.804878048780498, 6.878306878306885, 2.926829268292686, 5.829596412556049, 4.92424242424242, 12.426035502958579, 0.0, 2.2346368715083815, 1.6483516483516498, 3.763440860215045, 1.630434782608697, 0.5347593582887586, 13.705583756345192, 4.741379310344842, -8.403361344537805, 173.36448598130838, 0.0, 1.9999999999999956]",2023-09-12 01:15:59,0.8333333333333334,ADX_28_1D_STOCK_RESULTS,2023-09-06 21:30:00+00:00,11
CONL,ALGO_ADX_28,10,9,1,0.9930,3.6000,8.6903,"[1.0, 1.0, 17.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 10.0]","[0.5800000000000001, 0.5200000000000005, 0.5499999999999989, 0.39000000000000057, 0.7799999999999994, 0.20000000000000107, 1.8900000000000006, 4.990000000000002, -0.05000000000000071, 0.08000000000000007]","[7.723035952063915, 6.532663316582921, 6.017505470459507, 3.760848601735782, 7.3933649289099455, 1.7211703958692002, 15.51724137931035, 37.860394537177555, -0.2839295854628093, 0.661157024793389]",2023-09-12 01:19:13,0.9,ADX_28_1D_STOCK_RESULTS,2023-08-30 21:30:00+00:00,18
APLT,ALGO_ADX_28,18,15,3,0.0933,6.9444,7.4736,"[1.0, 1.0, 1.0, 87.0, 5.0, 4.0, 1.0, 1.0, 3.0, 1.0, 7.0, 1.0, 1.0, 3.0, 1.0, 1.0, 5.0, 1.0]","[0.13000000000000012, -0.040000000000000036, 0.08000000000000007, -0.3599999999999999, 0.06000000000000005, 0.06999999999999995, 0.21999999999999997, 0.26, 0.04999999999999982, 0.050000000000000044, 0.030000000000000027, 0.040000000000000036, 0.10000000000000009, 0.3799999999999999, 0.22999999999999998, 0.0, 0.3600000000000001, 0.020000000000000018]","[9.420289855072472, -2.739726027397263, 5.555555555555561, -24.657534246575334, 7.317073170731714, 7.777777777777772, 23.404255319148934, 23.636363636363637, 3.759398496240588, 3.8461538461538494, 2.1126760563380302, 2.8776978417266217, 7.042253521126768, 24.999999999999993, 13.529411764705882, 0.0, 25.35211267605635, 1.2903225806451624]",2023-09-12 01:14:35,0.8333333333333334,ADX_28_1D_STOCK_RESULTS,2023-09-11 21:30:00+00:00,6
TSLL,ALGO_ADX_28,11,11,0,1.0068,1.0909,7.3534,"[1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.3200000000000003, 0.2599999999999998, 0.6900000000000013, 1.1150000000000002, 2.370000000000001, 1.1800000000000033, 1.0299999999999994, 1.4499999999999993, 0.10000000000000142, 0.9699999999999989, 0.5899999999999999]","[12.571428571428575, 2.207130730050932, 5.433070866141742, 8.424631658481301, 16.952789699570822, 7.266009852216769, 7.320540156361047, 9.857239972807609, 0.6119951040391763, 6.369008535784627, 3.8739330269205507]",2023-09-12 01:40:36,1.0,ADX_28_1D_STOCK_RESULTS,2023-09-08 21:30:00+00:00,9
PFIE,ALGO_ADX_28,6,5,1,0.1000,47.0000,6.3041,"[1.0, 262.0, 11.0, 1.0, 2.0, 5.0]","[0.11999999999999988, 0.030000000000000027, -0.040000000000000036, 0.1200000000000001, 0.21999999999999997, 0.1499999999999999]","[9.022556390977435, 2.1276595744680873, -2.8169014084507067, 8.57142857142858, 12.941176470588234, 7.978723404255315]",2023-09-12 01:34:10,0.8333333333333334,ADX_28_1D_STOCK_RESULTS,2023-08-22 21:30:00+00:00,26
TSL,ALGO_ADX_28,11,11,0,0.9474,1.0909,5.9008,"[1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.3100000000000005, 0.2400000000000002, 0.629999999999999, 1.0600000000000005, 2.3100000000000023, 1.0100000000000016, 0.9299999999999997, 1.3900000000000006, 0.10999999999999943, 0.8709999999999987, 0.5599999999999987]","[10.20249221183801, 1.7021276595744694, 4.18326693227091, 6.81233933161954, 14.224137931034498, 5.435952637244357, 5.599036724864538, 8.076699593259736, 0.5876068376068345, 4.918125352907953, 3.1674208144796308]",2023-09-12 01:40:35,1.0,ADX_28_1D_STOCK_RESULTS,2023-09-08 21:30:00+00:00,9
ARDX,ALGO_ADX_28,23,19,4,0.0953,4.1739,5.7581,"[1.0, 1.0, 1.0, 3.0, 1.0, 1.0, 10.0, 1.0, 4.0, 1.0, 12.0, 1.0, 2.0, 1.0, 2.0, 1.0, 33.0, 5.0, 11.0, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.03700000000000003, 0.040000000000000036, 0.039000000000000035, 0.03499999999999992, 0.0, 0.020000000000000018, 0.14900000000000002, 0.006000000000000005, 0.006000000000000005, 0.020000000000000018, 0.09000000000000008, 0.0, -0.0050000000000001155, 0.585, 0.020000000000000462, 0.08999999999999986, 0.020000000000000462, 0.23999999999999977, 0.07999999999999918, 0.5599999999999996, 0.14000000000000057, 0.020000000000000462]","[0.0, 6.45724258289704, 6.349206349206354, 5.5714285714285765, 5.1470588235294, 0.0, 2.6666666666666687, 19.866666666666667, 0.6564551422319481, 0.6060606060606066, 1.8518518518518534, 7.964601769911512, 0.0, -0.38461538461539346, 47.950819672131146, 0.4938271604938386, 2.278481012658224, 0.4975124378109568, 6.045340050377828, 1.9093078758949684, 13.053613053613045, 3.0172413793103576, 0.4385964912280803]",2023-09-12 01:14:48,0.8260869565217391,ADX_28_1D_STOCK_RESULTS,2023-09-11 21:30:00+00:00,6
