symbol,strategy_name,trades,profitable_trades,loss_trades,average_profit,average_trade_days,average_percent_profit,median_percent_profit,percent_wins,last_sale_date,last_sell_date_diff,table_name,trades_buy_dates,trades_sell_dates,trades_days,trades_profit,trades_percent,last_update
IMGN,ALGO_ADX_28,13,13,0,0.7692,13.8462,11.8353,4.266211604095563,1.0,2023-09-28 21:30:00+00:00,10,ADX_28_1D_STOCK_RESULTS,"[2022-07-29T21:30:00+00:00, 2022-08-08T21:30:00+00:00, 2022-08-17T21:30:00+00:00, 2022-09-08T21:30:00+00:00, 2022-09-12T21:30:00+00:00, 2022-10-07T21:30:00+00:00, 2022-10-11T21:30:00+00:00, 2022-10-13T21:30:00+00:00, 2022-10-17T21:30:00+00:00, 2022-10-19T21:30:00+00:00, 2023-09-18T21:30:00+00:00, 2023-09-21T21:30:00+00:00, 2023-09-25T21:30:00+00:00, 2023-09-29T21:30:00+00:00]","[2022-08-05T21:30:00+00:00, 2022-08-16T21:30:00+00:00, 2022-08-24T21:30:00+00:00, 2022-09-09T21:30:00+00:00, 2022-10-06T21:30:00+00:00, 2022-10-10T21:30:00+00:00, 2022-10-12T21:30:00+00:00, 2022-10-14T21:30:00+00:00, 2022-10-18T21:30:00+00:00, 2023-05-04T21:30:00+00:00, 2023-09-20T21:30:00+00:00, 2023-09-22T21:30:00+00:00, 2023-09-28T21:30:00+00:00]","[5.0, 6.0, 5.0, 1.0, 18.0, 1.0, 1.0, 1.0, 1.0, 135.0, 2.0, 1.0, 3.0]","[0.14999999999999947, 0.29000000000000004, 0.25, 0.22999999999999954, 0.20000000000000018, 0.0699999999999994, 0.28999999999999915, 0.7400000000000002, 0.39000000000000057, 6.220000000000001, 0.17999999999999972, 0.47000000000000064, 0.5200000000000014]","[2.9126213592232904, 5.263157894736843, 4.266211604095563, 4.323308270676683, 3.6563071297989067, 1.2773722627737116, 5.291970802919692, 13.357400722021664, 6.393442622950829, 99.2025518341308, 1.1575562700964612, 3.2413793103448323, 3.5158891142664057]",2023-10-09 01:46:30
ICPT,ALGO_ADX_28,14,14,0,0.9593,9.8571,7.1967,3.2660705768467215,1.0,2023-09-27 21:30:00+00:00,11,ADX_28_1D_STOCK_RESULTS,"[2022-07-29T21:30:00+00:00, 2022-08-05T21:30:00+00:00, 2022-08-09T21:30:00+00:00, 2022-08-12T21:30:00+00:00, 2022-08-16T21:30:00+00:00, 2022-08-18T21:30:00+00:00, 2022-08-22T21:30:00+00:00, 2022-08-24T21:30:00+00:00, 2022-08-26T21:30:00+00:00, 2023-08-31T21:30:00+00:00, 2023-09-06T21:30:00+00:00, 2023-09-08T21:30:00+00:00, 2023-09-12T21:30:00+00:00, 2023-09-14T21:30:00+00:00, 2023-09-28T21:30:00+00:00]","[2022-08-04T21:30:00+00:00, 2022-08-08T21:30:00+00:00, 2022-08-11T21:30:00+00:00, 2022-08-15T21:30:00+00:00, 2022-08-17T21:30:00+00:00, 2022-08-19T21:30:00+00:00, 2022-08-23T21:30:00+00:00, 2022-08-25T21:30:00+00:00, 2023-02-07T21:30:00+00:00, 2023-09-05T21:30:00+00:00, 2023-09-07T21:30:00+00:00, 2023-09-11T21:30:00+00:00, 2023-09-13T21:30:00+00:00, 2023-09-27T21:30:00+00:00]","[4.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 112.0, 2.0, 1.0, 1.0, 1.0, 9.0]","[0.02000000000000135, 0.6900000000000013, 0.0799999999999983, 1.1099999999999994, 0.0799999999999983, 0.370000000000001, 0.259999999999998, 0.9499999999999993, 1.5299999999999976, 0.23000000000000043, 0.14000000000000057, 0.4900000000000002, 0.5899999999999999, 6.890000000000002]","[0.14609203798393974, 4.425914047466333, 0.4799040191961505, 6.793145654834758, 0.44642857142856185, 1.9828510182207986, 1.4772727272727157, 5.202628696604596, 8.069620253164544, 2.1062271062271103, 1.3245033112582836, 4.570895522388061, 5.239786856127885, 58.48896434634977]",2023-10-09 01:44:49
RATE,ALGO_ADX_28,8,8,0,1.0053,10.7500,3.9237,3.9293488974566584,1.0,2023-10-03 21:30:00+00:00,5,ADX_28_1D_STOCK_RESULTS,"[2023-05-17T21:30:00+00:00, 2023-05-23T21:30:00+00:00, 2023-06-01T21:30:00+00:00, 2023-07-10T21:30:00+00:00, 2023-08-07T21:30:00+00:00, 2023-08-16T21:30:00+00:00, 2023-08-23T21:30:00+00:00, 2023-09-25T21:30:00+00:00, 2023-10-04T21:30:00+00:00]","[2023-05-22T21:30:00+00:00, 2023-05-30T21:30:00+00:00, 2023-07-07T21:30:00+00:00, 2023-08-04T21:30:00+00:00, 2023-08-15T21:30:00+00:00, 2023-08-22T21:30:00+00:00, 2023-09-22T21:30:00+00:00, 2023-10-03T21:30:00+00:00]","[3.0, 4.0, 23.0, 19.0, 6.0, 4.0, 21.0, 6.0]","[1.0530000000000008, 0.8200000000000003, 1.0899999999999999, 1.3999999999999986, 0.8000000000000007, 0.8298999999999985, 0.42269999999999897, 1.6267999999999994]","[4.517955978890466, 3.3675564681724857, 4.4911413267408316, 5.548949663099479, 3.1128404669260727, 3.082838038632981, 1.5649759348389445, 5.703427385426598]",2023-10-09 02:20:05
NXGN,ALGO_ADX_28,8,8,0,0.6713,33.2500,3.5959,2.911641415225249,1.0,2023-09-15 21:30:00+00:00,23,ADX_28_1D_STOCK_RESULTS,"[2022-07-29T21:30:00+00:00, 2022-08-03T21:30:00+00:00, 2022-08-16T21:30:00+00:00, 2022-10-06T21:30:00+00:00, 2022-10-27T21:30:00+00:00, 2022-12-19T21:30:00+00:00, 2022-12-23T21:30:00+00:00, 2023-09-06T21:30:00+00:00]","[2022-08-02T21:30:00+00:00, 2022-08-15T21:30:00+00:00, 2022-10-05T21:30:00+00:00, 2022-10-26T21:30:00+00:00, 2022-12-01T21:30:00+00:00, 2022-12-22T21:30:00+00:00, 2023-09-05T21:30:00+00:00, 2023-09-15T21:30:00+00:00]","[2.0, 8.0, 35.0, 14.0, 24.0, 3.0, 173.0, 7.0]","[0.3299999999999983, 0.3999999999999986, 0.7600000000000016, 1.2300000000000004, 0.7099999999999973, 0.23000000000000043, 1.6500000000000021, 0.060000000000002274]","[1.945754716981122, 2.3188405797101366, 4.272062956717266, 6.595174262734588, 3.504442250740362, 1.2188659247482798, 8.656873032528868, 0.25488530161428324]",2023-10-09 02:09:17
IEZ,ALGO_ADX_28,9,9,0,0.6900,26.4444,3.5513,3.6446469248291606,1.0,2023-09-26 21:30:00+00:00,12,ADX_28_1D_STOCK_RESULTS,"[2022-08-03T21:30:00+00:00, 2022-08-25T21:30:00+00:00, 2022-10-21T21:30:00+00:00, 2022-10-25T21:30:00+00:00, 2022-10-28T21:30:00+00:00, 2022-11-02T21:30:00+00:00, 2022-11-08T21:30:00+00:00, 2023-01-17T21:30:00+00:00, 2023-09-25T21:30:00+00:00, 2023-09-27T21:30:00+00:00]","[2022-08-24T21:30:00+00:00, 2022-10-20T21:30:00+00:00, 2022-10-24T21:30:00+00:00, 2022-10-27T21:30:00+00:00, 2022-11-01T21:30:00+00:00, 2022-11-07T21:30:00+00:00, 2023-01-13T21:30:00+00:00, 2023-07-25T21:30:00+00:00, 2023-09-26T21:30:00+00:00]","[15.0, 39.0, 1.0, 2.0, 2.0, 3.0, 45.0, 130.0, 1.0]","[0.5500000000000007, 0.8099999999999987, 0.7699999999999996, 1.2300000000000004, 0.7100000000000009, 0.889999999999997, 0.8000000000000007, 0.33999999999999986, 0.10999999999999943]","[3.3475349969567905, 4.639175257731951, 4.19618528610354, 6.336939721792892, 3.507905138339926, 4.354207436399203, 3.6446469248291606, 1.4789038712483684, 0.4566210045662077]",2023-10-05 05:33:57
HELE,ALGO_ADX_28,11,11,0,3.9427,10.9091,3.4864,3.000171438367907,1.0,2023-10-02 21:30:00+00:00,6,ADX_28_1D_STOCK_RESULTS,"[2023-01-12T21:30:00+00:00, 2023-01-19T21:30:00+00:00, 2023-01-23T21:30:00+00:00, 2023-01-25T21:30:00+00:00, 2023-01-27T21:30:00+00:00, 2023-01-31T21:30:00+00:00, 2023-02-02T21:30:00+00:00, 2023-02-06T21:30:00+00:00, 2023-09-21T21:30:00+00:00, 2023-09-25T21:30:00+00:00, 2023-09-27T21:30:00+00:00, 2023-10-03T21:30:00+00:00]","[2023-01-18T21:30:00+00:00, 2023-01-20T21:30:00+00:00, 2023-01-24T21:30:00+00:00, 2023-01-26T21:30:00+00:00, 2023-01-30T21:30:00+00:00, 2023-02-01T21:30:00+00:00, 2023-02-03T21:30:00+00:00, 2023-07-11T21:30:00+00:00, 2023-09-22T21:30:00+00:00, 2023-09-26T21:30:00+00:00, 2023-10-02T21:30:00+00:00]","[3.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 106.0, 1.0, 1.0, 3.0]","[3.4099999999999966, 1.4699999999999989, 5.560000000000002, 4.030000000000001, 0.8799999999999955, 3.319999999999993, 3.5, 17.47, 1.9500000000000028, 1.3900000000000006, 0.39000000000000057]","[3.0265376764001033, 1.4264919941775827, 5.231956337630566, 3.7432658368939262, 0.8112842260532824, 3.0380673499267874, 3.000171438367907, 14.820156090939939, 1.7105263157894761, 1.2033590165353654, 0.33813074388763703]",2023-10-05 05:30:08
GETY,ALGO_ADX_28,9,9,0,0.1878,5.3333,3.3234,3.305785123966945,1.0,2023-09-22 21:30:00+00:00,16,ADX_28_1D_STOCK_RESULTS,"[2023-07-05T21:30:00+00:00, 2023-07-13T21:30:00+00:00, 2023-08-02T21:30:00+00:00, 2023-09-07T21:30:00+00:00, 2023-09-11T21:30:00+00:00, 2023-09-13T21:30:00+00:00, 2023-09-15T21:30:00+00:00, 2023-09-19T21:30:00+00:00, 2023-09-21T21:30:00+00:00]","[2023-07-12T21:30:00+00:00, 2023-08-01T21:30:00+00:00, 2023-09-06T21:30:00+00:00, 2023-09-08T21:30:00+00:00, 2023-09-12T21:30:00+00:00, 2023-09-14T21:30:00+00:00, 2023-09-18T21:30:00+00:00, 2023-09-20T21:30:00+00:00, 2023-09-22T21:30:00+00:00]","[5.0, 13.0, 24.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.16000000000000014, 0.02999999999999936, 0.09000000000000075, 0.16000000000000014, 0.23000000000000043, 0.16999999999999993, 0.3600000000000003, 0.39000000000000057, 0.09999999999999964]","[3.305785123966945, 0.6072874493926995, 1.8556701030927991, 3.3333333333333366, 4.331450094161967, 3.085299455535389, 5.9900166389351135, 5.735294117647068, 1.6666666666666607]",2023-10-05 05:25:02
IT,ALGO_ADX_28,18,18,0,9.2833,9.9444,3.0123,2.275909397130024,1.0,2023-09-25 21:30:00+00:00,13,ADX_28_1D_STOCK_RESULTS,"[2022-07-29T21:30:00+00:00, 2022-08-04T21:30:00+00:00, 2022-09-28T21:30:00+00:00, 2022-09-30T21:30:00+00:00, 2022-10-05T21:30:00+00:00, 2022-10-07T21:30:00+00:00, 2022-11-02T21:30:00+00:00, 2022-11-14T21:30:00+00:00, 2022-11-16T21:30:00+00:00, 2023-01-20T21:30:00+00:00, 2023-01-24T21:30:00+00:00, 2023-02-02T21:30:00+00:00, 2023-06-29T21:30:00+00:00, 2023-07-05T21:30:00+00:00, 2023-07-12T21:30:00+00:00, 2023-08-08T21:30:00+00:00, 2023-08-31T21:30:00+00:00, 2023-09-22T21:30:00+00:00, 2023-09-26T21:30:00+00:00]","[2022-08-03T21:30:00+00:00, 2022-08-08T21:30:00+00:00, 2022-09-29T21:30:00+00:00, 2022-10-04T21:30:00+00:00, 2022-10-06T21:30:00+00:00, 2022-11-01T21:30:00+00:00, 2022-11-11T21:30:00+00:00, 2022-11-15T21:30:00+00:00, 2022-11-25T21:30:00+00:00, 2023-01-23T21:30:00+00:00, 2023-02-01T21:30:00+00:00, 2023-06-14T21:30:00+00:00, 2023-07-03T21:30:00+00:00, 2023-07-11T21:30:00+00:00, 2023-07-18T21:30:00+00:00, 2023-08-30T21:30:00+00:00, 2023-09-21T21:30:00+00:00, 2023-09-25T21:30:00+00:00]","[3.0, 2.0, 1.0, 2.0, 1.0, 17.0, 7.0, 1.0, 6.0, 1.0, 6.0, 91.0, 2.0, 4.0, 4.0, 16.0, 14.0, 1.0]","[30.680000000000007, 6.569999999999993, 0.7000000000000455, 13.810000000000002, 7.580000000000041, 16.899999999999977, 16.5, 6.220000000000027, 6.970000000000027, 7.019999999999982, 7.509999999999991, 3.410000000000025, 9.099999999999966, 6.680000000000007, 11.090000000000032, 9.310000000000002, 1.740000000000009, 5.310000000000002]","[11.612414837244515, 2.272884522244514, 0.25268021513917105, 4.9519506597819865, 2.595712622423136, 5.679908583719828, 5.053598774885145, 1.8678117774241096, 2.066225950849325, 2.151328491311937, 2.2789342720155337, 0.9732012899911598, 2.684920190009726, 1.9351100811124007, 3.094912510814063, 2.738799164533875, 0.49279220595315903, 1.5190525231719882]",2023-10-09 01:48:51
OMAB,ALGO_ADX_28,15,15,0,1.8713,9.2000,2.7558,2.5886413555067436,1.0,2023-09-14 21:30:00+00:00,24,ADX_28_1D_STOCK_RESULTS,"[2022-07-29T21:30:00+00:00, 2022-08-03T21:30:00+00:00, 2022-08-08T21:30:00+00:00, 2022-08-12T21:30:00+00:00, 2022-09-14T21:30:00+00:00, 2022-09-16T21:30:00+00:00, 2022-09-21T21:30:00+00:00, 2022-10-24T21:30:00+00:00, 2022-10-26T21:30:00+00:00, 2022-10-31T21:30:00+00:00, 2023-05-16T21:30:00+00:00, 2023-05-22T21:30:00+00:00, 2023-07-20T21:30:00+00:00, 2023-09-01T21:30:00+00:00, 2023-09-13T21:30:00+00:00, 2023-09-15T21:30:00+00:00]","[2022-08-02T21:30:00+00:00, 2022-08-05T21:30:00+00:00, 2022-08-11T21:30:00+00:00, 2022-09-13T21:30:00+00:00, 2022-09-15T21:30:00+00:00, 2022-09-20T21:30:00+00:00, 2022-10-21T21:30:00+00:00, 2022-10-25T21:30:00+00:00, 2022-10-28T21:30:00+00:00, 2022-11-07T21:30:00+00:00, 2023-05-17T21:30:00+00:00, 2023-07-19T21:30:00+00:00, 2023-08-31T21:30:00+00:00, 2023-09-12T21:30:00+00:00, 2023-09-14T21:30:00+00:00]","[2.0, 2.0, 3.0, 21.0, 1.0, 2.0, 22.0, 1.0, 2.0, 5.0, 1.0, 39.0, 30.0, 6.0, 1.0]","[2.259999999999998, 2.6300000000000026, 0.7299999999999969, 0.35999999999999943, 0.8999999999999986, 1.1799999999999997, 1.1899999999999977, 2.8399999999999963, 1.1799999999999997, 1.6499999999999986, 2.8700000000000045, 4.670000000000002, 2.739999999999995, 2.539999999999992, 0.3299999999999983]","[4.616013071895421, 5.105804698116876, 1.33260313983205, 0.6534761299691404, 1.6313213703099485, 2.0888652858913077, 2.1121760738374116, 4.837336058593078, 1.8864908073541162, 2.5886413555067436, 3.236720424044214, 5.257232916807387, 2.933932969268653, 2.7186128652467003, 0.33763044812768395]",2023-10-09 02:10:33
MUSA,ALGO_ADX_28,10,10,0,8.0920,24.1000,2.7162,2.0423119257877724,1.0,2023-09-28 21:30:00+00:00,10,ADX_28_1D_STOCK_RESULTS,"[2022-09-28T21:30:00+00:00, 2022-09-30T21:30:00+00:00, 2022-10-05T21:30:00+00:00, 2022-10-17T21:30:00+00:00, 2022-10-20T21:30:00+00:00, 2022-10-26T21:30:00+00:00, 2022-10-31T21:30:00+00:00, 2023-09-15T21:30:00+00:00, 2023-09-20T21:30:00+00:00, 2023-09-27T21:30:00+00:00, 2023-09-29T21:30:00+00:00]","[2022-09-29T21:30:00+00:00, 2022-10-04T21:30:00+00:00, 2022-10-14T21:30:00+00:00, 2022-10-19T21:30:00+00:00, 2022-10-25T21:30:00+00:00, 2022-10-28T21:30:00+00:00, 2023-09-14T21:30:00+00:00, 2023-09-19T21:30:00+00:00, 2023-09-26T21:30:00+00:00, 2023-09-28T21:30:00+00:00]","[1.0, 2.0, 7.0, 2.0, 3.0, 2.0, 217.0, 2.0, 4.0, 1.0]","[2.909999999999968, 10.420000000000016, 6.919999999999959, 2.5, 12.819999999999993, 14.53000000000003, 16.78000000000003, 5.420000000000016, 4.599999999999966, 4.020000000000039]","[1.0698922754512916, 3.774541766282698, 2.467726980957121, 0.8954154727793697, 4.5431993762846385, 4.974664475486178, 5.279718079416031, 1.6168968706184232, 1.3594987587185146, 1.1805473980970396]",2023-10-05 05:51:32
