symbol,strategy_name,trades,profitable_trades,loss_trades,average_profit,average_trade_days,average_percent_profit,trades_days,trades_profit,trades_percent,last_update,percent_wins,table_name,last_sale_date,last_sell_date_diff
IRM,ALGO_ADX_28,13,12,1,1.2654,21.6923,2.3503,"[1.0, 3.0, 20.0, 7.0, 16.0, 3.0, 60.0, 32.0, 92.0, 11.0, 4.0, 2.0, 31.0]","[0.740000000000002, 0.22999999999999687, 4.229999999999997, 1.0700000000000003, 0.7000000000000028, 0.6300000000000026, -0.259999999999998, 1.8999999999999986, 1.3500000000000014, 0.8000000000000043, 1.490000000000002, 2.3299999999999983, 1.240000000000002]","[1.543918214062178, 0.471601394299768, 8.721649484536076, 1.981481481481482, 1.277605402445707, 1.1705685618729145, -0.46922938097815925, 3.502949852507372, 2.416756176154675, 1.413927182750096, 2.570738440303661, 3.956529122092033, 1.9951729686242994]",2023-09-12 01:27:29,0.9230769230769231,ADX_28_1D_STOCK_RESULTS,2023-08-31 21:30:00+00:00,17
ORCL,ALGO_ADX_28,10,10,0,2.0720,10.1000,2.3487,"[1.0, 1.0, 11.0, 4.0, 10.0, 65.0, 1.0, 1.0, 5.0, 2.0]","[1.6400000000000006, 1.9399999999999977, 2.989999999999995, 1.9100000000000108, 1.6599999999999966, 0.21999999999999886, 1.5999999999999943, 3.460000000000008, 2.1099999999999994, 3.1899999999999977]","[2.404339539656943, 2.7564649048024976, 4.1626061534177845, 2.543275632490028, 2.1508162736460177, 0.27883396704689334, 1.8054615211013252, 3.0643875653175168, 1.7445225299710618, 2.5761124121779844]",2023-09-12 01:33:20,1.0,ADX_28_1D_STOCK_RESULTS,2023-09-11 21:30:00+00:00,6
BATRK,ALGO_ADX_28,17,17,0,0.7015,8.8235,2.2819,"[1.0, 2.0, 6.0, 1.0, 4.0, 17.0, 13.0, 23.0, 5.0, 1.0, 2.0, 4.0, 25.0, 9.0, 1.0, 32.0, 4.0]","[0.33000000000000185, 0.5799999999999983, 1.0899999999999999, 0.5300000000000011, 0.15000000000000213, 0.06499999999999773, 0.8000000000000007, 0.8000000000000007, 0.9100000000000001, 0.5500000000000007, 0.610000000000003, 0.6499999999999986, 0.7299999999999969, 2.0900000000000034, 0.4299999999999997, 0.8500000000000014, 0.759999999999998]","[1.3988978380669854, 2.3848684210526243, 4.353035143769968, 1.9954819277108478, 0.5496518871381537, 0.23516642547032462, 2.85714285714286, 2.805049088359049, 3.0774433547514377, 1.8056467498358524, 1.9470156399617078, 1.950195019501946, 2.11901306240928, 5.898955687270684, 1.15219721329046, 2.1650534895568048, 2.0971302428256013]",2023-09-12 01:15:47,1.0,ADX_28_1D_STOCK_RESULTS,2023-08-31 21:30:00+00:00,17
CACG,ALGO_ADX_28,6,6,0,0.9125,37.1667,2.2742,"[2.0, 3.0, 2.0, 4.0, 209.0, 3.0]","[1.1500000000000057, 0.8599999999999994, 0.4200000000000017, 0.4899999999999949, 0.8900000000000006, 1.6649999999999991]","[3.016789087093404, 2.1777665231704213, 1.0528954625219396, 1.197458455522959, 2.157575757575759, 4.042734005098941]",2023-09-12 01:17:27,1.0,ADX_28_1D_STOCK_RESULTS,2023-08-30 21:30:00+00:00,18
WCBR,ALGO_ADX_28,7,7,0,0.4229,41.1429,2.2204,"[1.0, 1.0, 18.0, 2.0, 2.0, 2.0, 262.0]","[1.0899999999999999, 0.28000000000000114, 0.759999999999998, 0.35999999999999943, 0.010000000000001563, 0.14999999999999858, 0.3099999999999987]","[6.045479755962284, 1.4705882352941237, 3.927648578811359, 1.8181818181818152, 0.04856726566295077, 0.7253384912959312, 1.5070491006319822]",2023-09-12 01:42:25,1.0,ADX_28_1D_STOCK_RESULTS,2023-09-05 21:30:00+00:00,12
NZUS,ALGO_ADX_28,6,6,0,0.5263,18.8333,2.1800,"[79.0, 3.0, 6.0, 12.0, 6.0, 7.0]","[0.5839999999999996, 0.40700000000000003, 0.5960000000000001, 0.22800000000000153, 0.602999999999998, 0.740000000000002]","[2.520935854269186, 1.722168154698938, 2.480233042030795, 0.9218825812712338, 2.4167368041360984, 3.0179445350734175]",2023-09-12 01:32:50,1.0,ADX_28_1D_STOCK_RESULTS,2023-08-29 21:30:00+00:00,19
QQEW,ALGO_ADX_28,7,7,0,2.1700,34.5714,2.1344,"[4.0, 2.0, 6.0, 202.0, 6.0, 17.0, 5.0]","[1.789999999999992, 1.269999999999996, 1.0900000000000034, 2.3299999999999983, 2.8799999999999955, 3.269999999999996, 2.559999999999988]","[1.911372130272282, 1.3236060448150038, 1.1001211142511136, 2.3057892132607605, 2.792050412021324, 3.08170766186033, 2.426310302340999]",2023-09-12 01:35:39,1.0,ADX_28_1D_STOCK_RESULTS,2023-08-30 21:30:00+00:00,18
LECO,ALGO_ADX_28,23,23,0,3.3926,9.6957,2.1236,"[12.0, 4.0, 1.0, 6.0, 3.0, 71.0, 28.0, 2.0, 7.0, 2.0, 1.0, 2.0, 7.0, 2.0, 5.0, 23.0, 11.0, 4.0, 3.0, 1.0, 3.0, 12.0, 13.0]","[3.1799999999999926, 2.739999999999995, 3.549999999999983, 2.030000000000001, 2.8899999999999864, 1.4599999999999795, 5.819999999999993, 3.829999999999984, 0.6699999999999875, 4.969999999999999, 3.8100000000000023, 3.030000000000001, 2.119999999999976, 5.1299999999999955, 4.320000000000022, 1.3800000000000239, 1.8599999999999852, 3.9000000000000057, 6.77000000000001, 3.430000000000007, 3.8499999999999943, 2.109999999999985, 5.180000000000007]","[2.580540452811809, 2.14885107050427, 2.6384243775547995, 1.4472089541598354, 2.007920516917937, 0.989495086411372, 3.936954610025024, 2.484592928965283, 0.42745948704860753, 3.140997282436958, 2.3404386018797236, 1.7847676267891859, 1.2339930151338627, 3.175684041104368, 2.6460859977949416, 0.8181656489002336, 1.101699934845694, 2.2821698168412463, 3.881435615181751, 1.9014357780364803, 2.042765426858383, 1.0798362333674438, 2.750783282884609]",2023-09-12 01:28:56,1.0,ADX_28_1D_STOCK_RESULTS,2023-08-31 21:30:00+00:00,17
PHO,ALGO_ADX_28,9,9,0,1.1244,28.4444,2.1125,"[8.0, 4.0, 7.0, 3.0, 117.0, 102.0, 6.0, 6.0, 3.0]","[1.1800000000000068, 1.0899999999999963, 0.8500000000000014, 1.1099999999999994, 0.7800000000000011, 1.3499999999999943, 1.1899999999999977, 1.2999999999999972, 1.2700000000000031]","[2.5021204410517535, 2.207371405427291, 1.644736842105266, 2.097505668934239, 1.433560007351592, 2.4567788898998986, 2.130325814536337, 2.2823033707865115, 2.257777777777783]",2023-09-12 01:34:22,1.0,ADX_28_1D_STOCK_RESULTS,2023-08-31 21:30:00+00:00,17
PAGP,ALGO_ADX_28,22,20,2,0.2750,11.5455,2.1086,"[1.0, 4.0, 5.0, 5.0, 2.0, 3.0, 3.0, 5.0, 2.0, 50.0, 55.0, 5.0, 2.0, 1.0, 9.0, 3.0, 53.0, 11.0, 15.0, 5.0, 8.0, 7.0]","[0.0600000000000005, 0.03999999999999915, 0.4499999999999993, 0.02999999999999936, -0.019999999999999574, -0.08999999999999986, 0.34999999999999964, 0.33999999999999986, 0.7799999999999994, 0.3200000000000003, 0.35999999999999943, 0.120000000000001, 0.25, 0.129999999999999, 0.4399999999999995, 0.27999999999999936, 0.16999999999999993, 0.39000000000000057, 0.3000000000000007, 0.5700000000000003, 0.379999999999999, 0.3999999999999986]","[0.5842259006816017, 0.3846153846153764, 4.398826979472133, 0.27497708524289055, -0.18214936247722746, -0.8144796380090484, 3.1166518254674944, 2.89855072463768, 6.593406593406588, 2.4710424710424737, 2.7334851936218634, 0.9049773755656184, 1.904036557501904, 0.9900990099009824, 3.2689450222882575, 2.0231213872832323, 1.2239020878329727, 2.75035260930889, 2.063273727647873, 3.8178164768921654, 2.4579560155239264, 2.525252525252516]",2023-09-12 01:33:41,0.9090909090909091,ADX_28_1D_STOCK_RESULTS,2023-09-05 21:30:00+00:00,12
