symbol,strategy_name,trades,profitable_trades,loss_trades,average_profit,average_trade_days,average_percent_profit,trades_buy_dates,trades_sell_dates,trades_days,trades_profit,trades_percent,last_update,percent_wins,table_name,last_sale_date,last_sell_date_diff,median_percent_profit,mode_percent_profit
OIH,ALGO_ADX_28,12,11,1,7.6142,19.9167,2.6574,"[2022-08-03T21:30:00+00:00, 2022-08-25T21:30:00+00:00, 2022-10-21T21:30:00+00:00, 2022-10-25T21:30:00+00:00, 2022-10-28T21:30:00+00:00, 2022-11-02T21:30:00+00:00, 2022-11-08T21:30:00+00:00, 2023-01-17T21:30:00+00:00, 2023-01-20T21:30:00+00:00, 2023-01-27T21:30:00+00:00, 2023-07-26T21:30:00+00:00, 2023-09-26T21:30:00+00:00, 2023-09-29T21:30:00+00:00]","[2022-08-24T21:30:00+00:00, 2022-10-20T21:30:00+00:00, 2022-10-24T21:30:00+00:00, 2022-10-27T21:30:00+00:00, 2022-11-01T21:30:00+00:00, 2022-11-07T21:30:00+00:00, 2023-01-13T21:30:00+00:00, 2023-01-19T21:30:00+00:00, 2023-01-26T21:30:00+00:00, 2023-07-25T21:30:00+00:00, 2023-07-28T21:30:00+00:00, 2023-09-28T21:30:00+00:00]","[15.0, 39.0, 1.0, 2.0, 2.0, 3.0, 45.0, 2.0, 4.0, 122.0, 2.0, 2.0]","[7.1699999999999875, 10.0, 8.689999999999998, 17.45999999999998, 11.919999999999959, 12.949999999999989, 8.710000000000036, -13.129999999999995, 10.099999999999966, 6.390000000000043, 0.30000000000001137, 10.810000000000002]","[2.981288981288976, 3.9215686274509802, 3.2467775079394725, 6.224820849228129, 4.0702041931298085, 4.367916891527249, 2.739424437804698, -3.9931875551230176, 3.17759949661789, 1.9391842680262332, 0.09009279557945024, 3.123013809441267]",2023-10-09 02:10:23,0.9166666666666666,ADX_28_1D_STOCK_RESULTS,2023-09-28 21:30:00+00:00,10,3.1503066530295785,2.981288981288976
KALV,ALGO_ADX_28,24,21,3,0.2296,3.5417,2.6240,"[2023-03-03T21:30:00+00:00, 2023-03-07T21:30:00+00:00, 2023-03-09T21:30:00+00:00, 2023-03-13T21:30:00+00:00, 2023-03-15T21:30:00+00:00, 2023-04-04T21:30:00+00:00, 2023-04-13T21:30:00+00:00, 2023-04-17T21:30:00+00:00, 2023-04-19T21:30:00+00:00, 2023-04-21T21:30:00+00:00, 2023-05-01T21:30:00+00:00, 2023-05-03T21:30:00+00:00, 2023-05-05T21:30:00+00:00, 2023-05-09T21:30:00+00:00, 2023-05-12T21:30:00+00:00, 2023-06-22T21:30:00+00:00, 2023-06-26T21:30:00+00:00, 2023-07-06T21:30:00+00:00, 2023-07-11T21:30:00+00:00, 2023-08-03T21:30:00+00:00, 2023-08-07T21:30:00+00:00, 2023-08-24T21:30:00+00:00, 2023-09-01T21:30:00+00:00, 2023-09-11T21:30:00+00:00, 2023-09-13T21:30:00+00:00]","[2023-03-06T21:30:00+00:00, 2023-03-08T21:30:00+00:00, 2023-03-10T21:30:00+00:00, 2023-03-14T21:30:00+00:00, 2023-04-03T21:30:00+00:00, 2023-04-12T21:30:00+00:00, 2023-04-14T21:30:00+00:00, 2023-04-18T21:30:00+00:00, 2023-04-20T21:30:00+00:00, 2023-04-28T21:30:00+00:00, 2023-05-02T21:30:00+00:00, 2023-05-04T21:30:00+00:00, 2023-05-08T21:30:00+00:00, 2023-05-11T21:30:00+00:00, 2023-05-16T21:30:00+00:00, 2023-06-23T21:30:00+00:00, 2023-07-05T21:30:00+00:00, 2023-07-10T21:30:00+00:00, 2023-08-02T21:30:00+00:00, 2023-08-04T21:30:00+00:00, 2023-08-23T21:30:00+00:00, 2023-08-31T21:30:00+00:00, 2023-09-08T21:30:00+00:00, 2023-09-12T21:30:00+00:00]","[1.0, 1.0, 1.0, 1.0, 13.0, 5.0, 1.0, 1.0, 1.0, 5.0, 1.0, 1.0, 1.0, 2.0, 2.0, 1.0, 6.0, 2.0, 16.0, 1.0, 12.0, 5.0, 4.0, 1.0]","[0.25, 0.03000000000000025, -0.3799999999999999, 0.7200000000000006, 0.3200000000000003, 0.29999999999999893, 0.15000000000000036, 0.0699999999999994, 0.3099999999999996, 0.1899999999999995, 0.33000000000000007, 0.2699999999999996, 0.040000000000000924, 0.10999999999999943, 0.2900000000000009, 0.08999999999999986, -0.10999999999999943, 1.290000000000001, 0.35999999999999943, 0.3000000000000007, -0.02000000000000135, 0.47000000000000064, 0.009999999999999787, 0.11999999999999922]","[3.164556962025316, 0.3947368421052665, -4.828462515883099, 10.449927431059516, 4.232804232804237, 3.645200486026718, 1.8726591760299671, 0.8793969849246155, 3.9390088945362085, 2.3341523341523276, 3.868698710433764, 3.0303030303030254, 0.42328042328043314, 1.1615628299894343, 2.9622063329928596, 0.9221311475409822, -1.2061403508771869, 14.144736842105274, 3.4515819750719023, 2.770083102493081, -0.18099547511313438, 4.296160877513717, 0.09149130832570711, 1.156069364161842]",2023-10-05 05:39:56,0.875,ADX_28_1D_STOCK_RESULTS,2023-09-12 21:30:00+00:00,26,2.5521177183227044,3.164556962025316
AZO,ALGO_ADX_28,13,13,0,63.5685,18.0769,2.6175,"[2022-07-29T21:30:00+00:00, 2022-08-03T21:30:00+00:00, 2022-08-10T21:30:00+00:00, 2022-08-18T21:30:00+00:00, 2022-10-26T21:30:00+00:00, 2022-10-31T21:30:00+00:00, 2022-12-02T21:30:00+00:00, 2023-02-22T21:30:00+00:00, 2023-04-17T21:30:00+00:00, 2023-04-24T21:30:00+00:00, 2023-06-29T21:30:00+00:00, 2023-07-05T21:30:00+00:00, 2023-07-12T21:30:00+00:00, 2023-09-12T21:30:00+00:00]","[2022-08-02T21:30:00+00:00, 2022-08-09T21:30:00+00:00, 2022-08-17T21:30:00+00:00, 2022-10-25T21:30:00+00:00, 2022-10-28T21:30:00+00:00, 2022-12-01T21:30:00+00:00, 2023-02-21T21:30:00+00:00, 2023-04-14T21:30:00+00:00, 2023-04-21T21:30:00+00:00, 2023-05-10T21:30:00+00:00, 2023-07-03T21:30:00+00:00, 2023-07-11T21:30:00+00:00, 2023-09-11T21:30:00+00:00]","[2.0, 4.0, 5.0, 47.0, 2.0, 22.0, 53.0, 36.0, 4.0, 12.0, 2.0, 4.0, 42.0]","[41.32009999999991, 58.56979999999976, 78.76999999999998, 98.5, 89.23019999999997, 83.32000000000016, 49.12989999999991, 47.12010000000009, 77.76000000000022, 59.76999999999998, 42.670100000000275, 42.970000000000255, 57.25999999999976]","[1.9461696981451906, 2.6995417308311143, 3.5022896490912068, 4.249224387131347, 3.6646502989724485, 3.298534820286867, 1.933098827075239, 1.8315855242702288, 2.940064316175493, 2.2332904049855613, 1.7589535244510777, 1.7307840177704135, 2.2395356659548242]",2023-10-09 01:01:22,1.0,ADX_28_1D_STOCK_RESULTS,2023-09-11 21:30:00+00:00,27,2.2395356659548242,1.9461696981451906
LNZA,ALGO_ADX_28,7,6,1,0.1986,15.4286,2.6129,"[2022-07-29T21:30:00+00:00, 2022-08-09T21:30:00+00:00, 2023-08-14T21:30:00+00:00, 2023-09-07T21:30:00+00:00, 2023-09-11T21:30:00+00:00, 2023-09-13T21:30:00+00:00, 2023-09-18T21:30:00+00:00, 2023-09-21T21:30:00+00:00]","[2022-08-08T21:30:00+00:00, 2022-12-01T21:30:00+00:00, 2023-09-06T21:30:00+00:00, 2023-09-08T21:30:00+00:00, 2023-09-12T21:30:00+00:00, 2023-09-15T21:30:00+00:00, 2023-09-20T21:30:00+00:00]","[6.0, 80.0, 16.0, 1.0, 1.0, 2.0, 2.0]","[0.14000000000000057, 0.010000000000001563, 0.4299999999999997, -0.22000000000000064, 0.5699999999999994, 0.3100000000000005, 0.15000000000000036]","[1.4300306435137955, 0.10131712259373417, 6.408345752608044, -2.9411764705882435, 7.559681697612724, 3.9141414141414206, 1.8181818181818226]",2023-10-09 01:55:51,0.8571428571428571,ADX_28_1D_STOCK_RESULTS,2023-09-20 21:30:00+00:00,18,1.8181818181818226,1.4300306435137955
MFG,ALGO_ADX_28,13,12,1,0.0754,15.2308,2.6043,"[2022-07-29T21:30:00+00:00, 2022-08-02T21:30:00+00:00, 2022-12-15T21:30:00+00:00, 2023-04-19T21:30:00+00:00, 2023-05-19T21:30:00+00:00, 2023-07-07T21:30:00+00:00, 2023-07-11T21:30:00+00:00, 2023-07-14T21:30:00+00:00, 2023-07-20T21:30:00+00:00, 2023-07-31T21:30:00+00:00, 2023-09-13T21:30:00+00:00, 2023-09-18T21:30:00+00:00, 2023-09-21T21:30:00+00:00, 2023-09-26T21:30:00+00:00]","[2022-08-01T21:30:00+00:00, 2022-12-14T21:30:00+00:00, 2022-12-20T21:30:00+00:00, 2023-05-18T21:30:00+00:00, 2023-07-06T21:30:00+00:00, 2023-07-10T21:30:00+00:00, 2023-07-13T21:30:00+00:00, 2023-07-19T21:30:00+00:00, 2023-07-28T21:30:00+00:00, 2023-09-12T21:30:00+00:00, 2023-09-15T21:30:00+00:00, 2023-09-20T21:30:00+00:00, 2023-09-25T21:30:00+00:00]","[1.0, 94.0, 3.0, 21.0, 31.0, 1.0, 2.0, 3.0, 6.0, 30.0, 2.0, 2.0, 2.0]","[0.10000000000000009, 0.040000000000000036, 0.20000000000000018, 0.07000000000000028, 0.06000000000000005, 0.06000000000000005, 0.1200000000000001, 0.06000000000000005, 0.1200000000000001, 0.07999999999999963, 0.020000000000000018, 0.08000000000000007, -0.029999999999999805]","[4.184100418410045, 1.6393442622950833, 8.130081300813014, 2.3255813953488467, 1.980198019801982, 1.9480519480519498, 3.8095238095238133, 1.8575851393188871, 3.6923076923076956, 2.318840579710134, 0.5602240896358549, 2.2408963585434196, -0.8310249307479171]",2023-10-09 01:59:21,0.9230769230769231,ADX_28_1D_STOCK_RESULTS,2023-09-25 21:30:00+00:00,13,2.2408963585434196,4.184100418410045
JBSS,ALGO_ADX_28,9,8,1,2.1122,14.3333,2.5906,"[2022-07-29T21:30:00+00:00, 2022-08-29T21:30:00+00:00, 2022-08-31T21:30:00+00:00, 2022-11-01T21:30:00+00:00, 2022-12-15T21:30:00+00:00, 2022-12-21T21:30:00+00:00, 2023-01-18T21:30:00+00:00, 2023-02-06T21:30:00+00:00, 2023-09-07T21:30:00+00:00, 2023-09-11T21:30:00+00:00]","[2022-08-26T21:30:00+00:00, 2022-08-30T21:30:00+00:00, 2022-10-31T21:30:00+00:00, 2022-11-09T21:30:00+00:00, 2022-12-20T21:30:00+00:00, 2023-01-17T21:30:00+00:00, 2023-02-03T21:30:00+00:00, 2023-03-17T21:30:00+00:00, 2023-09-08T21:30:00+00:00]","[20.0, 1.0, 42.0, 6.0, 3.0, 16.0, 12.0, 28.0, 1.0]","[5.1299999999999955, 0.9099999999999966, 1.6600000000000108, 1.480000000000004, 0.6299999999999955, 1.2199999999999989, 7.459999999999994, 1.3400000000000034, -0.8199999999999932]","[6.73670387393302, 1.1127415015896265, 2.027357107962886, 1.7767106842737141, 0.7688552599462967, 1.4600287218764945, 8.778536126147321, 1.4284191450804853, -0.7736578922539799]",2023-10-09 01:50:04,0.8888888888888888,ADX_28_1D_STOCK_RESULTS,2023-09-08 21:30:00+00:00,30,1.4600287218764945,6.73670387393302
AMZN,ALGO_ADX_28,12,11,1,2.9433,5.0833,2.5887,"[2023-02-23T21:30:00+00:00, 2023-03-20T21:30:00+00:00, 2023-03-23T21:30:00+00:00, 2023-04-03T21:30:00+00:00, 2023-04-21T21:30:00+00:00, 2023-04-26T21:30:00+00:00, 2023-05-01T21:30:00+00:00, 2023-05-12T21:30:00+00:00, 2023-05-18T21:30:00+00:00, 2023-09-07T21:30:00+00:00, 2023-09-11T21:30:00+00:00, 2023-09-13T21:30:00+00:00, 2023-09-15T21:30:00+00:00]","[2023-03-17T21:30:00+00:00, 2023-03-22T21:30:00+00:00, 2023-03-31T21:30:00+00:00, 2023-04-20T21:30:00+00:00, 2023-04-25T21:30:00+00:00, 2023-04-28T21:30:00+00:00, 2023-05-11T21:30:00+00:00, 2023-05-17T21:30:00+00:00, 2023-05-30T21:30:00+00:00, 2023-09-08T21:30:00+00:00, 2023-09-12T21:30:00+00:00, 2023-09-14T21:30:00+00:00]","[16.0, 2.0, 6.0, 12.0, 2.0, 2.0, 8.0, 3.0, 7.0, 1.0, 1.0, 1.0]","[3.6700000000000017, 2.0400000000000063, 1.7299999999999898, 1.230000000000004, -1.1899999999999977, 2.6899999999999977, 6.079999999999998, 2.730000000000004, 5.680000000000007, 2.960000000000008, 3.569999999999993, 4.130000000000024]","[3.8181439866833147, 2.0729600650340476, 1.7225928507417998, 1.2023460410557223, -1.121583411875587, 2.5609291698400587, 5.793234873749403, 2.43402282453638, 4.867597908989637, 2.2106049290515366, 2.572972972972968, 2.93011706278824]",2023-10-05 04:17:06,0.9166666666666666,ADX_28_1D_STOCK_RESULTS,2023-09-14 21:30:00+00:00,24,2.4974759971882197,3.8181439866833147
DVAX,ALGO_ADX_28,9,8,1,0.3133,21.8889,2.5323,"[2022-09-15T21:30:00+00:00, 2022-10-28T21:30:00+00:00, 2022-11-01T21:30:00+00:00, 2022-11-08T21:30:00+00:00, 2022-11-14T21:30:00+00:00, 2022-11-16T21:30:00+00:00, 2022-11-22T21:30:00+00:00, 2023-09-20T21:30:00+00:00, 2023-09-27T21:30:00+00:00, 2023-10-02T21:30:00+00:00]","[2022-10-27T21:30:00+00:00, 2022-10-31T21:30:00+00:00, 2022-11-07T21:30:00+00:00, 2022-11-11T21:30:00+00:00, 2022-11-15T21:30:00+00:00, 2022-11-21T21:30:00+00:00, 2023-06-29T21:30:00+00:00, 2023-09-26T21:30:00+00:00, 2023-09-29T21:30:00+00:00]","[30.0, 1.0, 4.0, 3.0, 1.0, 3.0, 149.0, 4.0, 2.0]","[0.39000000000000057, 0.1999999999999993, 0.9700000000000006, 0.10000000000000142, 0.33999999999999986, -0.28000000000000114, 0.2699999999999996, 0.3600000000000012, 0.46999999999999886]","[3.4180543382997417, 1.7391304347826024, 8.347676419965582, 0.7930214115781239, 2.664576802507836, -2.143950995405828, 2.0914020139426768, 2.6124818577648856, 3.268428372739909]",2023-10-05 05:11:19,0.8888888888888888,ADX_28_1D_STOCK_RESULTS,2023-09-29 21:30:00+00:00,9,2.6124818577648856,3.4180543382997417
CASY,ALGO_ADX_28,12,12,0,5.8767,20.7500,2.5209,"[2022-07-29T21:30:00+00:00, 2022-08-03T21:30:00+00:00, 2022-08-10T21:30:00+00:00, 2022-08-18T21:30:00+00:00, 2022-08-22T21:30:00+00:00, 2022-10-31T21:30:00+00:00, 2022-11-14T21:30:00+00:00, 2022-12-27T21:30:00+00:00, 2023-05-05T21:30:00+00:00, 2023-07-05T21:30:00+00:00, 2023-07-19T21:30:00+00:00, 2023-09-14T21:30:00+00:00]","[2022-08-02T21:30:00+00:00, 2022-08-09T21:30:00+00:00, 2022-08-17T21:30:00+00:00, 2022-08-19T21:30:00+00:00, 2022-10-28T21:30:00+00:00, 2022-11-11T21:30:00+00:00, 2022-11-17T21:30:00+00:00, 2023-05-04T21:30:00+00:00, 2023-07-03T21:30:00+00:00, 2023-07-18T21:30:00+00:00, 2023-09-13T21:30:00+00:00, 2023-09-18T21:30:00+00:00]","[2.0, 4.0, 5.0, 1.0, 48.0, 9.0, 3.0, 88.0, 39.0, 9.0, 39.0, 2.0]","[4.030000000000001, 3.9099999999999966, 4.300000000000011, 3.9099999999999966, 6.1200000000000045, 7.8300000000000125, 5.1299999999999955, 2.8100000000000023, 5.47999999999999, 10.619999999999976, 11.920000000000016, 4.4599999999999795]","[1.9927804974533954, 1.9162909233483614, 2.0546636085626964, 1.8186046511627891, 2.7556396055653134, 3.3937239944521553, 2.192963707091863, 1.1894179894179904, 2.300491163259305, 4.365519792822779, 4.6518888541991945, 1.6186397619220365]",2023-10-09 01:09:16,1.0,ADX_28_1D_STOCK_RESULTS,2023-09-18 21:30:00+00:00,20,2.12381365782728,1.9927804974533954
GT,ALGO_ADX_28,9,9,0,0.3278,27.2222,2.5195,"[2022-07-25T21:30:00+00:00, 2022-08-02T21:30:00+00:00, 2022-08-04T21:30:00+00:00, 2022-08-09T21:30:00+00:00, 2022-08-12T21:30:00+00:00, 2022-08-16T21:30:00+00:00, 2023-09-26T21:30:00+00:00, 2023-09-28T21:30:00+00:00, 2023-10-02T21:30:00+00:00, 2023-10-04T21:30:00+00:00]","[2022-08-01T21:30:00+00:00, 2022-08-03T21:30:00+00:00, 2022-08-08T21:30:00+00:00, 2022-08-11T21:30:00+00:00, 2022-08-15T21:30:00+00:00, 2023-07-19T21:30:00+00:00, 2023-09-27T21:30:00+00:00, 2023-09-29T21:30:00+00:00, 2023-10-03T21:30:00+00:00]","[5.0, 1.0, 2.0, 2.0, 1.0, 231.0, 1.0, 1.0, 1.0]","[0.40000000000000036, 0.5299999999999994, 0.5999999999999996, 0.5800000000000001, 0.1899999999999995, 0.39000000000000057, 0.10999999999999943, 0.09999999999999964, 0.05000000000000071]","[3.3726812816188905, 4.354971240755952, 4.709576138147564, 4.289940828402368, 1.2960436562073636, 2.5275437459494525, 0.8943089430894262, 0.8264462809917326, 0.40420371867421756]",2023-10-05 05:28:25,1.0,ADX_28_1D_STOCK_RESULTS,2023-10-03 21:30:00+00:00,5,2.5275437459494525,3.3726812816188905
ARKW,ALGO_ADX_28,7,6,1,1.4829,34.0000,2.5024,"[2022-07-29T21:30:00+00:00, 2022-08-03T21:30:00+00:00, 2022-08-05T21:30:00+00:00, 2022-08-09T21:30:00+00:00, 2022-08-15T21:30:00+00:00, 2022-08-17T21:30:00+00:00, 2023-09-06T21:30:00+00:00, 2023-09-14T21:30:00+00:00]","[2022-08-02T21:30:00+00:00, 2022-08-04T21:30:00+00:00, 2022-08-08T21:30:00+00:00, 2022-08-12T21:30:00+00:00, 2022-08-16T21:30:00+00:00, 2023-07-12T21:30:00+00:00, 2023-09-13T21:30:00+00:00]","[2.0, 1.0, 1.0, 3.0, 1.0, 225.0, 5.0]","[0.8299999999999983, 4.170000000000002, 2.450000000000003, 0.44999999999999574, 0.3399999999999963, 2.4499999999999957, -0.3100000000000023]","[1.54160475482912, 7.184700206753966, 4.075182967398542, 0.7275666936135744, 0.5382301725502554, 3.974047039740464, -0.5245346869712391]",2023-10-09 00:58:24,0.8571428571428571,ADX_28_1D_STOCK_RESULTS,2023-09-13 21:30:00+00:00,25,1.54160475482912,1.54160475482912
HOLI,ALGO_ADX_28,7,6,1,0.4471,32.5714,2.4971,"[2022-07-29T21:30:00+00:00, 2022-08-22T21:30:00+00:00, 2022-08-24T21:30:00+00:00, 2022-11-04T21:30:00+00:00, 2022-11-08T21:30:00+00:00, 2022-11-15T21:30:00+00:00, 2023-01-23T21:30:00+00:00]","[2022-08-19T21:30:00+00:00, 2022-08-23T21:30:00+00:00, 2022-08-30T21:30:00+00:00, 2022-11-07T21:30:00+00:00, 2022-11-14T21:30:00+00:00, 2023-01-20T21:30:00+00:00, 2023-09-11T21:30:00+00:00]","[15.0, 1.0, 4.0, 1.0, 4.0, 44.0, 159.0]","[0.379999999999999, -0.0799999999999983, 0.2799999999999976, 0.28000000000000114, 1.0100000000000016, 0.5700000000000003, 0.6899999999999977]","[2.3735165521548964, -0.468384074941442, 1.6073478760045785, 1.6837041491280889, 5.6773468240584695, 3.014278159703862, 3.5918792295679216]",2023-10-09 01:42:00,0.8571428571428571,ADX_28_1D_STOCK_RESULTS,2023-09-11 21:30:00+00:00,27,2.3735165521548964,2.3735165521548964
FCO,ALGO_ADX_28,9,9,0,0.1289,3.0000,2.4862,"[2022-12-02T21:30:00+00:00, 2022-12-09T21:30:00+00:00, 2022-12-15T21:30:00+00:00, 2023-01-04T21:30:00+00:00, 2023-01-11T21:30:00+00:00, 2023-09-13T21:30:00+00:00, 2023-09-15T21:30:00+00:00, 2023-09-19T21:30:00+00:00, 2023-09-21T21:30:00+00:00, 2023-09-25T21:30:00+00:00]","[2022-12-08T21:30:00+00:00, 2022-12-14T21:30:00+00:00, 2023-01-03T21:30:00+00:00, 2023-01-10T21:30:00+00:00, 2023-01-12T21:30:00+00:00, 2023-09-14T21:30:00+00:00, 2023-09-18T21:30:00+00:00, 2023-09-20T21:30:00+00:00, 2023-09-22T21:30:00+00:00]","[4.0, 3.0, 11.0, 4.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.11000000000000032, 0.16000000000000014, 0.08999999999999986, 0.25, 0.1800000000000006, 0.03000000000000025, 0.040000000000000036, 0.25, 0.04999999999999982]","[2.4175824175824245, 3.463203463203466, 1.8907563025210055, 5.122950819672131, 3.4749034749034866, 0.5067567567567609, 0.6644518272425255, 4.012841091492777, 0.8223684210526285]",2023-10-05 05:18:42,1.0,ADX_28_1D_STOCK_RESULTS,2023-09-22 21:30:00+00:00,16,2.4175824175824245,2.4175824175824245
ALSN,ALGO_ADX_28,19,17,2,1.1563,7.8421,2.4751,"[2022-07-29T21:30:00+00:00, 2022-08-02T21:30:00+00:00, 2022-10-31T21:30:00+00:00, 2022-11-03T21:30:00+00:00, 2022-11-07T21:30:00+00:00, 2023-01-09T21:30:00+00:00, 2023-01-13T21:30:00+00:00, 2023-01-26T21:30:00+00:00, 2023-01-30T21:30:00+00:00, 2023-02-03T21:30:00+00:00, 2023-04-03T21:30:00+00:00, 2023-04-18T21:30:00+00:00, 2023-05-02T21:30:00+00:00, 2023-05-23T21:30:00+00:00, 2023-06-06T21:30:00+00:00, 2023-06-08T21:30:00+00:00, 2023-06-15T21:30:00+00:00, 2023-06-21T21:30:00+00:00, 2023-09-25T21:30:00+00:00, 2023-10-02T21:30:00+00:00]","[2022-08-01T21:30:00+00:00, 2022-10-28T21:30:00+00:00, 2022-11-02T21:30:00+00:00, 2022-11-04T21:30:00+00:00, 2022-11-15T21:30:00+00:00, 2023-01-12T21:30:00+00:00, 2023-01-25T21:30:00+00:00, 2023-01-27T21:30:00+00:00, 2023-02-02T21:30:00+00:00, 2023-02-17T21:30:00+00:00, 2023-04-17T21:30:00+00:00, 2023-05-01T21:30:00+00:00, 2023-05-22T21:30:00+00:00, 2023-06-05T21:30:00+00:00, 2023-06-07T21:30:00+00:00, 2023-06-14T21:30:00+00:00, 2023-06-20T21:30:00+00:00, 2023-06-23T21:30:00+00:00, 2023-09-29T21:30:00+00:00]","[1.0, 62.0, 2.0, 1.0, 6.0, 3.0, 7.0, 1.0, 3.0, 10.0, 9.0, 9.0, 14.0, 8.0, 1.0, 4.0, 2.0, 2.0, 4.0]","[0.7100000000000009, -0.22999999999999687, 0.8500000000000014, 1.3599999999999994, -0.010000000000005116, 0.7199999999999989, 0.6199999999999974, 0.7000000000000028, 1.1899999999999977, 4.950000000000003, 1.1299999999999955, 2.1000000000000014, 0.6799999999999997, 1.7800000000000011, 1.25, 1.7899999999999991, 0.36999999999999744, 0.6899999999999977, 1.3200000000000003]","[1.7389174626500143, -0.5544840887174467, 2.0486864304651755, 3.319502074688795, -0.02328288707800958, 1.6981132075471674, 1.4455584052226567, 1.5894641235240754, 2.6813880126182914, 10.895883777239716, 2.5016603940668483, 4.5190445448676595, 1.4009064688916353, 3.6326530612244925, 2.5, 3.3927217589082623, 0.6940536484712013, 1.3031161473087776, 2.2422286393748943]",2023-10-09 00:56:10,0.8947368421052632,ADX_28_1D_STOCK_RESULTS,2023-09-29 21:30:00+00:00,9,2.0486864304651755,1.7389174626500143
NLR,ALGO_ADX_28,12,12,0,1.5250,23.3333,2.4647,"[2022-07-29T21:30:00+00:00, 2022-08-10T21:30:00+00:00, 2022-08-18T21:30:00+00:00, 2023-01-31T21:30:00+00:00, 2023-06-14T21:30:00+00:00, 2023-07-17T21:30:00+00:00, 2023-07-27T21:30:00+00:00, 2023-08-11T21:30:00+00:00, 2023-08-23T21:30:00+00:00, 2023-08-31T21:30:00+00:00, 2023-09-13T21:30:00+00:00, 2023-09-15T21:30:00+00:00]","[2022-08-09T21:30:00+00:00, 2022-08-17T21:30:00+00:00, 2023-01-30T21:30:00+00:00, 2023-06-13T21:30:00+00:00, 2023-07-14T21:30:00+00:00, 2023-07-26T21:30:00+00:00, 2023-08-10T21:30:00+00:00, 2023-08-22T21:30:00+00:00, 2023-08-30T21:30:00+00:00, 2023-09-12T21:30:00+00:00, 2023-09-14T21:30:00+00:00, 2023-09-26T21:30:00+00:00]","[7.0, 5.0, 112.0, 92.0, 20.0, 7.0, 10.0, 7.0, 5.0, 7.0, 1.0, 7.0]","[0.7899999999999991, 0.8499999999999943, 1.259999999999998, 2.6499999999999986, 1.2100000000000009, 0.6599999999999966, 1.3900000000000006, 1.8800000000000026, 1.2199999999999918, 1.980000000000004, 2.6500000000000057, 1.759999999999991]","[1.4363636363636347, 1.5086971955981439, 2.2151898734177182, 4.5501373626373605, 2.006633499170814, 1.0963455149501604, 2.28957338165047, 3.040595180333176, 1.9325201964200722, 3.0480295566502527, 3.9617282104948504, 2.4911535739561086]",2023-10-09 02:06:05,1.0,ADX_28_1D_STOCK_RESULTS,2023-09-26 21:30:00+00:00,12,2.252381627534094,1.4363636363636347
NOW,ALGO_ADX_28,12,11,1,12.6533,20.5000,2.4548,"[2022-07-25T21:30:00+00:00, 2022-08-03T21:30:00+00:00, 2022-08-05T21:30:00+00:00, 2022-08-09T21:30:00+00:00, 2022-08-12T21:30:00+00:00, 2023-05-24T21:30:00+00:00, 2023-05-30T21:30:00+00:00, 2023-06-07T21:30:00+00:00, 2023-06-16T21:30:00+00:00, 2023-08-25T21:30:00+00:00, 2023-08-29T21:30:00+00:00, 2023-09-22T21:30:00+00:00, 2023-10-03T21:30:00+00:00]","[2022-08-02T21:30:00+00:00, 2022-08-04T21:30:00+00:00, 2022-08-08T21:30:00+00:00, 2022-08-11T21:30:00+00:00, 2023-05-23T21:30:00+00:00, 2023-05-26T21:30:00+00:00, 2023-06-06T21:30:00+00:00, 2023-06-15T21:30:00+00:00, 2023-07-18T21:30:00+00:00, 2023-08-28T21:30:00+00:00, 2023-08-30T21:30:00+00:00, 2023-10-02T21:30:00+00:00]","[6.0, 1.0, 1.0, 2.0, 195.0, 2.0, 5.0, 6.0, 20.0, 1.0, 1.0, 6.0]","[-0.7699999999999818, 7.0400000000000205, 17.02000000000004, 27.720000000000027, 3.0600000000000023, 37.91999999999996, 8.5, 7.5, 15.43999999999994, 12.17999999999995, 13.259999999999991, 2.9700000000000273]","[-0.1728666681633437, 1.5279435702658752, 3.5600736278447203, 5.630941740472908, 0.6066132741257637, 7.634079561926227, 1.551094890510949, 1.3500135001350013, 2.6881626825913507, 2.1968111968833326, 2.346238233420623, 0.5382580013773656]",2023-10-05 05:57:00,0.9166666666666666,ADX_28_1D_STOCK_RESULTS,2023-10-02 21:30:00+00:00,6,1.8739530436971408,-0.1728666681633437
