symbol,strategy_name,trades,profitable_trades,loss_trades,sharpe_ratio,average_profit,average_trade_days,average_percent_profit,median_percent_profit,percent_wins,last_sale_date,last_sell_date_diff,table_name,trades_buy_dates,trades_sell_dates,trades_days,trades_profit,trades_percent,last_update
DFS,ALGO_ADX_28,11,11,0,1.4454,3.4400,3.8182,3.3857,3.362037376328327,1.0,2023-12-06 21:30:00+00:00,25,ADX_28_1D_STOCK_RESULTS,"[2023-05-04T21:30:00+00:00, 2023-05-08T21:30:00+00:00, 2023-05-15T21:30:00+00:00, 2023-05-18T21:30:00+00:00, 2023-05-23T21:30:00+00:00, 2023-06-01T21:30:00+00:00, 2023-06-06T21:30:00+00:00, 2023-06-08T21:30:00+00:00, 2023-06-15T21:30:00+00:00, 2023-11-29T21:30:00+00:00, 2023-12-04T21:30:00+00:00]","[2023-05-05T21:30:00+00:00, 2023-05-12T21:30:00+00:00, 2023-05-17T21:30:00+00:00, 2023-05-22T21:30:00+00:00, 2023-05-31T21:30:00+00:00, 2023-06-05T21:30:00+00:00, 2023-06-07T21:30:00+00:00, 2023-06-14T21:30:00+00:00, 2023-07-12T21:30:00+00:00, 2023-12-01T21:30:00+00:00, 2023-12-06T21:30:00+00:00]","[1.0, 4.0, 2.0, 2.0, 5.0, 2.0, 1.0, 4.0, 17.0, 2.0, 2.0]","[0.19999999999998863, 0.030000000000001137, 1.8100000000000023, 2.1899999999999977, 2.0, 6.3700000000000045, 3.6700000000000017, 4.969999999999999, 4.730000000000004, 4.689999999999998, 7.180000000000007]","[0.21155066638458708, 0.031039834454217416, 1.8903394255874697, 2.2168235651381694, 1.9801980198019802, 6.169491525423734, 3.362037376328327, 4.398230088495574, 4.0719696969697, 5.329545454545452, 7.581036849329539]",2023-12-30 12:51:43
KRC,ALGO_ADX_28,10,9,1,1.3982,1.0510,2.2000,3.3532,3.444713079757216,0.9,2023-12-07 21:30:00+00:00,24,ADX_28_1D_STOCK_RESULTS,"[2023-06-27T21:30:00+00:00, 2023-06-29T21:30:00+00:00, 2023-07-03T21:30:00+00:00, 2023-07-06T21:30:00+00:00, 2023-07-11T21:30:00+00:00, 2023-07-14T21:30:00+00:00, 2023-07-19T21:30:00+00:00, 2023-11-24T21:30:00+00:00, 2023-11-30T21:30:00+00:00, 2023-12-05T21:30:00+00:00]","[2023-06-28T21:30:00+00:00, 2023-06-30T21:30:00+00:00, 2023-07-05T21:30:00+00:00, 2023-07-10T21:30:00+00:00, 2023-07-13T21:30:00+00:00, 2023-07-18T21:30:00+00:00, 2023-07-27T21:30:00+00:00, 2023-11-29T21:30:00+00:00, 2023-12-04T21:30:00+00:00, 2023-12-07T21:30:00+00:00]","[1.0, 1.0, 1.0, 2.0, 2.0, 2.0, 6.0, 3.0, 2.0, 2.0]","[1.0600000000000023, 1.1400000000000006, 0.8299999999999983, 1.370000000000001, 0.529999999999994, -0.6299999999999955, 1.1400000000000006, 2.2600000000000016, 1.8699999999999974, 0.9399999999999977]","[3.534511503834619, 3.869653767820776, 2.7602261390089735, 4.549983394221193, 1.6423923148434894, -1.8817204301075134, 3.3549146556798135, 7.448912326961113, 5.612244897959176, 2.6411913458836684]",2023-12-30 13:11:05
IETC,ALGO_ADX_28,9,8,1,1.024,1.3842,6.2222,2.6747,3.0769230769230775,0.8888888888888888,2023-12-13 21:30:00+00:00,18,ADX_28_1D_STOCK_RESULTS,"[2023-05-04T21:30:00+00:00, 2023-05-12T21:30:00+00:00, 2023-05-19T21:30:00+00:00, 2023-10-09T21:30:00+00:00, 2023-10-13T21:30:00+00:00, 2023-10-23T21:30:00+00:00, 2023-11-06T21:30:00+00:00, 2023-11-14T21:30:00+00:00, 2023-11-22T21:30:00+00:00]","[2023-05-11T21:30:00+00:00, 2023-05-18T21:30:00+00:00, 2023-05-30T21:30:00+00:00, 2023-10-12T21:30:00+00:00, 2023-10-20T21:30:00+00:00, 2023-11-03T21:30:00+00:00, 2023-11-13T21:30:00+00:00, 2023-11-21T21:30:00+00:00, 2023-12-13T21:30:00+00:00]","[5.0, 4.0, 6.0, 3.0, 5.0, 9.0, 5.0, 5.0, 14.0]","[0.980000000000004, 1.7399999999999949, 3.270000000000003, 1.4600000000000009, -1.9100000000000037, 2.2480000000000047, 1.740000000000002, 1.1099999999999994, 1.8200000000000003]","[2.124891587163929, 3.677869372225734, 6.596731894290908, 2.701702442635087, -3.4532634243355695, 4.282557342071182, 3.1464737793851754, 1.918755401901468, 3.0769230769230775]",2023-12-30 13:05:46
PLUS,ALGO_ADX_28,15,13,2,1.0357,1.4080,2.0000,2.5693,3.1743524952621573,0.8666666666666667,2023-12-19 21:30:00+00:00,12,ADX_28_1D_STOCK_RESULTS,"[2023-05-04T21:30:00+00:00, 2023-05-08T21:30:00+00:00, 2023-05-10T21:30:00+00:00, 2023-05-16T21:30:00+00:00, 2023-05-19T21:30:00+00:00, 2023-05-24T21:30:00+00:00, 2023-05-30T21:30:00+00:00, 2023-06-02T21:30:00+00:00, 2023-06-06T21:30:00+00:00, 2023-06-08T21:30:00+00:00, 2023-11-27T21:30:00+00:00, 2023-11-30T21:30:00+00:00, 2023-12-05T21:30:00+00:00, 2023-12-11T21:30:00+00:00, 2023-12-14T21:30:00+00:00]","[2023-05-05T21:30:00+00:00, 2023-05-09T21:30:00+00:00, 2023-05-15T21:30:00+00:00, 2023-05-18T21:30:00+00:00, 2023-05-23T21:30:00+00:00, 2023-05-26T21:30:00+00:00, 2023-06-01T21:30:00+00:00, 2023-06-05T21:30:00+00:00, 2023-06-07T21:30:00+00:00, 2023-06-13T21:30:00+00:00, 2023-11-29T21:30:00+00:00, 2023-12-04T21:30:00+00:00, 2023-12-08T21:30:00+00:00, 2023-12-13T21:30:00+00:00, 2023-12-19T21:30:00+00:00]","[1.0, 1.0, 3.0, 2.0, 2.0, 2.0, 2.0, 1.0, 1.0, 3.0, 2.0, 2.0, 3.0, 2.0, 3.0]","[2.1300000000000026, -1.5899999999999963, 1.3799999999999955, 0.9100000000000037, 0.9699999999999989, 2.809999999999995, -0.990000000000002, 1.3300000000000054, 2.509999999999998, 1.8200000000000003, 1.3100000000000023, 2.009999999999998, 1.6700000000000017, 2.3599999999999994, 2.489999999999995]","[5.024769992922865, -3.6392767223620885, 3.245531514581362, 2.1108791463697605, 2.1483942414174946, 6.096767194619213, -1.96506550218341, 2.6782118405155164, 4.975222993062434, 3.332722944515657, 2.1054323368691774, 3.1743524952621573, 2.5264750378214855, 3.3932422717469444, 3.3324411134903573]",2023-12-30 13:22:49
UAUG,ALGO_ADX_28,6,6,0,3.4769,0.7178,15.6667,2.5420,2.666837344256699,1.0,2023-12-14 21:30:00+00:00,17,ADX_28_1D_STOCK_RESULTS,"[2023-05-04T21:30:00+00:00, 2023-05-31T21:30:00+00:00, 2023-06-07T21:30:00+00:00, 2023-06-20T21:30:00+00:00, 2023-10-03T21:30:00+00:00, 2023-11-16T21:30:00+00:00]","[2023-05-30T21:30:00+00:00, 2023-06-06T21:30:00+00:00, 2023-06-16T21:30:00+00:00, 2023-07-13T21:30:00+00:00, 2023-11-15T21:30:00+00:00, 2023-12-14T21:30:00+00:00]","[17.0, 4.0, 7.0, 16.0, 31.0, 19.0]","[0.6799999999999997, 0.28999999999999915, 0.75, 0.75, 0.8770000000000024, 0.9600000000000009]","[2.5392083644510817, 1.0603290676416788, 2.6881720430107525, 2.6455026455026456, 3.063220398183732, 3.2553407934893217]",2023-12-30 13:35:21
EPI,ALGO_ADX_28,7,6,1,1.2507,0.8557,13.2857,2.3763,2.5006795324816573,0.8571428571428571,2023-12-18 21:30:00+00:00,13,ADX_28_1D_STOCK_RESULTS,"[2023-05-04T21:30:00+00:00, 2023-06-15T21:30:00+00:00, 2023-10-04T21:30:00+00:00, 2023-10-30T21:30:00+00:00, 2023-11-10T21:30:00+00:00, 2023-11-28T21:30:00+00:00, 2023-12-06T21:30:00+00:00]","[2023-06-14T21:30:00+00:00, 2023-07-12T21:30:00+00:00, 2023-10-27T21:30:00+00:00, 2023-11-09T21:30:00+00:00, 2023-11-27T21:30:00+00:00, 2023-12-05T21:30:00+00:00, 2023-12-18T21:30:00+00:00]","[28.0, 17.0, 17.0, 8.0, 10.0, 5.0, 8.0]","[1.240000000000002, 1.1899999999999977, -0.6700000000000017, 0.8599999999999994, 0.9200000000000017, 1.5300000000000011, 0.9200000000000017]","[3.7405731523378645, 3.4653465346534587, -1.835616438356169, 2.3942093541202656, 2.5006795324816573, 4.046548532134358, 2.322645796516036]",2023-12-30 12:54:58
SPHQ,ALGO_ADX_28,7,6,1,0.9064,1.0571,12.5714,2.1626,3.0561330561330537,0.8571428571428571,2023-12-13 21:30:00+00:00,18,ADX_28_1D_STOCK_RESULTS,"[2023-05-04T21:30:00+00:00, 2023-05-22T21:30:00+00:00, 2023-06-15T21:30:00+00:00, 2023-10-09T21:30:00+00:00, 2023-10-30T21:30:00+00:00, 2023-11-06T21:30:00+00:00, 2023-11-16T21:30:00+00:00, 2023-12-14T21:30:00+00:00]","[2023-05-19T21:30:00+00:00, 2023-06-14T21:30:00+00:00, 2023-07-13T21:30:00+00:00, 2023-10-27T21:30:00+00:00, 2023-11-03T21:30:00+00:00, 2023-11-15T21:30:00+00:00, 2023-12-13T21:30:00+00:00]","[11.0, 16.0, 18.0, 14.0, 4.0, 7.0, 18.0]","[1.2399999999999949, 1.4699999999999989, 1.3100000000000023, -1.6899999999999977, 1.9199999999999946, 1.5399999999999991, 1.6099999999999994]","[2.6388593317727067, 3.0561330561330537, 2.6437941473259383, -3.3725803232887603, 3.9834024896265445, 3.062848050914875, 3.125606678314889]",2023-12-30 13:30:21
TEL,ALGO_ADX_28,12,11,1,1.0648,2.7033,4.8333,2.0961,2.74813683891617,0.9166666666666666,2023-12-15 21:30:00+00:00,16,ADX_28_1D_STOCK_RESULTS,"[2023-05-04T21:30:00+00:00, 2023-05-09T21:30:00+00:00, 2023-05-24T21:30:00+00:00, 2023-06-01T21:30:00+00:00, 2023-06-06T21:30:00+00:00, 2023-06-09T21:30:00+00:00, 2023-06-15T21:30:00+00:00, 2023-06-21T21:30:00+00:00, 2023-06-30T21:30:00+00:00, 2023-09-07T21:30:00+00:00, 2023-12-01T21:30:00+00:00, 2023-12-13T21:30:00+00:00]","[2023-05-08T21:30:00+00:00, 2023-05-23T21:30:00+00:00, 2023-05-31T21:30:00+00:00, 2023-06-05T21:30:00+00:00, 2023-06-08T21:30:00+00:00, 2023-06-14T21:30:00+00:00, 2023-06-20T21:30:00+00:00, 2023-06-29T21:30:00+00:00, 2023-07-13T21:30:00+00:00, 2023-09-21T21:30:00+00:00, 2023-12-12T21:30:00+00:00, 2023-12-15T21:30:00+00:00]","[2.0, 10.0, 4.0, 2.0, 2.0, 3.0, 2.0, 6.0, 8.0, 10.0, 7.0, 2.0]","[3.450000000000003, 1.8100000000000023, 1.039999999999992, 3.769999999999996, 3.990000000000009, 4.5, 2.8899999999999864, 2.069999999999993, 3.680000000000007, -4.450000000000003, 5.160000000000025, 4.530000000000001]","[2.859037043175605, 1.4859206961661622, 0.8592200925313879, 3.0853588673377494, 3.20636451301833, 3.5005834305717616, 2.1893939393939292, 1.5361781076066738, 2.6372366346567344, -3.4571162212554407, 3.9497856705450287, 3.3012680367293408]",2023-12-30 13:33:01
MLNK,ALGO_ADX_28,14,12,2,0.8463,0.3764,2.1429,2.0819,2.9618902439024417,0.8571428571428571,2023-12-14 21:30:00+00:00,17,ADX_28_1D_STOCK_RESULTS,"[2023-05-04T21:30:00+00:00, 2023-05-09T21:30:00+00:00, 2023-05-15T21:30:00+00:00, 2023-05-17T21:30:00+00:00, 2023-05-19T21:30:00+00:00, 2023-05-24T21:30:00+00:00, 2023-05-26T21:30:00+00:00, 2023-11-09T21:30:00+00:00, 2023-11-14T21:30:00+00:00, 2023-11-17T21:30:00+00:00, 2023-11-22T21:30:00+00:00, 2023-12-01T21:30:00+00:00, 2023-12-05T21:30:00+00:00, 2023-12-07T21:30:00+00:00]","[2023-05-08T21:30:00+00:00, 2023-05-12T21:30:00+00:00, 2023-05-16T21:30:00+00:00, 2023-05-18T21:30:00+00:00, 2023-05-23T21:30:00+00:00, 2023-05-25T21:30:00+00:00, 2023-05-31T21:30:00+00:00, 2023-11-13T21:30:00+00:00, 2023-11-16T21:30:00+00:00, 2023-11-21T21:30:00+00:00, 2023-11-30T21:30:00+00:00, 2023-12-04T21:30:00+00:00, 2023-12-06T21:30:00+00:00, 2023-12-14T21:30:00+00:00]","[2.0, 3.0, 1.0, 1.0, 2.0, 1.0, 2.0, 2.0, 2.0, 2.0, 5.0, 1.0, 1.0, 5.0]","[0.5099999999999998, 0.46000000000000085, 0.5, 0.4499999999999993, 1.0500000000000007, 0.26000000000000156, 0.08999999999999986, -0.3200000000000003, -0.6499999999999986, 0.05000000000000071, 0.5800000000000018, 0.7600000000000016, 0.8399999999999999, 0.6900000000000013]","[3.35747202106649, 2.8750000000000053, 3.0487804878048785, 2.689778840406451, 5.794701986754971, 1.377118644067805, 0.4746835443037967, -1.7030335284725935, -3.42105263157894, 0.2704164413196361, 3.101604278074876, 4.006325777543498, 4.099560761346998, 3.17533364012886]",2023-12-30 13:14:17
FMAY,ALGO_ADX_28,7,6,1,1.0458,0.7714,18.0000,2.0323,2.660406885758988,0.8571428571428571,2023-12-14 21:30:00+00:00,17,ADX_28_1D_STOCK_RESULTS,"[2023-05-04T21:30:00+00:00, 2023-05-22T21:30:00+00:00, 2023-06-15T21:30:00+00:00, 2023-08-17T21:30:00+00:00, 2023-10-05T21:30:00+00:00, 2023-11-10T21:30:00+00:00, 2023-11-17T21:30:00+00:00]","[2023-05-19T21:30:00+00:00, 2023-06-14T21:30:00+00:00, 2023-07-14T21:30:00+00:00, 2023-10-04T21:30:00+00:00, 2023-11-09T21:30:00+00:00, 2023-11-16T21:30:00+00:00, 2023-12-14T21:30:00+00:00]","[11.0, 16.0, 19.0, 33.0, 25.0, 4.0, 18.0]","[1.1600000000000037, 1.1000000000000014, 1.019999999999996, -0.9600000000000009, 0.9499999999999957, 0.8700000000000045, 1.2600000000000051]","[3.189441847676667, 2.945113788487286, 2.660406885758988, -2.471042471042473, 2.4960588544403457, 2.2405356682977198, 3.1658291457286563]",2023-12-30 12:58:38
