symbol,strategy_name,trades,profitable_trades,loss_trades,average_profit,average_trade_days,average_percent_profit,trades_days,trades_profit,trades_percent,last_update,percent_wins,table_name,last_sale_date,last_sell_date_diff
PIII,ALGO_EMA_RSI_ADX_BB_CGPT,7,6,1,0.0400,1.0000,1.8192,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.06499999999999972, 0.05999999999999983, 0.029999999999999805, 0.020000000000000018, 0.10499999999999998, -0.029999999999999805, 0.029999999999999805]","[3.307888040712454, 3.0456852791878086, 1.209677419354831, 0.8146639511201635, 4.312114989733059, -1.4117647058823437, 1.456310679611641]",2023-09-29 09:01:35,0.8571428571428571,EMA_RSI_ADX_BB_P1_L.75_AV_30M_STOCK_RESULTS,2023-09-15 16:30:00+00:00,13
VEON,ALGO_EMA_RSI_ADX_BB_CGPT,6,6,0,0.2662,1.5000,1.4262,"[1.0, 1.0, 2.0, 3.0, 1.0, 1.0]","[0.22900000000000276, 0.6400000000000006, 0.03500000000000014, 0.4800000000000004, 0.030000000000001137, 0.18299999999999983]","[1.2261726279717433, 3.4316353887399496, 0.1828631138975974, 2.587601078167118, 0.15789473684211125, 0.9708222811671078]",2023-09-29 09:10:25,1.0,EMA_RSI_ADX_BB_P1_L.75_AV_30M_STOCK_RESULTS,2023-09-27 16:00:00+00:00,1
ADSE,ALGO_EMA_RSI_ADX_BB_CGPT,6,5,1,0.0997,1.0000,1.3573,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.1200000000000001, 0.009999999999999787, 0.009999999999999787, -0.03000000000000025, 0.28800000000000026, 0.20000000000000018]","[1.6238159675236823, 0.12755102040816055, 0.12886597938144057, -0.3836317135549904, 3.9226368836829235, 2.724795640326978]",2023-09-29 08:37:20,0.8333333333333334,EMA_RSI_ADX_BB_P1_L.75_AV_30M_STOCK_RESULTS,2023-09-13 19:30:00+00:00,15
CINF,ALGO_EMA_RSI_ADX_BB_CGPT,7,6,1,1.0630,1.2857,1.0434,"[1.0, 1.0, 1.0, 1.0, 2.0, 2.0, 1.0]","[0.6550000000000011, 0.7939999999999969, -3.1380000000000052, 3.1380000000000052, 2.403000000000006, 0.1489999999999867, 3.4399999999999977]","[0.6444186458353841, 0.7399606721154086, -2.7993113230269717, 2.9756768289791906, 2.3254463637683322, 0.14117870001893754, 3.2761904761904743]",2023-09-29 08:43:30,0.8571428571428571,EMA_RSI_ADX_BB_P1_L.75_AV_30M_STOCK_RESULTS,2023-09-19 12:00:00+00:00,10
UPBD,ALGO_EMA_RSI_ADX_BB_CGPT,6,5,1,0.2793,1.5000,0.8550,"[1.0, 2.0, 1.0, 1.0, 3.0, 1.0]","[0.07499999999999574, 0.08599999999999852, 1.0300000000000011, 0.4499999999999993, -0.07000000000000028, 0.10500000000000043]","[0.2212063117534161, 0.25410707954142103, 3.029411764705886, 1.508042895442357, -0.2323265847992044, 0.3498250874562733]",2023-09-29 09:10:23,0.8333333333333334,EMA_RSI_ADX_BB_P1_L.75_AV_30M_STOCK_RESULTS,2023-09-15 17:00:00+00:00,13
VNOM,ALGO_EMA_RSI_ADX_BB_CGPT,22,18,4,0.2175,1.1364,0.7741,"[1.0, 1.0, 1.0, 3.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.00999999999999801, 0.03999999999999915, 0.33500000000000085, -0.2170000000000023, 0.019999999999999574, 0.030000000000001137, 0.5440000000000005, 0.2959999999999994, 0.8099999999999987, 0.06499999999999773, 1.1199999999999974, -0.030000000000001137, 0.15199999999999747, 0.045999999999999375, -0.120000000000001, 0.7699999999999996, 0.28999999999999915, -0.9899999999999984, 0.46999999999999886, 0.5299999999999976, 0.06400000000000006, 0.5500000000000007]","[0.03821607368058245, 0.1531569475820314, 1.2831316071702192, -0.8404012238100859, 0.07463800567248685, 0.10782446177623238, 1.8862036683887535, 1.0548448023947805, 2.8784648187633217, 0.22811019477100447, 3.9284461592423616, -0.10533707865168938, 0.5432840088640984, 0.1645560563783336, -0.4278074866310196, 2.7314650585313927, 1.022927689594353, -3.3559322033898256, 1.6439314445610314, 1.8681706027493745, 0.2242781048500142, 1.927119831814999]",2023-09-29 09:11:04,0.8181818181818182,EMA_RSI_ADX_BB_P1_L.75_AV_30M_STOCK_RESULTS,2023-09-14 21:00:00+00:00,14
ZBRA,ALGO_EMA_RSI_ADX_BB_CGPT,7,6,1,2.0257,1.1429,0.7590,"[1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0]","[1.089999999999975, -1.400000000000034, 1.1999999999999886, 6.319999999999993, 0.07999999999998408, 5.029999999999973, 1.8600000000000136]","[0.4205733688312594, -0.5264543300868778, 0.45784051888591704, 2.369881505924701, 0.030084235860403156, 1.884954094060323, 0.6757738700770286]",2023-09-29 09:12:57,0.8571428571428571,EMA_RSI_ADX_BB_P1_L.75_AV_30M_STOCK_RESULTS,2023-09-01 22:30:00+00:00,27
ASTE,ALGO_EMA_RSI_ADX_BB_CGPT,6,6,0,0.3450,1.0000,0.6676,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.08499999999999375, 0.060000000000002274, 0.37999999999999545, 0.16499999999999915, 0.740000000000002, 0.6400000000000006]","[0.1640040132746657, 0.11333585190782447, 0.7344414379590171, 0.3153669724770626, 1.442776369662706, 1.2355212355212368]",2023-09-29 08:39:49,1.0,EMA_RSI_ADX_BB_P1_L.75_AV_30M_STOCK_RESULTS,2023-08-30 13:30:00+00:00,30
SKYT,ALGO_EMA_RSI_ADX_BB_CGPT,7,6,1,0.0509,1.0000,0.6067,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.11599999999999966, 0.009999999999999787, 0.049999999999998934, -0.09499999999999886, 0.16499999999999915, 0.03500000000000014, 0.07500000000000018]","[1.1648925487045558, 0.09999999999999788, 0.5364806866952675, -1.016042780748651, 1.8032786885245808, 0.5120702267739596, 1.1459129106187955]",2023-09-29 09:06:19,0.8571428571428571,EMA_RSI_ADX_BB_P1_L.75_AV_30M_STOCK_RESULTS,2023-09-07 14:30:00+00:00,22
ACLS,ALGO_EMA_RSI_ADX_BB_CGPT,6,6,0,1.0925,1.3333,0.5922,"[1.0, 1.0, 1.0, 3.0, 1.0, 1.0]","[0.09999999999999432, 1.5999999999999943, 0.009999999999990905, 0.7350000000000136, 1.25, 2.859999999999985]","[0.050916496945007286, 0.824105073396855, 0.005201560468135712, 0.3870661962188708, 0.6585532901322375, 1.6274041197223084]",2023-09-29 08:37:22,1.0,EMA_RSI_ADX_BB_P1_L.75_AV_30M_STOCK_RESULTS,2023-09-07 14:30:00+00:00,22
