symbol,strategy_name,trades,profitable_trades,loss_trades,sharpe_ratio,average_profit,average_trade_days,average_percent_profit,median_percent_profit,percent_wins,last_sale_date,last_sell_date_diff,table_name,trades_buy_dates,trades_sell_dates,trades_days,trades_profit,trades_percent,last_update
ARIS,ALGO_ADX_28,6,6,0,0.9746,0.1142,1.6667,1.2854,1.1149381298635046,1.0,2024-02-15 16:30:00+00:00,24,ADX_28_P.5_L.5_AV_30M_STOCK_RESULTS,"[2024-02-14T16:00:00+00:00, 2024-02-14T17:00:00+00:00, 2024-02-14T18:00:00+00:00, 2024-02-14T19:30:00+00:00, 2024-02-14T21:00:00+00:00, 2024-02-15T15:30:00+00:00]","[2024-02-14T16:30:00+00:00, 2024-02-14T17:30:00+00:00, 2024-02-14T19:00:00+00:00, 2024-02-14T20:30:00+00:00, 2024-02-15T15:00:00+00:00, 2024-02-15T16:30:00+00:00]","[1.0, 1.0, 2.0, 2.0, 2.0, 2.0]","[0.08999999999999986, 0.10500000000000043, 0.11000000000000121, 0.010000000000001563, 0.3600000000000012, 0.009999999999999787]","[1.0332950631458078, 1.1965811965812014, 1.241534988713332, 0.11196954428397228, 4.022346368715097, 0.10695187165775173]",2024-03-06 08:42:53
XMMO,ALGO_ADX_28,8,7,1,0.9961,0.8194,6.2500,0.7973,0.5441907200857491,0.875,2024-02-29 21:00:00+00:00,10,ADX_28_P.5_L.5_AV_30M_STOCK_RESULTS,"[2024-02-14T17:30:00+00:00, 2024-02-14T19:30:00+00:00, 2024-02-21T21:00:00+00:00, 2024-02-22T15:00:00+00:00, 2024-02-27T15:00:00+00:00, 2024-02-28T15:00:00+00:00, 2024-02-28T17:30:00+00:00, 2024-02-29T15:30:00+00:00]","[2024-02-14T19:00:00+00:00, 2024-02-15T15:00:00+00:00, 2024-02-22T14:30:00+00:00, 2024-02-22T17:00:00+00:00, 2024-02-28T14:30:00+00:00, 2024-02-28T17:00:00+00:00, 2024-02-29T15:00:00+00:00, 2024-02-29T21:00:00+00:00]","[3.0, 5.0, 1.0, 4.0, 13.0, 4.0, 9.0, 11.0]","[0.4200000000000017, 1.6980000000000075, 2.1899999999999977, 0.46999999999999886, -0.6020000000000039, 0.49500000000000455, 1.2299999999999898, 0.6539999999999964]","[0.4143646408839796, 1.6630754162585775, 2.1648873072360595, 0.450882578664619, -0.5724337945133874, 0.47190047190047624, 1.169423844837412, 0.616480968271022]",2024-03-06 10:06:18
BGLD,ALGO_ADX_28,6,6,0,2.3649,0.1277,5.5000,0.6796,0.629029217854231,1.0,2024-03-05 14:30:00+00:00,5,ADX_28_P.5_L.5_AV_30M_STOCK_RESULTS,"[2024-02-26T21:00:00+00:00, 2024-02-29T15:30:00+00:00, 2024-03-01T18:00:00+00:00, 2024-03-01T19:30:00+00:00, 2024-03-04T15:00:00+00:00, 2024-03-04T18:30:00+00:00]","[2024-02-29T14:30:00+00:00, 2024-03-01T17:00:00+00:00, 2024-03-01T19:00:00+00:00, 2024-03-04T14:30:00+00:00, 2024-03-04T17:30:00+00:00, 2024-03-05T14:30:00+00:00]","[13.0, 8.0, 2.0, 4.0, 2.0, 4.0]","[0.11500000000000199, 0.22100000000000009, 0.11999999999999744, 0.16000000000000014, 0.09999999999999787, 0.04999999999999716]","[0.6214536611726668, 1.1831468494030737, 0.6366047745357953, 0.8483563096500538, 0.5274261603375414, 0.26082420448616145]",2024-03-06 08:46:29
JAVA,ALGO_ADX_28,8,8,0,2.2213,0.3775,19.3750,0.6704,0.54513815999286,1.0,2024-03-04 15:00:00+00:00,6,ADX_28_P.5_L.5_AV_30M_STOCK_RESULTS,"[2024-02-09T17:00:00+00:00, 2024-02-12T15:30:00+00:00, 2024-02-14T19:00:00+00:00, 2024-02-15T15:30:00+00:00, 2024-02-20T14:30:00+00:00, 2024-02-22T15:30:00+00:00, 2024-02-22T20:30:00+00:00, 2024-03-01T16:30:00+00:00, 2024-03-04T15:30:00+00:00]","[2024-02-12T15:00:00+00:00, 2024-02-12T19:00:00+00:00, 2024-02-15T15:00:00+00:00, 2024-02-15T19:30:00+00:00, 2024-02-22T15:00:00+00:00, 2024-02-22T20:00:00+00:00, 2024-03-01T16:00:00+00:00, 2024-03-04T15:00:00+00:00]","[10.0, 7.0, 6.0, 8.0, 29.0, 9.0, 75.0, 11.0]","[0.41199999999999903, 0.2700000000000031, 0.740000000000002, 0.3090000000000046, 0.509999999999998, 0.18000000000000682, 0.3090000000000046, 0.28999999999999915]","[0.7372942018611293, 0.4795311251221084, 1.3299784327821746, 0.5488454706927258, 0.9034543844109797, 0.31628887717449805, 0.541430849292994, 0.5060198918164355]",2024-03-06 09:22:27
FICS,ALGO_ADX_28,6,6,0,2.4287,0.2220,16.8333,0.6548,0.6097515262229682,1.0,2024-03-05 15:30:00+00:00,5,ADX_28_P.5_L.5_AV_30M_STOCK_RESULTS,"[2024-02-13T21:00:00+00:00, 2024-02-14T16:00:00+00:00, 2024-02-15T15:00:00+00:00, 2024-02-16T16:00:00+00:00, 2024-02-28T19:00:00+00:00, 2024-02-29T16:00:00+00:00, 2024-03-05T16:00:00+00:00]","[2024-02-14T15:00:00+00:00, 2024-02-14T21:00:00+00:00, 2024-02-16T15:30:00+00:00, 2024-02-22T15:30:00+00:00, 2024-02-29T15:00:00+00:00, 2024-03-05T15:30:00+00:00]","[2.0, 9.0, 15.0, 36.0, 6.0, 33.0]","[0.37999999999999545, 0.17999999999999972, 0.19599999999999795, 0.21999999999999886, 0.26599999999999824, 0.0899999999999963]","[1.1418269230769094, 0.5352363960749322, 0.5769796879599587, 0.6425233644859779, 0.7722680292648886, 0.2601156069364055]",2024-03-06 09:07:12
MVV,ALGO_ADX_28,10,9,1,0.9897,0.3869,5.0000,0.6302,0.6562832884143506,0.9,2024-03-04 15:00:00+00:00,6,ADX_28_P.5_L.5_AV_30M_STOCK_RESULTS,"[2024-02-22T19:00:00+00:00, 2024-02-23T18:00:00+00:00, 2024-02-26T17:30:00+00:00, 2024-02-26T21:00:00+00:00, 2024-02-27T16:00:00+00:00, 2024-02-28T19:00:00+00:00, 2024-02-29T17:00:00+00:00, 2024-02-29T20:00:00+00:00, 2024-03-01T14:30:00+00:00, 2024-03-01T16:30:00+00:00]","[2024-02-23T17:30:00+00:00, 2024-02-26T15:30:00+00:00, 2024-02-26T20:30:00+00:00, 2024-02-27T15:00:00+00:00, 2024-02-28T18:30:00+00:00, 2024-02-29T15:00:00+00:00, 2024-02-29T19:00:00+00:00, 2024-02-29T21:00:00+00:00, 2024-03-01T15:30:00+00:00, 2024-03-04T15:00:00+00:00]","[7.0, 5.0, 3.0, 2.0, 11.0, 6.0, 2.0, 2.0, 2.0, 10.0]","[0.17499999999999716, -0.23400000000000176, 0.020000000000003126, 0.46999999999999886, 0.4070000000000036, 0.654999999999994, 0.3930000000000007, 0.021000000000000796, 0.8500000000000014, 1.1120000000000019]","[0.29038413672944025, -0.38585209003215726, 0.03311258278146213, 0.7804716041182312, 0.6705880414545393, 1.0768598438142112, 0.6419785353741619, 0.034096997840524765, 1.3787510137875125, 1.7811093492223693]",2024-03-06 09:32:51
JPIN,ALGO_ADX_28,7,7,0,3.1578,0.3361,14.2857,0.6253,0.6455182589450413,1.0,2024-03-01 16:00:00+00:00,9,ADX_28_P.5_L.5_AV_30M_STOCK_RESULTS,"[2024-02-13T21:00:00+00:00, 2024-02-14T17:00:00+00:00, 2024-02-15T17:30:00+00:00, 2024-02-16T19:00:00+00:00, 2024-02-22T17:00:00+00:00, 2024-02-26T18:30:00+00:00, 2024-03-01T15:00:00+00:00, 2024-03-01T17:00:00+00:00]","[2024-02-14T15:30:00+00:00, 2024-02-15T16:00:00+00:00, 2024-02-16T18:30:00+00:00, 2024-02-22T15:30:00+00:00, 2024-02-23T17:30:00+00:00, 2024-03-01T14:30:00+00:00, 2024-03-01T16:00:00+00:00]","[2.0, 9.0, 10.0, 27.0, 15.0, 35.0, 2.0]","[0.44999999999999574, 0.4099999999999966, 0.46000000000000085, 0.3500000000000014, 0.2600000000000051, 0.17900000000000205, 0.24399999999999977]","[0.8527572484366036, 0.7706766917293169, 0.8561325144239733, 0.6455182589450413, 0.47636496885306906, 0.32867556600136255, 0.4468046145394612]",2024-03-06 09:23:33
FLQM,ALGO_ADX_28,9,8,1,1.3056,0.3102,13.7778,0.6244,0.5764153415160155,0.8888888888888888,2024-03-05 15:30:00+00:00,5,ADX_28_P.5_L.5_AV_30M_STOCK_RESULTS,"[2024-02-09T19:30:00+00:00, 2024-02-14T18:00:00+00:00, 2024-02-15T15:30:00+00:00, 2024-02-20T16:00:00+00:00, 2024-02-22T15:30:00+00:00, 2024-02-22T19:30:00+00:00, 2024-02-28T20:00:00+00:00, 2024-03-01T15:30:00+00:00, 2024-03-04T15:30:00+00:00]","[2024-02-12T16:30:00+00:00, 2024-02-15T15:00:00+00:00, 2024-02-16T16:30:00+00:00, 2024-02-22T15:00:00+00:00, 2024-02-22T19:00:00+00:00, 2024-02-23T19:30:00+00:00, 2024-03-01T15:00:00+00:00, 2024-03-04T15:00:00+00:00, 2024-03-05T15:30:00+00:00]","[8.0, 8.0, 16.0, 26.0, 7.0, 14.0, 18.0, 13.0, 14.0]","[0.32499999999999574, 0.6540000000000035, 0.28600000000000136, 0.5899999999999963, 0.2849999999999966, 0.14999999999999858, 0.24199999999999733, 0.45000000000000284, -0.18999999999999773]","[0.6600324939073837, 1.3366852658041641, 0.5764153415160155, 1.1902360298567607, 0.569658205076947, 0.2979145978152901, 0.4772893122694856, 0.8799374266718866, -0.3688604154533056]",2024-03-06 09:07:46
HERD,ALGO_ADX_28,8,8,0,1.7439,0.2264,7.8750,0.6082,0.5984099432990755,1.0,2024-03-04 15:00:00+00:00,6,ADX_28_P.5_L.5_AV_30M_STOCK_RESULTS,"[2024-02-21T17:30:00+00:00, 2024-02-22T18:00:00+00:00, 2024-02-23T14:30:00+00:00, 2024-02-23T15:30:00+00:00, 2024-02-26T15:30:00+00:00, 2024-02-28T15:30:00+00:00, 2024-02-29T16:00:00+00:00, 2024-03-01T16:30:00+00:00, 2024-03-05T20:00:00+00:00]","[2024-02-22T17:30:00+00:00, 2024-02-22T21:00:00+00:00, 2024-02-23T15:00:00+00:00, 2024-02-26T15:00:00+00:00, 2024-02-28T14:30:00+00:00, 2024-02-29T15:30:00+00:00, 2024-03-01T14:30:00+00:00, 2024-03-04T15:00:00+00:00]","[6.0, 4.0, 1.0, 8.0, 21.0, 9.0, 6.0, 8.0]","[0.39000000000000057, 0.16799999999999926, 0.38000000000000256, 0.13000000000000256, 0.3329999999999984, 0.0800000000000054, 0.28000000000000114, 0.04999999999999716]","[1.0566242210783001, 0.4513459781849424, 1.029810298102988, 0.3479657387580368, 0.888782128272876, 0.21344717182498774, 0.7454739084132085, 0.13175230566534166]",2024-03-06 09:14:35
INFL,ALGO_ADX_28,8,8,0,1.5012,0.1807,15.7500,0.5989,0.5390559461806611,1.0,2024-03-01 15:30:00+00:00,9,ADX_28_P.5_L.5_AV_30M_STOCK_RESULTS,"[2024-02-09T19:00:00+00:00, 2024-02-12T15:30:00+00:00, 2024-02-14T19:30:00+00:00, 2024-02-15T15:30:00+00:00, 2024-02-20T19:00:00+00:00, 2024-02-22T15:30:00+00:00, 2024-02-27T16:00:00+00:00, 2024-02-29T15:00:00+00:00, 2024-03-01T16:00:00+00:00]","[2024-02-12T15:00:00+00:00, 2024-02-12T18:30:00+00:00, 2024-02-15T15:00:00+00:00, 2024-02-15T19:00:00+00:00, 2024-02-22T15:00:00+00:00, 2024-02-27T15:30:00+00:00, 2024-02-29T14:30:00+00:00, 2024-03-01T15:30:00+00:00]","[6.0, 6.0, 5.0, 7.0, 20.0, 42.0, 25.0, 15.0]","[0.26500000000000057, 0.11600000000000321, 0.41199999999999903, 0.16000000000000014, 0.16699999999999804, 0.0259999999999998, 0.04999999999999716, 0.25]","[0.8853992649515555, 0.3847812385975494, 1.3802345058626433, 0.5282271376691983, 0.549884754692124, 0.08531583264971222, 0.16388069485413687, 0.8132726089785297]",2024-03-06 09:20:18
HEWJ,ALGO_ADX_28,7,6,1,0.8671,0.2259,11.1429,0.5768,0.6081713275808343,0.8571428571428571,2024-03-01 19:00:00+00:00,9,ADX_28_P.5_L.5_AV_30M_STOCK_RESULTS,"[2024-02-09T18:30:00+00:00, 2024-02-12T15:30:00+00:00, 2024-02-13T15:30:00+00:00, 2024-02-14T16:30:00+00:00, 2024-02-15T15:30:00+00:00, 2024-02-20T20:30:00+00:00, 2024-03-01T14:30:00+00:00]","[2024-02-12T15:00:00+00:00, 2024-02-13T15:00:00+00:00, 2024-02-13T19:30:00+00:00, 2024-02-15T15:00:00+00:00, 2024-02-16T15:00:00+00:00, 2024-02-22T15:00:00+00:00, 2024-03-01T19:00:00+00:00]","[7.0, 13.0, 8.0, 11.0, 13.0, 17.0, 9.0]","[0.23400000000000176, 0.3119999999999976, -0.20000000000000284, 0.2600000000000051, 0.14499999999999602, 0.730000000000004, 0.10000000000000142]","[0.6081713275808343, 0.8051612903225746, -0.5115089514066569, 0.6682086867129405, 0.3703230749584881, 1.85232174574982, 0.24479804161567056]",2024-03-06 09:15:19
NTSI,ALGO_ADX_28,6,6,0,3.3907,0.2065,13.0000,0.5731,0.5055229216130677,1.0,2024-03-05 15:30:00+00:00,5,ADX_28_P.5_L.5_AV_30M_STOCK_RESULTS,"[2024-02-16T16:30:00+00:00, 2024-02-20T15:30:00+00:00, 2024-02-22T16:00:00+00:00, 2024-02-28T20:30:00+00:00, 2024-02-29T16:00:00+00:00, 2024-03-01T16:30:00+00:00, 2024-03-05T20:30:00+00:00]","[2024-02-20T15:00:00+00:00, 2024-02-22T15:00:00+00:00, 2024-02-23T15:30:00+00:00, 2024-02-29T15:00:00+00:00, 2024-03-01T16:00:00+00:00, 2024-03-05T15:30:00+00:00]","[10.0, 22.0, 10.0, 3.0, 10.0, 23.0]","[0.1559999999999988, 0.19300000000000495, 0.1700000000000017, 0.23000000000000398, 0.3299999999999983, 0.1600000000000037]","[0.4372932668049527, 0.5391513255300862, 0.4718945176960492, 0.6381798002219867, 0.9128630705394145, 0.4392587508579375]",2024-03-06 09:35:00
CFA,ALGO_ADX_28,6,6,0,2.6605,0.4428,16.0000,0.5708,0.4943023943903987,1.0,2024-03-04 17:30:00+00:00,6,ADX_28_P.5_L.5_AV_30M_STOCK_RESULTS,"[2024-02-20T15:00:00+00:00, 2024-02-22T15:30:00+00:00, 2024-02-23T14:30:00+00:00, 2024-02-28T18:00:00+00:00, 2024-03-01T15:00:00+00:00, 2024-03-01T19:00:00+00:00]","[2024-02-22T15:00:00+00:00, 2024-02-22T21:00:00+00:00, 2024-02-28T17:30:00+00:00, 2024-03-01T14:30:00+00:00, 2024-03-01T18:00:00+00:00, 2024-03-04T17:30:00+00:00]","[24.0, 9.0, 37.0, 14.0, 4.0, 8.0]","[0.7960000000000065, 0.39099999999999113, 0.3200000000000074, 0.4000000000000057, 0.37000000000000455, 0.37999999999999545]","[1.0392458939342593, 0.5056971766318643, 0.4117344312918263, 0.5124919923126274, 0.47272262680465643, 0.48290761214893313]",2024-03-06 08:52:00
