symbol,strategy_name,trades,profitable_trades,loss_trades,average_profit,average_trade_days,average_percent_profit,median_percent_profit,percent_wins,last_sale_date,last_sell_date_diff,table_name,trades_buy_dates,trades_sell_dates,trades_days,trades_profit,trades_percent,last_update
RINF,ALGO_ADX_28,10,9,1,0.2286,13.6000,0.6719,0.8194021627299677,0.9,2023-10-25 20:00:00+00:00,11,ADX_28_P1_L.75_AV_1H_STOCK_RESULTS,"[2023-09-20T22:00:00+00:00, 2023-09-21T17:00:00+00:00, 2023-09-26T17:00:00+00:00, 2023-09-28T00:00:00+00:00, 2023-10-05T15:00:00+00:00, 2023-10-11T22:00:00+00:00, 2023-10-16T15:00:00+00:00, 2023-10-17T19:00:00+00:00, 2023-10-19T15:00:00+00:00, 2023-10-23T17:00:00+00:00, 2023-10-25T22:00:00+00:00]","[2023-09-21T16:00:00+00:00, 2023-09-25T13:00:00+00:00, 2023-09-27T22:00:00+00:00, 2023-09-28T20:00:00+00:00, 2023-10-11T20:00:00+00:00, 2023-10-16T13:00:00+00:00, 2023-10-17T16:00:00+00:00, 2023-10-19T14:00:00+00:00, 2023-10-20T13:00:00+00:00, 2023-10-25T20:00:00+00:00]","[4.0, 13.0, 11.0, 7.0, 37.0, 15.0, 9.0, 15.0, 9.0, 16.0]","[0.33500000000000085, 0.1599999999999966, 0.1599999999999966, 0.3400000000000034, -0.3299999999999983, 0.46999999999999886, 0.39000000000000057, 0.3299999999999983, 0.23999999999999488, 0.1910000000000025]","[1.0058549767302232, 0.476190476190466, 0.476190476190466, 1.0071090047393467, -0.9691629955947088, 1.3938315539738995, 1.1410181392627285, 0.9534816527015264, 0.6853226727584091, 0.5488663467341087]",2023-10-30 20:23:49
BTAL,ALGO_ADX_28,7,6,1,0.1107,4.7143,0.5574,0.4826254826254895,0.8571428571428571,2023-10-27 14:00:00+00:00,9,ADX_28_P1_L.75_AV_1H_STOCK_RESULTS,"[2023-09-15T16:00:00+00:00, 2023-09-18T16:00:00+00:00, 2023-10-20T19:00:00+00:00, 2023-10-25T20:00:00+00:00, 2023-10-25T22:00:00+00:00, 2023-10-26T15:00:00+00:00, 2023-10-27T00:00:00+00:00]","[2023-09-18T15:00:00+00:00, 2023-09-19T15:00:00+00:00, 2023-10-20T22:00:00+00:00, 2023-10-25T21:00:00+00:00, 2023-10-26T14:00:00+00:00, 2023-10-26T22:00:00+00:00, 2023-10-27T14:00:00+00:00]","[9.0, 9.0, 2.0, 1.0, 4.0, 6.0, 2.0]","[0.21999999999999886, 0.259999999999998, 0.10000000000000142, 0.0, 0.14999999999999858, 0.02499999999999858, 0.019999999999999574]","[1.1476264997391696, 1.3436692506459844, 0.4826254826254895, 0.0, 0.7142857142857075, 0.1187930624851441, 0.09492168960607296]",2023-10-30 18:05:09
QQQ,ALGO_ADX_28,9,8,1,1.6787,12.1111,0.4539,0.4855452617479655,0.8888888888888888,2023-10-12 16:00:00+00:00,24,ADX_28_P1_L.75_AV_1H_STOCK_RESULTS,"[2023-08-28T08:00:00+00:00, 2023-08-29T14:00:00+00:00, 2023-08-29T16:00:00+00:00, 2023-08-30T18:00:00+00:00, 2023-09-25T17:00:00+00:00, 2023-09-25T23:00:00+00:00, 2023-10-09T22:00:00+00:00, 2023-10-10T14:00:00+00:00, 2023-10-11T22:00:00+00:00]","[2023-08-29T13:00:00+00:00, 2023-08-29T15:00:00+00:00, 2023-08-30T17:00:00+00:00, 2023-08-31T21:00:00+00:00, 2023-09-25T22:00:00+00:00, 2023-09-26T13:00:00+00:00, 2023-10-10T13:00:00+00:00, 2023-10-11T21:00:00+00:00, 2023-10-12T16:00:00+00:00]","[21.0, 1.0, 17.0, 19.0, 5.0, 6.0, 7.0, 23.0, 10.0]","[1.9370000000000118, 3.464999999999975, 3.525000000000034, 1.521000000000015, 1.740000000000009, -2.329999999999984, 0.08999999999997499, 4.1299999999999955, 1.0299999999999727]","[0.5321881808615602, 0.9416195856873755, 0.944898353062284, 0.4045772287656844, 0.4855452617479655, -0.647527999333014, 0.024545231406980388, 1.1227097265263946, 0.2769412776941204]",2023-10-30 20:18:25
VEON,ALGO_EMA_RSI_ADX_BB_CGPT,7,6,1,0.3603,1.4286,1.9216,1.5789473684210564,0.8571428571428571,2023-10-10 22:00:00+00:00,26,EMA_RSI_ADX_BB_P1_L.75_AV_1H_STOCK_RESULTS,"[2023-09-20T13:00:00+00:00, 2023-09-22T21:00:00+00:00, 2023-10-03T21:00:00+00:00, 2023-10-05T11:00:00+00:00, 2023-10-06T19:00:00+00:00, 2023-10-09T08:00:00+00:00, 2023-10-10T20:00:00+00:00]","[2023-09-20T15:00:00+00:00, 2023-09-25T14:00:00+00:00, 2023-10-04T13:00:00+00:00, 2023-10-05T12:00:00+00:00, 2023-10-06T20:00:00+00:00, 2023-10-09T10:00:00+00:00, 2023-10-10T22:00:00+00:00]","[1.0, 3.0, 2.0, 1.0, 1.0, 1.0, 1.0]","[0.6400000000000006, 0.4800000000000004, 1.0100000000000016, 0.3000000000000007, 0.14999999999999858, -0.14999999999999858, 0.09199999999999875]","[3.4316353887399496, 2.587601078167118, 5.315789473684219, 1.5789473684210564, 0.8064516129032182, -0.769230769230762, 0.4997827031725269]",2023-10-31 08:54:16
OLMA,ALGO_EMA_RSI_ADX_BB_CGPT,6,6,0,0.1025,1.0000,0.8674,0.6367866350835862,1.0,2023-10-11 19:00:00+00:00,25,EMA_RSI_ADX_BB_P1_L.75_AV_1H_STOCK_RESULTS,"[2023-09-14T12:00:00+00:00, 2023-09-20T12:00:00+00:00, 2023-09-21T14:00:00+00:00, 2023-09-21T16:00:00+00:00, 2023-10-02T20:00:00+00:00, 2023-10-11T18:00:00+00:00]","[2023-09-14T13:00:00+00:00, 2023-09-20T13:00:00+00:00, 2023-09-21T15:00:00+00:00, 2023-09-21T17:00:00+00:00, 2023-10-02T21:00:00+00:00, 2023-10-11T19:00:00+00:00]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.019999999999999574, 0.08000000000000007, 0.07500000000000107, 0.19000000000000128, 0.23000000000000043, 0.019999999999999574]","[0.16570008285003787, 0.633914421553091, 0.6396588486140816, 1.6253207869974449, 1.9725557461406553, 0.16715419974926513]",2023-10-31 08:28:41
EVER,ALGO_EMA_RSI_ADX_BB_CGPT,9,8,1,0.0544,1.0000,0.7683,0.7246376811594177,0.8888888888888888,2023-10-20 17:00:00+00:00,16,EMA_RSI_ADX_BB_P1_L.75_AV_1H_STOCK_RESULTS,"[2023-09-20T13:00:00+00:00, 2023-10-02T15:00:00+00:00, 2023-10-03T16:00:00+00:00, 2023-10-12T15:00:00+00:00, 2023-10-13T20:00:00+00:00, 2023-10-19T14:00:00+00:00, 2023-10-19T19:00:00+00:00, 2023-10-20T14:00:00+00:00, 2023-10-20T16:00:00+00:00]","[2023-09-20T14:00:00+00:00, 2023-10-02T16:00:00+00:00, 2023-10-03T17:00:00+00:00, 2023-10-12T16:00:00+00:00, 2023-10-13T21:00:00+00:00, 2023-10-19T15:00:00+00:00, 2023-10-19T20:00:00+00:00, 2023-10-20T15:00:00+00:00, 2023-10-20T17:00:00+00:00]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.054999999999999716, 0.04999999999999982, 0.14000000000000057, 0.09499999999999975, 0.04999999999999982, 0.17999999999999972, 0.03000000000000025, -0.16000000000000014, 0.05000000000000071]","[0.8270676691729281, 0.7246376811594177, 2.0679468242245287, 1.2743125419181722, 0.6906077348066274, 2.3778071334213964, 0.4000000000000033, -2.156334231805932, 0.708215297450435]",2023-10-31 07:56:17
TRHC,ALGO_EMA_RSI_ADX_BB_CGPT,8,7,1,0.0594,1.1250,0.5894,0.1947894186401893,0.875,2023-10-27 13:00:00+00:00,9,EMA_RSI_ADX_BB_P1_L.75_AV_1H_STOCK_RESULTS,"[2023-09-05T13:00:00+00:00, 2023-09-05T22:00:00+00:00, 2023-09-13T22:00:00+00:00, 2023-09-21T13:00:00+00:00, 2023-09-22T12:00:00+00:00, 2023-10-20T16:00:00+00:00, 2023-10-25T13:00:00+00:00, 2023-10-26T21:00:00+00:00]","[2023-09-05T14:00:00+00:00, 2023-09-06T12:00:00+00:00, 2023-09-14T13:00:00+00:00, 2023-09-21T14:00:00+00:00, 2023-09-22T14:00:00+00:00, 2023-10-20T17:00:00+00:00, 2023-10-25T14:00:00+00:00, 2023-10-27T13:00:00+00:00]","[1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0]","[0.009999999999999787, 0.03999999999999915, 0.030000000000001137, 0.03500000000000014, 0.34500000000000064, 0.005000000000000782, 0.0, 0.010000000000001563]","[0.09746588693956908, 0.3906249999999917, 0.29211295034080953, 0.34079844206426624, 3.4500000000000064, 0.048146364949453846, 0.0, 0.09643201542913755]",2023-10-31 08:50:19
WSM,ALGO_EMA_RSI_ADX_BB_CGPT,14,12,2,0.8579,1.2857,0.5693,0.5714739706196673,0.8571428571428571,2023-10-20 23:00:00+00:00,15,EMA_RSI_ADX_BB_P1_L.75_AV_1H_STOCK_RESULTS,"[2023-09-05T14:00:00+00:00, 2023-09-19T14:00:00+00:00, 2023-09-19T17:00:00+00:00, 2023-09-20T22:00:00+00:00, 2023-09-21T13:00:00+00:00, 2023-10-02T17:00:00+00:00, 2023-10-02T19:00:00+00:00, 2023-10-03T15:00:00+00:00, 2023-10-03T18:00:00+00:00, 2023-10-13T19:00:00+00:00, 2023-10-16T09:00:00+00:00, 2023-10-17T10:00:00+00:00, 2023-10-18T19:00:00+00:00, 2023-10-20T22:00:00+00:00]","[2023-09-05T15:00:00+00:00, 2023-09-19T16:00:00+00:00, 2023-09-19T18:00:00+00:00, 2023-09-20T23:00:00+00:00, 2023-09-21T14:00:00+00:00, 2023-10-02T18:00:00+00:00, 2023-10-02T20:00:00+00:00, 2023-10-03T17:00:00+00:00, 2023-10-03T19:00:00+00:00, 2023-10-13T20:00:00+00:00, 2023-10-16T12:00:00+00:00, 2023-10-17T12:00:00+00:00, 2023-10-18T20:00:00+00:00, 2023-10-20T23:00:00+00:00]","[1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 2.0, 2.0, 1.0, 1.0]","[1.6800000000000068, 0.695999999999998, 0.14500000000001023, 1.3670000000000186, 0.7099999999999795, -0.46000000000000796, 1.464999999999975, 0.3300000000000125, 1.0050000000000239, 0.20000000000001705, 1.740000000000009, 2.117999999999995, 1.01400000000001, 0.0]","[1.1828486939379053, 0.4918588873812741, 0.10204081632653782, 0.966740451051264, 0.5024769992922714, -0.29875949860362927, 0.9591776606540576, 0.21938571998405298, 0.6710513137248516, 0.12397718819738225, 1.078802157604321, 1.3301847688191597, 0.6404709419470632, 0.0]",2023-10-31 08:58:03
VRNS,ALGO_EMA_RSI_ADX_BB_CGPT,7,6,1,0.1729,1.0000,0.5518,0.5605381165919305,0.8571428571428571,2023-10-26 13:00:00+00:00,10,EMA_RSI_ADX_BB_P1_L.75_AV_1H_STOCK_RESULTS,"[2023-08-30T13:00:00+00:00, 2023-09-07T14:00:00+00:00, 2023-09-07T19:00:00+00:00, 2023-09-07T21:00:00+00:00, 2023-10-23T14:00:00+00:00, 2023-10-25T19:00:00+00:00, 2023-10-26T12:00:00+00:00]","[2023-08-30T14:00:00+00:00, 2023-09-07T15:00:00+00:00, 2023-09-07T20:00:00+00:00, 2023-09-08T13:00:00+00:00, 2023-10-23T15:00:00+00:00, 2023-10-25T20:00:00+00:00, 2023-10-26T13:00:00+00:00]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.3299999999999983, 0.1750000000000007, -0.1700000000000017, 0.05000000000000071, 0.245000000000001, 0.120000000000001, 0.46000000000000085]","[1.0472865756902516, 0.5605381165919305, -0.5453962143086355, 0.16165535079211352, 0.7704402515723302, 0.38400000000000317, 1.4838709677419384]",2023-10-31 08:55:49
PCTY,ALGO_EMA_RSI_ADX_BB_CGPT,7,6,1,0.9343,1.1429,0.4724,0.3971609398621496,0.8571428571428571,2023-10-20 17:00:00+00:00,16,EMA_RSI_ADX_BB_P1_L.75_AV_1H_STOCK_RESULTS,"[2023-09-06T15:00:00+00:00, 2023-10-12T19:00:00+00:00, 2023-10-18T19:00:00+00:00, 2023-10-18T22:00:00+00:00, 2023-10-19T19:00:00+00:00, 2023-10-20T14:00:00+00:00, 2023-10-20T16:00:00+00:00]","[2023-09-06T16:00:00+00:00, 2023-10-12T21:00:00+00:00, 2023-10-18T20:00:00+00:00, 2023-10-19T12:00:00+00:00, 2023-10-19T20:00:00+00:00, 2023-10-20T15:00:00+00:00, 2023-10-20T17:00:00+00:00]","[1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.170000000000016, 7.425000000000011, 0.5900000000000034, 0.5, 0.7750000000000057, -5.825000000000017, 1.9050000000000011]","[0.585058505850593, 3.7571157495256227, 0.2979497020502997, 0.2523850386149109, 0.3971609398621496, -2.987715743851469, 1.004905839531572]",2023-10-31 08:30:54
