symbol,strategy_name,trades,profitable_trades,loss_trades,average_profit,average_trade_days,average_percent_profit,trades_days,trades_profit,trades_percent,last_update,percent_wins,table_name,last_sale_date,last_sell_date_diff
IDEX-USDT:USDT,ALGO_ADX_28,15,14,1,0.0011,50.5333,2.4310,"[58.0, 35.0, 11.0, 63.0, 183.0, 10.0, 91.0, 14.0, 28.0, 187.0, 1.0, 44.0, 23.0, 3.0, 7.0]","[-0.0037700000000000025, 0.0008299999999999974, 0.0009100000000000011, 0.00102, 0.00034, 0.00034, 0.0010399999999999993, 0.0008900000000000019, 0.0008700000000000027, 0.008169999999999997, 0.0014199999999999977, 0.0011499999999999982, 0.0013700000000000032, 0.0008700000000000027, 0.0010399999999999993]","[-6.899707174231337, 1.6859638431850443, 1.8247443352717088, 2.004323049715072, 0.65865943432778, 0.6532180595581172, 1.9738090719301562, 1.6629297458893906, 2.0134228187919527, 18.224403301360688, 2.8704265211239086, 2.6088929219600687, 3.051904655825358, 1.8876111954870964, 2.2447658104899615]",2023-09-10 21:18:16,0.9333333333333333,ADX_28_TEST_1H_CRYPTO_BINANCEUSDM_RESULTS,2023-09-05 20:00:00+00:00,12
LEVER-USDT:USDT,ALGO_ADX_28,11,10,1,0.0000,23.0000,2.3046,"[6.0, 7.0, 128.0, 10.0, 17.0, 3.0, 2.0, 3.0, 73.0, 2.0, 2.0]","[1.899999999999992e-05, 2.400000000000015e-05, -5.200000000000018e-05, 2.1999999999999884e-05, 2.8999999999999946e-05, 9.899999999999991e-05, 5.099999999999983e-05, 2.5000000000000066e-05, 1.500000000000004e-05, 6.900000000000005e-05, 3.200000000000013e-05]","[1.6281062553556058, 2.0583190394511277, -4.3697478991596785, 1.7642341619887636, 2.2870662460567783, 7.971014492753616, 3.8374717832956975, 1.8968133535660143, 1.111934766493702, 4.98554913294798, 2.1798365122615895]",2023-09-10 21:59:49,0.9090909090909091,ADX_28_TEST_1H_CRYPTO_BINANCEUSDM_RESULTS,2023-09-06 20:00:00+00:00,11
LPT-USDT:USDT,ALGO_ADX_28,21,17,4,0.0690,31.7143,1.2197,"[15.0, 98.0, 109.0, 13.0, 7.0, 17.0, 1.0, 8.0, 8.0, 73.0, 113.0, 4.0, 3.0, 7.0, 5.0, 10.0, 2.0, 37.0, 47.0, 2.0, 87.0]","[0.10299999999999976, 0.09200000000000053, -0.2160000000000002, 0.0389999999999997, 0.07500000000000018, 0.31099999999999994, 0.4079999999999995, 0.017999999999999794, 0.21999999999999975, -0.03599999999999959, -0.18799999999999972, 0.41500000000000004, 0.09100000000000019, 0.04499999999999993, 0.13100000000000023, 0.266, 0.21500000000000075, 0.0259999999999998, 0.3719999999999999, 0.09699999999999953, -1.0350000000000001]","[2.536321103176552, 2.2179363548698294, -5.0967437470505, 0.8320887561339813, 1.6160310277957377, 6.416340004126261, 7.646176911544218, 0.3058103975535133, 3.2112100423295833, -0.517315706279632, -2.7409243329931434, 6.289784783267657, 1.3176947581812946, 0.627527541486542, 1.8455903071287718, 3.725490196078432, 2.9188161824599614, 0.3611612723989415, 5.155210643015519, 1.2904084076094124, -14.345114345114348]",2023-09-10 21:20:52,0.8095238095238095,ADX_28_TEST_1H_CRYPTO_BINANCEUSDM_RESULTS,2023-09-10 06:00:00+00:00,7
PERP-USDT:USDT,ALGO_ADX_28,22,19,3,0.0053,32.6364,1.1989,"[19.0, 115.0, 5.0, 3.0, 78.0, 39.0, 14.0, 10.0, 84.0, 9.0, 3.0, 6.0, 14.0, 140.0, 101.0, 5.0, 3.0, 19.0, 3.0, 31.0, 2.0, 15.0]","[0.010999999999999899, -0.04349999999999993, 0.007899999999999963, 0.010700000000000043, 0.004599999999999993, 0.01150000000000001, 0.015199999999999991, 0.0024000000000000687, 0.009299999999999975, 0.006000000000000005, 0.008499999999999952, 0.008600000000000052, 0.006199999999999983, -0.0025000000000000577, 0.0005999999999999894, 0.02030000000000004, 0.005799999999999972, 0.011699999999999988, -0.0032999999999999696, 0.008099999999999996, 0.009299999999999975, 0.009099999999999997]","[2.1929824561403306, -8.387967605090616, 1.6840758900021235, 2.257383966244735, 0.9535655058043104, 2.35994254052945, 3.0694668820678497, 0.4711425206124988, 1.8368556191980991, 1.165274810642844, 1.6255498183208934, 1.678048780487815, 1.190019193857962, -0.4742933029785729, 0.14357501794687472, 4.976709977935779, 1.3466449965172909, 2.747123737966656, -0.7645968489341913, 1.9684082624544341, 2.2074531212912354, 2.128654970760233]",2023-09-10 21:58:49,0.8636363636363636,ADX_28_TEST_1H_CRYPTO_BINANCEUSDM_RESULTS,2023-09-03 23:00:00+00:00,13
PENDLE-USDT:USDT,ALGO_ADX_28,15,14,1,0.0061,22.0667,1.1226,"[16.0, 9.0, 8.0, 169.0, 54.0, 1.0, 2.0, 3.0, 4.0, 42.0, 1.0, 4.0, 3.0, 13.0, 2.0]","[0.022400000000000087, 0.0029000000000000137, 0.010099999999999998, -0.09930000000000005, 0.012299999999999978, 0.02100000000000002, 0.023799999999999932, 0.01079999999999992, 0.012499999999999956, 0.0035999999999999366, 0.02300000000000002, 0.015300000000000091, 0.011199999999999988, 0.010199999999999987, 0.011600000000000055]","[3.190883190883204, 0.4022191400832197, 1.417742841100505, -13.745847176079742, 2.2905027932960853, 3.8015930485155716, 4.073250042786228, 1.7958097771865515, 2.050524934383195, 0.5782203662062217, 3.6741214057508023, 2.2707034728406192, 1.7640573318632835, 1.5421832476564843, 1.73237753882916]",2023-09-10 21:59:13,0.9333333333333333,ADX_28_TEST_1H_CRYPTO_BINANCEUSDM_RESULTS,2023-09-02 05:00:00+00:00,15
MKR-USDT:USDT,ALGO_ADX_28,12,10,2,8.8917,47.2500,0.9622,"[6.0, 1.0, 4.0, 20.0, 42.0, 16.0, 164.0, 215.0, 10.0, 9.0, 4.0, 76.0]","[17.800000000000068, 18.100000000000023, 22.100000000000023, 17.0, 46.700000000000045, 13.0, -59.299999999999955, -56.600000000000136, 21.0, 20.5, 29.300000000000182, 17.09999999999991]","[1.990383540199046, 1.9597228237332205, 2.2866011381272657, 1.7121563097995771, 4.249317561419477, 1.1443661971830987, -4.529137707171768, -5.125882992211568, 1.8643465909090908, 1.801564285086563, 2.668245150714888, 1.5244717838994302]",2023-09-10 21:17:46,0.8333333333333334,ADX_28_TEST_1H_CRYPTO_BINANCEUSDM_RESULTS,2023-09-07 15:00:00+00:00,10
KEY-USDT:USDT,ALGO_ADX_28,14,12,2,0.0000,41.3571,0.9090,"[34.0, 10.0, 15.0, 39.0, 66.0, 9.0, 110.0, 4.0, 211.0, 14.0, 52.0, 6.0, 5.0, 4.0]","[3.5999999999999574e-05, 0.00011099999999999999, 9.900000000000013e-05, 7.799999999999994e-05, -0.00041399999999999944, 6.499999999999995e-05, 1.000000000000046e-05, 0.00017700000000000007, 6.100000000000029e-05, 0.00010999999999999985, 0.00010799999999999959, 0.00010999999999999985, 8.799999999999954e-05, -5.400000000000023e-05]","[0.6874164598052238, 2.103069344448655, 1.843575418994416, 1.4288331196189767, -7.369170523317897, 1.222034216958074, 0.18601190476191332, 3.2596685082872945, 1.3549533540648666, 2.4791525805724555, 2.3883237505528436, 2.367628067154538, 1.9251804856705215, -1.1508951406649666]",2023-09-10 21:17:02,0.8571428571428571,ADX_28_TEST_1H_CRYPTO_BINANCEUSDM_RESULTS,2023-09-05 17:00:00+00:00,12
RAD-USDT:USDT,ALGO_ADX_28,15,13,2,0.0121,45.4667,0.8627,"[60.0, 4.0, 73.0, 32.0, 131.0, 5.0, 15.0, 48.0, 23.0, 11.0, 229.0, 1.0, 12.0, 35.0, 3.0]","[0.02400000000000002, 0.020000000000000018, 0.03100000000000014, 0.026000000000000023, -0.07400000000000007, 0.026999999999999913, 0.040000000000000036, 0.025000000000000133, 0.028999999999999915, -0.07900000000000018, 0.03500000000000014, 0.020999999999999908, 0.018999999999999906, 0.018000000000000016, 0.020000000000000018]","[1.518026565464897, 1.2928248222365881, 1.9632678910703065, 1.6434892541087245, -4.630788485607012, 1.7464424320827887, 2.5477707006369448, 1.579279848389143, 1.8216080402009998, -4.9129353233830955, 2.613890963405537, 1.560178306092118, 1.424287856071957, 1.3225569434239541, 1.4503263234227715]",2023-09-10 22:00:07,0.8666666666666667,ADX_28_TEST_1H_CRYPTO_BINANCEUSDM_RESULTS,2023-09-09 14:00:00+00:00,8
CKB-USDT:USDT,ALGO_ADX_28,15,13,2,0.0000,55.4000,0.8561,"[38.0, 12.0, 63.0, 305.0, 13.0, 18.0, 19.0, 36.0, 197.0, 63.0, 11.0, 6.0, 6.0, 10.0, 34.0]","[5.199999999999996e-05, 5.3000000000000096e-05, 4.300000000000007e-05, 3.899999999999997e-05, 6.300000000000012e-05, 6.499999999999995e-05, 6.600000000000009e-05, 3.300000000000004e-05, -0.00016400000000000008, 5.499999999999993e-05, 1.0000000000000026e-05, 6.399999999999982e-05, 5.600000000000006e-05, 5.099999999999983e-05, -0.00011900000000000018]","[1.8637992831541206, 1.9182048498009445, 1.5291607396870581, 1.3771186440677958, 2.1897810218978147, 2.188552188552187, 2.172481895984203, 1.0645161290322593, -5.884463580911378, 2.0280235988200563, 0.36469730123997174, 2.3400365630712914, 2.0550458715596354, 1.829268292682921, -4.194571730701451]",2023-09-10 21:16:37,0.8666666666666667,ADX_28_TEST_1H_CRYPTO_BINANCEUSDM_RESULTS,2023-09-10 21:00:00+00:00,7
ANT-USDT:USDT,ALGO_ADX_28,22,18,4,0.0306,16.8636,0.7531,"[16.0, 8.0, 77.0, 9.0, 12.0, 13.0, 3.0, 8.0, 3.0, 6.0, 12.0, 58.0, 11.0, 7.0, 66.0, 10.0, 3.0, 16.0, 2.0, 2.0, 26.0, 3.0]","[-0.028999999999999915, 0.08800000000000008, -0.22100000000000009, 0.06299999999999972, 0.0779999999999994, 0.07800000000000029, 0.06099999999999994, 0.0019999999999997797, 0.07500000000000018, 0.07200000000000006, 0.17499999999999982, -0.5209999999999999, 0.06400000000000006, 0.1509999999999998, 0.08300000000000018, 0.09399999999999942, 0.14499999999999957, -0.004000000000000448, 0.0259999999999998, 0.052999999999999936, 0.0909999999999993, 0.04900000000000038]","[-0.7206759443339938, 2.1174205967276247, -5.186575921145272, 1.5781563126252434, 1.937888198757749, 1.8982720856656192, 1.4527268397237425, 0.04581901489117479, 1.7454037700721476, 1.636735621732213, 3.918495297805639, -11.435469710272168, 1.5549076773566584, 3.6368015414258137, 1.9010535959688546, 2.124773960216985, 3.42789598108746, -0.09433962264151999, 0.606767794632434, 1.2383177570093442, 2.0819034545870347, 1.101866426804596]",2023-09-10 21:16:52,0.8181818181818182,ADX_28_TEST_1H_CRYPTO_BINANCEUSDM_RESULTS,2023-08-19 13:00:00+00:00,29
DYDX-USDT:USDT,ALGO_ADX_28,18,15,3,0.0137,33.8333,0.6699,"[8.0, 14.0, 12.0, 3.0, 16.0, 96.0, 6.0, 103.0, 124.0, 3.0, 30.0, 44.0, 2.0, 12.0, 35.0, 45.0, 46.0, 10.0]","[0.03699999999999992, 0.04400000000000004, 0.04200000000000026, 0.052000000000000046, 0.03799999999999981, -0.18300000000000027, 0.03500000000000014, 0.052999999999999936, -0.06699999999999973, 0.053999999999999826, 0.03500000000000014, -0.129, 0.028000000000000025, 0.039000000000000146, 0.020000000000000018, 0.021999999999999797, 0.06000000000000005, 0.06599999999999984]","[1.8172888015717055, 2.1225277375783906, 1.957129543336452, 2.3787740164684377, 1.6987036209208675, -8.224719101123608, 1.6916384726921287, 2.5274201239866447, -3.1381733021077154, 2.6483570377636005, 1.679462571976974, -5.8796718322698265, 1.303538175046556, 1.8080667593880457, 0.9170105456212755, 0.9981851179673229, 2.7868091035764073, 2.9649595687331463]",2023-09-10 21:59:36,0.8333333333333334,ADX_28_TEST_1H_CRYPTO_BINANCEUSDM_RESULTS,2023-09-01 01:00:00+00:00,16
TRU-USDT:USDT,ALGO_ADX_28,17,15,2,0.0002,45.8235,0.6035,"[9.0, 143.0, 6.0, 13.0, 204.0, 11.0, 1.0, 16.0, 7.0, 3.0, 12.0, 3.0, 1.0, 16.0, 1.0, 8.0, 325.0]","[0.0008300000000000043, -0.004370000000000006, 0.0008400000000000005, 0.0007800000000000029, -0.0028600000000000014, 0.0009600000000000025, 0.0002699999999999994, 0.0008299999999999974, 0.0006299999999999986, 0.0005900000000000002, 0.001349999999999997, 0.0005800000000000007, 0.00041999999999999676, 0.0012100000000000027, 0.00038000000000000533, 0.00010000000000000286, 4.000000000000531e-05]","[2.2311827956989365, -11.42782426778244, 2.4547048509643496, 2.227934875749794, -8.015695067264577, 2.7641808234955443, 0.7364975450081818, 2.370751213938867, 1.7627308337996603, 1.988540613414224, 4.506008010680898, 1.8782383419689141, 1.3457225248317743, 3.8510502864417657, 1.1567732115677485, 0.306466441924618, 0.12183978068841095]",2023-09-10 21:58:51,0.8823529411764706,ADX_28_TEST_1H_CRYPTO_BINANCEUSDM_RESULTS,2023-09-08 05:00:00+00:00,9
