symbol,strategy_name,trades,profitable_trades,loss_trades,sharpe_ratio,average_profit,average_trade_days,average_percent_profit,median_percent_profit,percent_wins,last_sale_date,last_sell_date_diff,table_name,trades_buy_dates,trades_sell_dates,trades_days,trades_profit,trades_percent,last_update
UTZ,ALGO_ADX_28,9,8,1,1.3908,0.1364,1.4444,0.7667,0.6097560975609781,0.8888888888888888,2024-02-13 17:00:00+00:00,5,ADX_28_P.5_L.5_AV_1H_STOCK_RESULTS,"[2024-01-25T17:00:00+00:00, 2024-01-25T19:00:00+00:00, 2024-01-25T21:00:00+00:00, 2024-01-26T17:00:00+00:00, 2024-01-26T19:00:00+00:00, 2024-02-09T17:00:00+00:00, 2024-02-09T20:00:00+00:00, 2024-02-12T17:00:00+00:00, 2024-02-13T16:00:00+00:00]","[2024-01-25T18:00:00+00:00, 2024-01-25T20:00:00+00:00, 2024-01-26T16:00:00+00:00, 2024-01-26T18:00:00+00:00, 2024-01-26T20:00:00+00:00, 2024-02-09T19:00:00+00:00, 2024-02-12T16:00:00+00:00, 2024-02-12T18:00:00+00:00, 2024-02-13T17:00:00+00:00]","[1.0, 1.0, 2.0, 1.0, 1.0, 2.0, 3.0, 1.0, 1.0]","[0.10000000000000142, 0.08999999999999986, 0.23999999999999844, -0.045000000000001705, 0.10500000000000043, 0.21000000000000085, 0.30799999999999983, 0.129999999999999, 0.08999999999999986]","[0.5970149253731428, 0.532859680284191, 1.4109347442680684, -0.26034133641887014, 0.6097560975609781, 1.1525795828759653, 1.6775599128540295, 0.6914893617021223, 0.48806941431670203]",2024-02-13 17:39:30
FYC,ALGO_ADX_28,7,7,0,5.4787,0.3857,3.1429,0.6251,0.6479797323632599,1.0,2024-02-09 18:00:00+00:00,9,ADX_28_P.5_L.5_AV_1H_STOCK_RESULTS,"[2024-02-05T16:00:00+00:00, 2024-02-05T20:00:00+00:00, 2024-02-06T18:00:00+00:00, 2024-02-07T21:00:00+00:00, 2024-02-08T16:00:00+00:00, 2024-02-08T20:00:00+00:00, 2024-02-09T17:00:00+00:00]","[2024-02-05T19:00:00+00:00, 2024-02-06T17:00:00+00:00, 2024-02-07T19:00:00+00:00, 2024-02-08T15:00:00+00:00, 2024-02-08T19:00:00+00:00, 2024-02-09T16:00:00+00:00, 2024-02-09T18:00:00+00:00]","[3.0, 3.0, 8.0, 1.0, 3.0, 3.0, 1.0]","[0.39000000000000057, 0.240000000000002, 0.4410000000000025, 0.3990000000000009, 0.46999999999999886, 0.34499999999999886, 0.41499999999999915]","[0.6452680344142961, 0.39460703715883266, 0.7214015802129894, 0.6479797323632599, 0.756356614097198, 0.5507662835249023, 0.6590439892012055]",2024-02-13 16:59:25
FDG,ALGO_ADX_28,10,9,1,0.8869,0.4426,4.3000,0.6064,0.7182472830539212,0.9,2024-02-08 17:00:00+00:00,10,ADX_28_P.5_L.5_AV_1H_STOCK_RESULTS,"[2024-01-17T20:00:00+00:00, 2024-01-18T17:00:00+00:00, 2024-01-18T21:00:00+00:00, 2024-01-19T19:00:00+00:00, 2024-01-22T19:00:00+00:00, 2024-02-01T17:00:00+00:00, 2024-02-02T15:00:00+00:00, 2024-02-02T20:00:00+00:00, 2024-02-05T17:00:00+00:00, 2024-02-07T19:00:00+00:00]","[2024-01-18T16:00:00+00:00, 2024-01-18T20:00:00+00:00, 2024-01-19T18:00:00+00:00, 2024-01-22T18:00:00+00:00, 2024-01-24T15:00:00+00:00, 2024-02-01T21:00:00+00:00, 2024-02-02T18:00:00+00:00, 2024-02-05T16:00:00+00:00, 2024-02-07T18:00:00+00:00, 2024-02-08T17:00:00+00:00]","[3.0, 2.0, 2.0, 4.0, 8.0, 3.0, 2.0, 3.0, 11.0, 5.0]","[0.6599999999999966, 0.0940000000000083, 0.75, 0.30700000000000216, 1.0400000000000063, 0.4399999999999977, 0.6299999999999955, -0.7999999999999972, 0.9350000000000023, 0.37000000000000455]","[0.9316770186335356, 0.13148692124773856, 1.0476323508869954, 0.4237405106970354, 1.4285714285714373, 0.5975013579576287, 0.8389932081502136, -1.0566635847312076, 1.2380826271186471, 0.48277661795407695]",2024-02-13 16:56:15
DJUL,ALGO_ADX_28,9,9,0,4.7974,0.2200,9.6667,0.6003,0.607064017660041,1.0,2024-02-08 21:00:00+00:00,10,ADX_28_P.5_L.5_AV_1H_STOCK_RESULTS,"[2024-01-05T16:00:00+00:00, 2024-01-09T15:00:00+00:00, 2024-01-11T17:00:00+00:00, 2024-01-17T19:00:00+00:00, 2024-01-18T17:00:00+00:00, 2024-01-19T17:00:00+00:00, 2024-01-19T21:00:00+00:00, 2024-02-01T21:00:00+00:00, 2024-02-02T19:00:00+00:00]","[2024-01-08T21:00:00+00:00, 2024-01-10T20:00:00+00:00, 2024-01-11T21:00:00+00:00, 2024-01-18T16:00:00+00:00, 2024-01-19T16:00:00+00:00, 2024-01-19T20:00:00+00:00, 2024-01-24T16:00:00+00:00, 2024-02-02T18:00:00+00:00, 2024-02-08T21:00:00+00:00]","[11.0, 12.0, 4.0, 4.0, 6.0, 3.0, 16.0, 3.0, 28.0]","[0.21999999999999886, 0.25500000000000256, 0.16499999999999915, 0.19500000000000028, 0.2920000000000016, 0.19999999999999574, 0.26500000000000057, 0.23799999999999955, 0.14999999999999858]","[0.607064017660041, 0.7011273027220307, 0.45335897788157475, 0.5370421371523003, 0.8013172338090055, 0.5448106782892828, 0.7179626117583326, 0.6396130072561127, 0.4003202562049602]",2024-02-13 16:50:40
TUG,ALGO_ADX_28,7,6,1,0.9768,0.1781,5.4286,0.5925,0.5338672005338676,0.8571428571428571,2024-02-08 19:00:00+00:00,10,ADX_28_P.5_L.5_AV_1H_STOCK_RESULTS,"[2024-01-17T17:00:00+00:00, 2024-01-18T15:00:00+00:00, 2024-01-19T17:00:00+00:00, 2024-02-01T20:00:00+00:00, 2024-02-02T17:00:00+00:00, 2024-02-06T20:00:00+00:00, 2024-02-07T18:00:00+00:00]","[2024-01-17T21:00:00+00:00, 2024-01-19T16:00:00+00:00, 2024-01-19T19:00:00+00:00, 2024-02-02T16:00:00+00:00, 2024-02-06T18:00:00+00:00, 2024-02-07T17:00:00+00:00, 2024-02-08T19:00:00+00:00]","[4.0, 7.0, 2.0, 3.0, 12.0, 3.0, 7.0]","[0.06800000000000139, 0.28999999999999915, 0.16000000000000014, 0.379999999999999, -0.11100000000000065, 0.4200000000000017, 0.03999999999999915]","[0.23358065402583608, 0.9807237064592463, 0.5338672005338676, 1.2570294409526928, -0.36108129208549056, 1.3743455497382255, 0.12911555842478742]",2024-02-13 17:37:14
OVLH,ALGO_ADX_28,7,6,1,1.6407,0.1636,8.2857,0.5558,0.7357859531772657,0.8571428571428571,2024-02-09 19:00:00+00:00,9,ADX_28_P.5_L.5_AV_1H_STOCK_RESULTS,"[2024-01-19T16:00:00+00:00, 2024-01-22T18:00:00+00:00, 2024-01-24T17:00:00+00:00, 2024-01-26T16:00:00+00:00, 2024-02-01T18:00:00+00:00, 2024-02-02T17:00:00+00:00, 2024-02-07T20:00:00+00:00, 2024-02-09T20:00:00+00:00]","[2024-01-22T16:00:00+00:00, 2024-01-24T16:00:00+00:00, 2024-01-25T21:00:00+00:00, 2024-02-01T17:00:00+00:00, 2024-02-02T16:00:00+00:00, 2024-02-07T18:00:00+00:00, 2024-02-09T19:00:00+00:00]","[3.0, 5.0, 6.0, 16.0, 3.0, 16.0, 9.0]","[0.2799999999999976, 0.15399999999999991, -0.019999999999999574, 0.07000000000000028, 0.22100000000000009, 0.22000000000000242, 0.22000000000000242]","[0.9668508287292734, 0.5264957264957262, -0.06791171477079651, 0.23752969121140238, 0.750959937476639, 0.7407407407407489, 0.7357859531772657]",2024-02-13 17:20:13
MOHR,ALGO_ADX_28,8,7,1,0.782,0.1099,5.0000,0.5480,0.7070388500995837,0.875,2024-01-26 16:00:00+00:00,23,ADX_28_P.5_L.5_AV_1H_STOCK_RESULTS,"[2024-01-11T18:00:00+00:00, 2024-01-12T17:00:00+00:00, 2024-01-17T20:00:00+00:00, 2024-01-18T18:00:00+00:00, 2024-01-19T16:00:00+00:00, 2024-01-19T20:00:00+00:00, 2024-01-24T21:00:00+00:00, 2024-01-25T19:00:00+00:00]","[2024-01-12T16:00:00+00:00, 2024-01-17T19:00:00+00:00, 2024-01-18T17:00:00+00:00, 2024-01-18T21:00:00+00:00, 2024-01-19T19:00:00+00:00, 2024-01-24T20:00:00+00:00, 2024-01-25T16:00:00+00:00, 2024-01-26T16:00:00+00:00]","[5.0, 11.0, 3.0, 3.0, 2.0, 10.0, 2.0, 4.0]","[0.0799999999999983, -0.23000000000000043, 0.11999999999999744, 0.20500000000000185, 0.21000000000000085, 0.1620000000000026, 0.21000000000000085, 0.12199999999999989]","[0.40444893832152823, -1.1586901763224202, 0.6116207951070205, 1.041666666666676, 1.0526315789473728, 0.8024569050921467, 1.033464566929138, 0.5963437286147223]",2024-02-13 17:15:34
FJAN,ALGO_ADX_28,6,6,0,4.3853,0.2135,17.0000,0.5323,0.5369233610231089,1.0,2024-02-07 16:00:00+00:00,11,ADX_28_P.5_L.5_AV_1H_STOCK_RESULTS,"[2024-01-05T18:00:00+00:00, 2024-01-08T19:00:00+00:00, 2024-01-12T18:00:00+00:00, 2024-01-22T17:00:00+00:00, 2024-02-01T17:00:00+00:00, 2024-02-02T17:00:00+00:00]","[2024-01-08T18:00:00+00:00, 2024-01-12T17:00:00+00:00, 2024-01-22T16:00:00+00:00, 2024-01-24T17:00:00+00:00, 2024-02-02T16:00:00+00:00, 2024-02-07T16:00:00+00:00]","[7.0, 23.0, 32.0, 14.0, 6.0, 20.0]","[0.240000000000002, 0.20000000000000284, 0.14000000000000057, 0.23000000000000398, 0.28999999999999915, 0.18099999999999739]","[0.606366851945432, 0.5021340697966429, 0.34956304619226114, 0.5717126522495749, 0.7194244604316525, 0.44483767111503697]",2024-02-13 16:57:06
OALC,ALGO_ADX_28,8,7,1,1.4308,0.1294,7.2500,0.5149,0.5664688166545463,0.875,2024-01-24 16:00:00+00:00,25,ADX_28_P.5_L.5_AV_1H_STOCK_RESULTS,"[2024-01-09T15:00:00+00:00, 2024-01-10T17:00:00+00:00, 2024-01-11T21:00:00+00:00, 2024-01-17T20:00:00+00:00, 2024-01-18T17:00:00+00:00, 2024-01-18T21:00:00+00:00, 2024-01-19T20:00:00+00:00, 2024-01-22T19:00:00+00:00]","[2024-01-10T16:00:00+00:00, 2024-01-11T20:00:00+00:00, 2024-01-17T19:00:00+00:00, 2024-01-18T16:00:00+00:00, 2024-01-18T20:00:00+00:00, 2024-01-19T19:00:00+00:00, 2024-01-22T18:00:00+00:00, 2024-01-24T16:00:00+00:00]","[8.0, 10.0, 17.0, 3.0, 2.0, 5.0, 2.0, 11.0]","[0.14999999999999858, 0.14999999999999858, -0.0799999999999983, 0.22800000000000153, 0.129999999999999, 0.21100000000000207, 0.11000000000000298, 0.13599999999999923]","[0.60704168352893, 0.6031363088057844, -0.319488817891367, 0.9152950622240126, 0.5179282868525856, 0.8349821923229207, 0.4303599374022026, 0.5298013245033082]",2024-02-13 17:18:55
ETG,ALGO_ADX_28,14,12,2,0.99,0.0858,5.9286,0.4990,0.5416266995006305,0.8571428571428571,2024-02-09 19:00:00+00:00,9,ADX_28_P.5_L.5_AV_1H_STOCK_RESULTS,"[2024-01-09T16:00:00+00:00, 2024-01-09T19:00:00+00:00, 2024-01-10T17:00:00+00:00, 2024-01-10T21:00:00+00:00, 2024-01-18T21:00:00+00:00, 2024-01-19T20:00:00+00:00, 2024-01-22T16:00:00+00:00, 2024-01-24T17:00:00+00:00, 2024-01-25T15:00:00+00:00, 2024-01-25T21:00:00+00:00, 2024-01-26T17:00:00+00:00, 2024-01-26T20:00:00+00:00, 2024-02-06T16:00:00+00:00, 2024-02-07T17:00:00+00:00]","[2024-01-09T18:00:00+00:00, 2024-01-10T16:00:00+00:00, 2024-01-10T20:00:00+00:00, 2024-01-12T16:00:00+00:00, 2024-01-19T19:00:00+00:00, 2024-01-22T15:00:00+00:00, 2024-01-24T16:00:00+00:00, 2024-01-24T21:00:00+00:00, 2024-01-25T20:00:00+00:00, 2024-01-26T16:00:00+00:00, 2024-01-26T19:00:00+00:00, 2024-01-29T21:00:00+00:00, 2024-02-07T16:00:00+00:00, 2024-02-09T19:00:00+00:00]","[2.0, 4.0, 3.0, 9.0, 5.0, 2.0, 14.0, 4.0, 5.0, 2.0, 2.0, 8.0, 7.0, 16.0]","[0.14999999999999858, 0.08999999999999986, 0.134999999999998, 0.030000000000001137, 0.08999999999999986, 0.16900000000000048, 0.16000000000000014, -0.10499999999999687, -0.08999999999999986, 0.07499999999999929, 0.09500000000000242, 0.15499999999999758, 0.15800000000000125, 0.08900000000000219]","[0.8865248226950271, 0.5260081823495024, 0.7862550960978334, 0.17391304347826747, 0.5315693107317929, 0.9934748104167921, 0.936220011702751, -0.6090487238978938, -0.5223447475333711, 0.43693562481793935, 0.5516840882694681, 0.8897818599310997, 0.901826484018272, 0.5036500481014214]",2024-02-13 16:54:29
