symbol,strategy_name,trades,profitable_trades,loss_trades,average_profit,average_trade_days,average_percent_profit,median_percent_profit,percent_wins,last_sale_date,last_sell_date_diff,table_name,trades_buy_dates,trades_sell_dates,trades_days,trades_profit,trades_percent,last_update
UMH,ALGO_CMO10_SMA200_RSI30,6,6,0,0.0188,2.8333,0.1318,0.14207498612302893,1.0,2023-10-17 17:30:00+00:00,5,CMO10_SMA200_RSI30_P1_L.75_AV_5M_STOCK_RESULTS,"[2023-09-20T15:45:00+00:00, 2023-09-29T11:00:00+00:00, 2023-10-09T16:30:00+00:00, 2023-10-16T16:50:00+00:00, 2023-10-16T18:50:00+00:00, 2023-10-17T17:20:00+00:00]","[2023-09-20T16:05:00+00:00, 2023-09-29T12:40:00+00:00, 2023-10-09T17:05:00+00:00, 2023-10-16T16:55:00+00:00, 2023-10-16T19:00:00+00:00, 2023-10-17T17:30:00+00:00]","[4.0, 1.0, 7.0, 1.0, 2.0, 2.0]","[0.02000000000000135, 0.019999999999999574, 0.02000000000000135, 0.025000000000000355, 0.022999999999999687, 0.005000000000000782]","[0.13764624913972023, 0.14285714285713982, 0.14129282938891805, 0.17476406850751733, 0.16011138183083667, 0.03441156228493312]",2023-10-20 17:51:37
WLDN,ALGO_EMA_RSI_ADX_BB_CGPT,7,6,1,0.0706,1.1429,0.2934,0.5207041904289632,0.8571428571428571,2023-10-12 19:55:00+00:00,10,EMA_RSI_ADX_BB_P1_L.75_AV_5M_STOCK_RESULTS,"[2023-08-29T12:35:00+00:00, 2023-08-31T13:50:00+00:00, 2023-08-31T15:40:00+00:00, 2023-09-25T18:45:00+00:00, 2023-10-02T15:20:00+00:00, 2023-10-11T19:25:00+00:00, 2023-10-12T18:15:00+00:00]","[2023-08-29T13:30:00+00:00, 2023-08-31T14:00:00+00:00, 2023-08-31T16:00:00+00:00, 2023-09-25T18:55:00+00:00, 2023-10-02T16:10:00+00:00, 2023-10-11T19:30:00+00:00, 2023-10-12T19:55:00+00:00]","[1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0]","[0.019999999999999574, 0.21999999999999886, 0.17999999999999972, 0.13500000000000156, -0.17600000000000193, 0.010000000000001563, 0.10500000000000043]","[0.08230452674896943, 0.8888888888888844, 0.7380073800737996, 0.6504456757407929, -0.8756218905472732, 0.0489476260401447, 0.5207041904289632]",2023-10-20 14:30:25
CSSEP,ALGO_KAMA_STOCHRSI_VWAP_CGPT,7,7,0,0.1000,2.8571,1.1095,1.3513513513513595,1.0,2023-10-11 13:30:00+00:00,11,KAMA_STOCHRSI_VWAP_P1_L.75_AV_5M_STOCK_RESULTS,"[2023-08-31T14:25:00+00:00, 2023-09-25T17:25:00+00:00, 2023-09-25T19:10:00+00:00, 2023-09-26T14:50:00+00:00, 2023-10-06T16:20:00+00:00, 2023-10-06T17:25:00+00:00, 2023-10-10T21:15:00+00:00]","[2023-08-31T15:10:00+00:00, 2023-09-25T17:40:00+00:00, 2023-09-25T19:15:00+00:00, 2023-09-26T15:00:00+00:00, 2023-10-06T17:05:00+00:00, 2023-10-09T13:45:00+00:00, 2023-10-11T13:30:00+00:00]","[1.0, 1.0, 1.0, 2.0, 2.0, 12.0, 1.0]","[0.008000000000000007, 0.008999999999999453, 0.11699999999999999, 0.04800000000000004, 0.23799999999999955, 0.13000000000000078, 0.14999999999999858]","[0.10475317533062731, 0.1176932130247084, 1.534023862593418, 0.6190353366004648, 2.4838238363598366, 1.3513513513513595, 1.5560165975103586]",2023-10-21 06:01:23
VIASP,ALGO_KAMA_STOCHRSI_VWAP_CGPT,7,6,1,0.1490,1.8571,0.8674,1.0813071270685282,0.8571428571428571,2023-10-20 19:50:00+00:00,2,KAMA_STOCHRSI_VWAP_P1_L.75_AV_5M_STOCK_RESULTS,"[2023-09-14T18:05:00+00:00, 2023-09-19T19:55:00+00:00, 2023-10-11T15:15:00+00:00, 2023-10-11T16:30:00+00:00, 2023-10-11T17:30:00+00:00, 2023-10-11T19:25:00+00:00, 2023-10-20T17:30:00+00:00]","[2023-09-15T13:30:00+00:00, 2023-09-20T13:30:00+00:00, 2023-10-11T16:10:00+00:00, 2023-10-11T16:55:00+00:00, 2023-10-11T18:50:00+00:00, 2023-10-11T19:40:00+00:00, 2023-10-20T19:50:00+00:00]","[4.0, 2.0, 1.0, 1.0, 1.0, 1.0, 3.0]","[0.06700000000000017, 0.22100000000000009, 0.370000000000001, -0.05099999999999838, 0.18100000000000094, 0.18500000000000227, 0.07000000000000028]","[0.36680170809153717, 1.2054764632084225, 2.2155688622754552, -0.30360757233002966, 1.0813071270685282, 1.0946745562130313, 0.41128084606345644]",2023-10-21 08:39:31
GII,ALGO_KAMA_STOCHRSI_VWAP_CGPT,7,6,1,0.1764,4.1429,0.3619,0.1791548108335986,0.8571428571428571,2023-10-17 19:05:00+00:00,5,KAMA_STOCHRSI_VWAP_P1_L.75_AV_5M_STOCK_RESULTS,"[2023-08-25T17:35:00+00:00, 2023-08-25T17:55:00+00:00, 2023-09-11T19:45:00+00:00, 2023-10-09T14:20:00+00:00, 2023-10-10T17:40:00+00:00, 2023-10-16T20:05:00+00:00, 2023-10-17T18:50:00+00:00]","[2023-08-25T17:50:00+00:00, 2023-08-25T19:15:00+00:00, 2023-09-11T19:50:00+00:00, 2023-10-09T15:05:00+00:00, 2023-10-11T14:25:00+00:00, 2023-10-16T20:10:00+00:00, 2023-10-17T19:05:00+00:00]","[1.0, 6.0, 1.0, 1.0, 18.0, 1.0, 1.0]","[0.03999999999999915, 0.14800000000000324, 0.01999999999999602, 0.08500000000000085, 0.26200000000000045, 0.6799999999999997, 0.0]","[0.07771517388769993, 0.28720018629201904, 0.03897875657765741, 0.1791548108335986, 0.5395609374356449, 1.410788381742738, 0.0]",2023-10-21 06:38:05
FJP,ALGO_KAMA_STOCHRSI_VWAP_CGPT,7,6,1,0.1159,2.8571,0.2299,0.36570499796830497,0.8571428571428571,2023-10-12 14:30:00+00:00,10,KAMA_STOCHRSI_VWAP_P1_L.75_AV_5M_STOCK_RESULTS,"[2023-09-20T14:40:00+00:00, 2023-09-20T14:55:00+00:00, 2023-10-05T19:45:00+00:00, 2023-10-06T15:20:00+00:00, 2023-10-10T19:05:00+00:00, 2023-10-11T17:20:00+00:00, 2023-10-11T20:00:00+00:00]","[2023-09-20T14:45:00+00:00, 2023-09-20T16:00:00+00:00, 2023-10-06T14:20:00+00:00, 2023-10-06T16:15:00+00:00, 2023-10-11T13:30:00+00:00, 2023-10-11T17:40:00+00:00, 2023-10-12T14:30:00+00:00]","[1.0, 1.0, 6.0, 4.0, 5.0, 1.0, 2.0]","[0.28300000000000125, 0.045999999999999375, -0.2880000000000038, 0.269999999999996, 0.17999999999999972, 0.13000000000000256, 0.18999999999999773]","[0.5405921680993339, 0.08746910058946449, -0.5997501041232899, 0.5621486570893109, 0.36570499796830497, 0.26606631191158936, 0.3869653767820727]",2023-10-21 06:27:48
SOXL,ALGO_RSI9_RSI30_SMA200_2,7,6,1,0.1354,2.0000,0.6147,0.6993006993007022,0.8571428571428571,2023-10-12 13:30:00+00:00,10,RSI9_RSI30_SMA200B_P1_L.75_AV_15M_STOCK_RESULTS,"[2023-08-15T08:15:00+00:00, 2023-08-22T14:00:00+00:00, 2023-08-24T08:00:00+00:00, 2023-08-30T08:15:00+00:00, 2023-08-30T09:00:00+00:00, 2023-10-11T14:15:00+00:00, 2023-10-12T13:15:00+00:00]","[2023-08-15T09:00:00+00:00, 2023-08-22T14:15:00+00:00, 2023-08-24T08:15:00+00:00, 2023-08-30T08:30:00+00:00, 2023-08-30T10:30:00+00:00, 2023-10-11T14:30:00+00:00, 2023-10-12T13:30:00+00:00]","[3.0, 1.0, 1.0, 1.0, 6.0, 1.0, 1.0]","[0.23900000000000077, 0.2989999999999995, 0.22500000000000142, -0.1440000000000019, 0.08899999999999864, 0.14000000000000057, 0.10000000000000142]","[1.0583182039587335, 1.363802225871189, 0.9347735770668941, -0.6331896930788932, 0.39392732262204505, 0.6993006993007022, 0.4861448711716161]",2023-10-15 23:27:33
SPXS,ALGO_RSI9_RSI30_SMA200_2,6,6,0,0.0663,4.3333,0.4607,0.47841067597983533,1.0,2023-09-27 09:45:00+00:00,25,RSI9_RSI30_SMA200B_P1_L.75_AV_15M_STOCK_RESULTS,"[2023-08-07T08:15:00+00:00, 2023-08-16T08:30:00+00:00, 2023-08-25T12:45:00+00:00, 2023-09-19T18:45:00+00:00, 2023-09-22T12:15:00+00:00, 2023-09-27T08:15:00+00:00]","[2023-08-07T10:15:00+00:00, 2023-08-16T09:30:00+00:00, 2023-08-25T13:15:00+00:00, 2023-09-19T19:00:00+00:00, 2023-09-22T13:30:00+00:00, 2023-09-27T09:45:00+00:00]","[8.0, 4.0, 2.0, 1.0, 5.0, 6.0]","[0.06899999999999906, 0.07900000000000063, 0.04499999999999993, 0.08500000000000085, 0.049999999999998934, 0.07000000000000028]","[0.5103927805310975, 0.5653356233004195, 0.30955492880236585, 0.6019830028328672, 0.3302509907529652, 0.44642857142857323]",2023-10-15 23:29:18
TIGR,ALGO_RSI9_RSI30_SMA200_2,7,6,1,0.0571,4.4286,1.4654,1.3274336283185952,0.8571428571428571,2023-10-09 22:40:00+00:00,13,RSI9_RSI30_SMA200B_P1_L.75_AV_5M_STOCK_RESULTS,"[2023-08-25T23:25:00+00:00, 2023-08-28T16:40:00+00:00, 2023-08-29T13:35:00+00:00, 2023-08-29T18:50:00+00:00, 2023-08-31T22:35:00+00:00, 2023-09-05T23:45:00+00:00, 2023-10-09T22:35:00+00:00]","[2023-08-28T08:05:00+00:00, 2023-08-28T17:05:00+00:00, 2023-08-29T13:40:00+00:00, 2023-08-29T18:55:00+00:00, 2023-08-31T23:55:00+00:00, 2023-09-06T08:30:00+00:00, 2023-10-09T22:40:00+00:00]","[5.0, 5.0, 1.0, 1.0, 11.0, 7.0, 1.0]","[0.08000000000000007, 0.04999999999999982, 0.20000000000000018, 0.0600000000000005, 0.03000000000000025, 0.03000000000000025, -0.04999999999999982]","[2.3121387283237014, 1.3812154696132548, 5.012531328320806, 1.3274336283185952, 0.618556701030933, 0.5545286506469547, -0.9487666034155564]",2023-10-21 12:05:59
CNA,ALGO_RSI9_RSI30_SMA200_2,6,6,0,0.1258,4.0000,0.3204,0.17732859259704073,1.0,2023-10-09 13:40:00+00:00,13,RSI9_RSI30_SMA200B_P1_L.75_AV_5M_STOCK_RESULTS,"[2023-09-05T13:10:00+00:00, 2023-09-12T19:30:00+00:00, 2023-09-19T19:35:00+00:00, 2023-09-20T18:05:00+00:00, 2023-10-05T15:55:00+00:00, 2023-10-09T13:35:00+00:00]","[2023-09-05T13:35:00+00:00, 2023-09-12T19:50:00+00:00, 2023-09-20T13:35:00+00:00, 2023-09-20T18:20:00+00:00, 2023-10-05T16:10:00+00:00, 2023-10-09T13:40:00+00:00]","[2.0, 4.0, 11.0, 3.0, 3.0, 1.0]","[0.46000000000000085, 0.060000000000002274, 0.07000000000000028, 0.07499999999999574, 0.07000000000000028, 0.01999999999999602]","[1.1794871794871815, 0.1532958610117585, 0.17356806347632106, 0.18384605956611283, 0.1810891217177604, 0.05100739607242035]",2023-10-21 09:37:29
